label	family	Short	species	contig	start	overlapping_gene	overlapping_family	overlapping_is_het_nlr
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	Beeville	Cp	scaffold_28	35622	Beeville|C6949CF_000580-T1;Beeville|C6949CF_000581-T1	H049;730332_Guatemala|C45F23D_000803-T1	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	Coahuila_1	Ci	scaffold_273	4043	Coahuila_1|C1B7581_006321-T1	H056	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	Cocci_1400035797	Cp	scaffold_46	35625	Cocci_1400035797|CE7A3AB_000963-T1;Cocci_1400035797|CE7A3AB_000964-T1	H049;730332_Guatemala|C45F23D_000803-T1	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	FMC235	Cp	scaffold_6	122276	FMC235|C634783_000628-T1	730332_Guatemala|C45F23D_000803-T1	False
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	FMC718	Cp	scaffold_176	35624	FMC718|CF12C77_003663-T1;FMC718|CF12C77_003664-T1	H049;730332_Guatemala|C45F23D_000803-T1	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	GT-143	Cp	scaffold_66	81383	GT-143|C1D16CE_004766-T1;GT-143|C1D16CE_004767-T1	H049;730332_Guatemala|C45F23D_000803-T1	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	M196	Cp	scaffold_34	40417	M196|CA74535_003416-T1	730332_Guatemala|C45F23D_000803-T1	False
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	M197	Cp	scaffold_68	40457	M197|C813B11_005067-T1	M197|C813B11_005067-T1	False
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	M201	Cp	scaffold_10	48196	M201|C283492_001920-T1	730332_Guatemala|C45F23D_000803-T1	False
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	Michoacan_2	Ci	scaffold_42	81443	Michoacan_2|C26AA88_002417-T1	H056	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	NM_0369	Cp	scaffold_42	40557	NM_0369|CB04693_003097-T1	730332_Guatemala|C45F23D_000803-T1	False
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	NM_4233	Cp	scaffold_14	40478	NM_4233|CDAA4AB_001431-T1	730332_Guatemala|C45F23D_000803-T1	False
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	Nuevo_Leon_2	Cp	scaffold_107	35628	Nuevo_Leon_2|CB39D8F_003386-T1;Nuevo_Leon_2|CB39D8F_003387-T1	H049;730332_Guatemala|C45F23D_000803-T1	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	SDVA20	Cp	scaffold_4	341603	SDVA20|C001139_000519-T1;SDVA20|C001139_000520-T1	H049;730332_Guatemala|C45F23D_000803-T1	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	SJV_6	Ci	scaffold_24	81439	SJV_6|C9A977F_003480-T1	H056	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	S_739	Cp	scaffold_10	66484	S_739|CBAF81A_001363-T1	730332_Guatemala|C45F23D_000803-T1	False
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	TX17	Cp	scaffold_43	76043	TX17|CFBA040_004432-T1	730332_Guatemala|C45F23D_000803-T1	False
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	UCSF_10AZ	Cp	scaffold_13	198382	UCSF_10AZ|CE941EB_001828-T1	730332_Guatemala|C45F23D_000803-T1	False
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	UTAH_20380X5	Cp	scaffold_43	35633	UTAH_20380X5|CB84C48_006163-T1;UTAH_20380X5|CB84C48_006164-T1	H049;730332_Guatemala|C45F23D_000803-T1	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	UTAH_23742X144	Cp	scaffold_9	40490	UTAH_23742X144|CA87B61_001268-T1	730332_Guatemala|C45F23D_000803-T1	False
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	UTAH_23742X206	Ci	scaffold_12	282535	UTAH_23742X206|C3F3EFE_002530-T1	H056	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	UTAH_9443	Cp	scaffold_45	41180	UTAH_9443|C5C7054_003078-T1	B3491|C53B4A4_000777-T1	False
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	WA31	Cp	scaffold_5	418383	WA31|C87A2FA_001059-T1	730332_Guatemala|C45F23D_000803-T1	False
H036	UTAH_20380X1|CF4A409_007973-T1	GT-136	Cp	scaffold_120	27033	GT-136|C825514_007758-T1	GT-136|C825514_007758-T1	False
H036	UTAH_20380X1|CF4A409_007973-T1	Sonora_1	Cp	scaffold_141	13115	Sonora_1|C27DCDE_008100-T1	GT-136|C825514_007757-T1	False
H036	UTAH_20380X1|CF4A409_007973-T1	WA31	Cp	scaffold_86	43430	WA31|C87A2FA_006991-T1	GT-136|C825514_007758-T1	False
H010	UTAH_23742X260|CC29979_006059-T1	B0727_Argentina	Ci	scaffold_214	21081	B0727_Argentina|C5AAF22_004208-T1;B0727_Argentina|C5AAF22_004209-T1	H016;H056	True
H010	UTAH_23742X260|CC29979_006059-T1	CA17	Ci	scaffold_9	76584	CA17|C6A2BBC_001229-T1	H056	True
H010	UTAH_23742X260|CC29979_006059-T1	CA25	Ci	scaffold_28	137340	CA25|C4385CC_002784-T1;CA25|C4385CC_002785-T1;CA25|C4385CC_002786-T1	H016;730332_Guatemala|C45F23D_000803-T1;H055	True
H010	UTAH_23742X260|CC29979_006059-T1	CA26	Ci	scaffold_56	53794	CA26|C27950D_003996-T1;CA26|C27950D_003997-T1	H017;H055	True
H010	UTAH_23742X260|CC29979_006059-T1	GT-109	Ci	scaffold_47	80300	GT-109|CD1EFBA_004470-T1;GT-109|CD1EFBA_004471-T1	H056;H016	True
H010	UTAH_23742X260|CC29979_006059-T1	GT-119	Ci	scaffold_29	132261	GT-119|C5FB385_003315-T1;GT-119|C5FB385_003316-T1	H017;H055	True
H010	UTAH_23742X260|CC29979_006059-T1	RS	Ci	scaffold_36	81760	RS|C3CED3A_002956-T1;RS|C3CED3A_002957-T1	H016;H056	True
