label	family	locus	island_n_strains	example_strain	island_size	n_supporting_pairs	classifications	locus_id	locus_contig	locus_start	locus_end	pfam_domains
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	2	COCPO_103744	9	3	unexplained_physical	COCPO_103744:scaffold_275:2006-12269	scaffold_275	2006	12269	APH,Beta-lactamase,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	2	Tucson_7	9	3	unexplained_physical	Tucson_7:scaffold_193:593-10871	scaffold_193	593	10871	APH,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	3M3	9	17	unexplained_physical	3M3:scaffold_55:104-41426	scaffold_55	104	41426	APH,Fung_rhodopsin,GGACT,HET,PK_Tyr_Ser-Thr,Pkinase
H004	B11232|C29E0E0_006388-T1	L007	1	B10813_Texas	9	1	unexplained_physical	B10813_Texas:scaffold_259:18735-30500	scaffold_259	18735	30500	-
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	CDC-205	9	28	ambiguous_linkage,unexplained_physical	CDC-205:scaffold_143:2198-20812	scaffold_143	2198	20812	APH,Abhydrolase_3,Amidoligase_2,BD-FAE,COesterase,Fung_rhodopsin,GGACT,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	COCPO_103745	9	1	unexplained_physical	COCPO_103745:scaffold_269:1629-11912	scaffold_269	1629	11912	Beta-lactamase,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	GT-132	9	35	ambiguous_linkage,unexplained_physical	GT-132:scaffold_146:25775-44364	scaffold_146	25775	44364	APH,Abhydrolase_3,Amidoligase_2,BD-FAE,COesterase,Fung_rhodopsin,GGACT,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	GT-163	9	35	ambiguous_linkage,unexplained_physical	GT-163:scaffold_313:1284-22708	scaffold_313	1284	22708	APH,Abhydrolase_3,Amidoligase_2,BD-FAE,COesterase,Fung_rhodopsin,GGACT,HET
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	L002	1	M197	9	1	unexplained_physical	M197:scaffold_68:40492-44211	scaffold_68	40492	44211	Goodbye
H049	B11871|CA42FC6_007798-T1	L002	1	M197	9	1	unexplained_physical	M197:scaffold_68:40492-44211	scaffold_68	40492	44211	Goodbye
H014	A502-1|C7FAE4E_005112-T1	L002	1	M197	9	1	unexplained_physical	M197:scaffold_68:40492-44211	scaffold_68	40492	44211	Goodbye
H004	B11232|C29E0E0_006388-T1	L007	1	NM_5945	9	1	unexplained_physical	NM_5945:scaffold_69:66571-78685	scaffold_69	66571	78685	-
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	TX14	9	10	unexplained_physical	TX14:scaffold_233:1033-17604	scaffold_233	1033	17604	APH,Amidoligase_2,Beta-lactamase,GGACT,HET
H066	Phoenix_2|CE7BF4E_002155-T1	L001	1	UTAH_23742X160	9	2	unexplained_physical	UTAH_23742X160:scaffold_40:5155-15028	scaffold_40	5155	15028	AAA_16,DUF6601,DUF7779,NB-ARC,TPR_12
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	VFC087	9	3	unexplained_physical	VFC087:scaffold_255:1648-11617	scaffold_255	1648	11617	APH,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	2	B11517	8	16	unexplained_physical	B11517:scaffold_159:288-35209	scaffold_159	288	35209	APH,Amidoligase_2,Fung_rhodopsin,GGACT,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	2	B14288	8	22	unexplained_physical	B14288:scaffold_23:271-45278	scaffold_23	271	45278	APH,Amidoligase_2,Fung_rhodopsin,GGACT,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	2	GT-131	8	10	unexplained_physical	GT-131:scaffold_238:1037-17608	scaffold_238	1037	17608	APH,Amidoligase_2,Beta-lactamase,GGACT,HET
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	L005	1	B0858-Guatemala	8	2	unexplained_physical	B0858-Guatemala:scaffold_34:67670-85066	scaffold_34	67670	85066	AAA_lid_TANC1,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,DUF676,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_Prp19,WHD_GPIID
H004	B11232|C29E0E0_006388-T1	L007	1	B13981	8	1	unexplained_physical	B13981:scaffold_36:51499-63687	scaffold_36	51499	63687	-
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	B15317	8	21	unexplained_physical	B15317:scaffold_166:607-16269	scaffold_166	607	16269	APH,Amidoligase_2,Fung_rhodopsin,GGACT,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	B16536	8	15	ambiguous_linkage,unexplained_physical	B16536:scaffold_440:1348-14773	scaffold_440	1348	14773	APH,Abhydrolase_3,BD-FAE,COesterase,Fung_rhodopsin,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	B3224	8	10	unexplained_physical	B3224:scaffold_123:740-32231	scaffold_123	740	32231	APH,GGACT,HET,PK_Tyr_Ser-Thr,Pkinase
H048	B3491|C53B4A4_001549-T1	L001	1	B3292	8	2	unexplained_physical	B3292:scaffold_17:167519-182015	scaffold_17	167519	182015	AAA_16,ATP-grasp,Abhydrolase_6,BSH_RND,Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,DUF6601,DUF676,DUF7104,DUF7779,Dala_Dala_lig_C,HMGL-like,NB-ARC,NPHP3_N,PYC_OADA,TPR_12
H003	574-0_S_OLD_CPA0039|C27CBD2_001617-T1	L007	1	B3374	8	1	unexplained_physical	B3374:scaffold_29:249979-261782	scaffold_29	249979	261782	-
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	CA20	8	1	unexplained_physical	CA20:scaffold_239:17491-27768	scaffold_239	17491	27768	APH,Beta-lactamase,HET
H048	B3491|C53B4A4_001549-T1	L001	1	CA8	8	2	unexplained_physical	CA8:scaffold_184:7924-21393	scaffold_184	7924	21393	AAA_16,ATP-grasp,Abhydrolase_6,BSH_RND,Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,DUF6601,DUF676,DUF7104,DUF7779,Dala_Dala_lig_C,HMGL-like,NB-ARC,NPHP3_N,PYC_OADA,TPR_12
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	GT-109	8	19	ambiguous_linkage,unexplained_physical	GT-109:scaffold_55:123413-139612	scaffold_55	123413	139612	APH,Abhydrolase_3,BD-FAE,COesterase,Fung_rhodopsin,HET
H048	B3491|C53B4A4_001549-T1	L001	1	GT-125	8	2	unexplained_physical	GT-125:scaffold_72:85851-100356	scaffold_72	85851	100356	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	GT-133	8	21	unexplained_physical	GT-133:scaffold_563:70-14826	scaffold_563	70	14826	APH,Amidoligase_2,Fung_rhodopsin,GGACT,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	GT-155	8	1	unexplained_physical	GT-155:scaffold_434:977-11256	scaffold_434	977	11256	Beta-lactamase,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	Michoacan_2	8	21	ambiguous_linkage,unexplained_physical	Michoacan_2:scaffold_336:739-15632	scaffold_336	739	15632	APH,Abhydrolase_3,BD-FAE,COesterase,Fung_rhodopsin,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	NACVFR_2566	8	10	unexplained_physical	NACVFR_2566:scaffold_369:110-17383	scaffold_369	110	17383	APH,GGACT,HET
H066	Phoenix_2|CE7BF4E_002155-T1	L001	1	SOIL_574-2_L_NEW_CPA0042	8	2	unexplained_physical	SOIL_574-2_L_NEW_CPA0042:scaffold_78:10901-15474	scaffold_78	10901	15474	AAA_16,DUF6601,DUF7779,NB-ARC,TPR_12
H070	CA2|CD8B963_008471-T1	L001	1	TX9	8	2	unexplained_physical	TX9:scaffold_232:124-9377	scaffold_232	124	9377	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7779,NB-ARC,TPR_12
H004	B11232|C29E0E0_006388-T1	L007	1	TX9	8	1	unexplained_physical	TX9:scaffold_34:125492-137423	scaffold_34	125492	137423	-
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	Tucson_13	8	3	unexplained_physical	Tucson_13:scaffold_173:997-11271	scaffold_173	997	11271	APH,Beta-lactamase,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	Tucson_17	8	3	unexplained_physical	Tucson_17:scaffold_181:1032-11306	scaffold_181	1032	11306	APH,Beta-lactamase,HET
H048	B3491|C53B4A4_001549-T1	L001	1	Tucson_5	8	1	unexplained_physical	Tucson_5:scaffold_129:5671-27476	scaffold_129	5671	27476	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H050	GT-149|C5E7948_005114-T1	L005	1	UTAH_20380X10	8	4	unexplained_physical	UTAH_20380X10:scaffold_33:253971-271434	scaffold_33	253971	271434	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NPHP3_N,PAN_1,PAN_3,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WHD_GPIID
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	UTAH_23742X260	8	21	unexplained_physical	UTAH_23742X260:scaffold_88:6755-55365	scaffold_88	6755	55365	APH,Amidoligase_2,Fung_rhodopsin,GGACT,HET,TCAD9
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	14	4M3	7	21	unexplained_physical	4M3:scaffold_212:25707-40464	scaffold_212	25707	40464	APH,Amidoligase_2,Fung_rhodopsin,GGACT,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	11	409B-0_L_OLD_CPA0011	7	3	unexplained_physical	409B-0_L_OLD_CPA0011:scaffold_547:812-11272	scaffold_547	812	11272	APH,Beta-lactamase,HET
H048	B3491|C53B4A4_001549-T1	L001	4	B10757_Nevada	7	2	unexplained_physical	B10757_Nevada:scaffold_408:6996-16686	scaffold_408	6996	16686	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	4	FMC233	7	2	unexplained_physical	FMC233:scaffold_160:41701-51137	scaffold_160	41701	51137	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H053	B3440|C2CD592_003898-T1	L001	3	B3413	7	2	unexplained_physical	B3413:scaffold_115:13750-24164	scaffold_115	13750	24164	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	3	B3439	7	1	unexplained_physical	B3439:scaffold_46:94820-105055	scaffold_46	94820	105055	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NPHP3_N,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	2	B3276	7	2	unexplained_physical	B3276:scaffold_148:5656-15179	scaffold_148	5656	15179	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H004	B11232|C29E0E0_006388-T1	L007	2	B3457	7	1	unexplained_physical	B3457:scaffold_53:127245-139443	scaffold_53	127245	139443	-
H048	B3491|C53B4A4_001549-T1	L001	2	COCPO_103720	7	1	unexplained_physical	COCPO_103720:scaffold_374:64-9295	scaffold_374	64	9295	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NPHP3_N,TPR_12
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	2	COCPO_103721	7	3	unexplained_physical	COCPO_103721:scaffold_331:2006-10937	scaffold_331	2006	10937	APH,HET
H025	409B-0_L_OLD_CPA0011|C90261E_007970-T1	L008	1	485B-1_L_OLD_CPA0023	7	2	unexplained_physical	485B-1_L_OLD_CPA0023:scaffold_117:1020-8741	scaffold_117	1020	8741	AAA_16,ATPase_2,DUF7779,NB-ARC,Patatin,TPR_1,TPR_10,TPR_12,TPR_MalT,TPR_NPHP3
H028	5SD|CCCC1E1_001065-T1	L008	1	485B-1_L_OLD_CPA0023	7	2	unexplained_physical	485B-1_L_OLD_CPA0023:scaffold_117:1020-8741	scaffold_117	1020	8741	AAA_16,ATPase_2,DUF7779,NB-ARC,Patatin,TPR_1,TPR_10,TPR_12,TPR_MalT,TPR_NPHP3
H048	B3491|C53B4A4_001549-T1	L001	1	485B-4_S_NEW_CPA0029	7	1	unexplained_physical	485B-4_S_NEW_CPA0029:scaffold_244:6239-15888	scaffold_244	6239	15888	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	4SD	7	11	ambiguous_linkage,unexplained_physical	4SD:scaffold_216:6010-24249	scaffold_216	6010	24249	APH,Abhydrolase_3,BD-FAE,COesterase,Fung_rhodopsin,HET,Peptidase_M19
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	573-1_L_NEW_CPA0031	7	3	unexplained_physical	573-1_L_NEW_CPA0031:scaffold_212:16439-27495	scaffold_212	16439	27495	APH,Beta-lactamase,HET
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	578-1_L_NEW_CPA0049	7	3	unexplained_physical	578-1_L_NEW_CPA0049:scaffold_274:813-11087	scaffold_274	813	11087	APH,Beta-lactamase,HET
H053	B3440|C2CD592_003898-T1	L001	1	578-1_L_NEW_CPA0049	7	2	unexplained_physical	578-1_L_NEW_CPA0049:scaffold_59:116477-139267	scaffold_59	116477	139267	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	1	B11002	7	2	unexplained_physical	B11002:scaffold_354:14615-22844	scaffold_354	14615	22844	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H060	B12527|C750C60_003353-T1	L001	1	B12527	7	2	unexplained_physical	B12527:scaffold_58:108329-118180	scaffold_58	108329	118180	AAA_16,DUF6601,DUF7779,NB-ARC,TPR_12
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	B17567	7	15	unexplained_physical	B17567:scaffold_49:24429-40666	scaffold_49	24429	40666	APH,Amidoligase_2,GGACT,HET
H048	B3491|C53B4A4_001549-T1	L001	1	B3224	7	1	unexplained_physical	B3224:scaffold_39:117016-126491	scaffold_39	117016	126491	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H061	COCSP_8725|CCC6481_008432-T1	L001	1	B3228	7	2	unexplained_physical	B3228:scaffold_33:141069-151341	scaffold_33	141069	151341	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7779,NB-ARC,NPHP3_N,TPR_12
H061	COCSP_8725|CCC6481_008432-T1	L001	1	COCSP_8725	7	2	unexplained_physical	COCSP_8725:scaffold_236:5088-14560	scaffold_236	5088	14560	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7779,NB-ARC,NPHP3_N,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	1	FMC718	7	2	unexplained_physical	FMC718:scaffold_483:7890-18795	scaffold_483	7890	18795	AAA_16,Abhydrolase_6,BSH_RND,Biotin_lipoyl,DUF6601,DUF676,DUF7104,DUF7779,HMGL-like,NB-ARC,NPHP3_N,PYC_OADA,TPR_12
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	GT-150	7	3	unexplained_physical	GT-150:scaffold_125:46382-56659	scaffold_125	46382	56659	APH,Beta-lactamase,HET
H048	B3491|C53B4A4_001549-T1	L001	1	M219	7	2	unexplained_physical	M219:scaffold_85:6259-15895	scaffold_85	6259	15895	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H050	GT-149|C5E7948_005114-T1	L005	1	NM_4233	7	1	unexplained_physical	NM_4233:scaffold_99:83671-94716	scaffold_99	83671	94716	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NPHP3_N,PGAP1,WD40_CDC20-Fz,WHD_GPIID
H048	B3491|C53B4A4_001549-T1	L001	1	SDVA10	7	2	unexplained_physical	SDVA10:scaffold_28:14605-23447	scaffold_28	14605	23447	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	1	S_674	7	1	unexplained_physical	S_674:scaffold_84:98997-108241	scaffold_84	98997	108241	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NPHP3_N,TPR_12
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	Sonora_2	7	3	unexplained_physical	Sonora_2:scaffold_246:247-10530	scaffold_246	247	10530	APH,Beta-lactamase,HET
H085	TX8|C5FF6CA_008304-T1	L001	1	TX8	7	2	unexplained_physical	TX8:scaffold_298:5641-14614	scaffold_298	5641	14614	AAA_16,DUF6601,DUF7779,NB-ARC,TPR_12
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	Tucson_3	7	1	unexplained_physical	Tucson_3:scaffold_187:997-11265	scaffold_187	997	11265	Beta-lactamase,HET
H053	B3440|C2CD592_003898-T1	L001	1	UTAH_23742X168	7	1	unexplained_physical	UTAH_23742X168:scaffold_37:123509-133648	scaffold_37	123509	133648	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NPHP3_N,TPR_12
H060	B12527|C750C60_003353-T1	L001	1	UTAH_23742X199	7	2	unexplained_physical	UTAH_23742X199:scaffold_125:13779-24400	scaffold_125	13779	24400	AAA_16,DUF6601,DUF7779,NB-ARC,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	1	VFC088	7	2	unexplained_physical	VFC088:scaffold_186:6526-15702	scaffold_186	6526	15702	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	VFC093	7	3	unexplained_physical	VFC093:scaffold_229:810-11014	scaffold_229	810	11014	APH,HET
H048	B3491|C53B4A4_001549-T1	L001	65	407-0_S_OLD_CPA0002	6	2	unexplained_physical	407-0_S_OLD_CPA0002:scaffold_74:117585-127229	scaffold_74	117585	127229	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H053	B3440|C2CD592_003898-T1	L001	20	407-1_S_OLD_CPA0004	6	2	unexplained_physical	407-1_S_OLD_CPA0004:scaffold_68:7880-17803	scaffold_68	7880	17803	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	16	573-1_L_NEW_CPA0031	6	2	unexplained_physical	573-1_L_NEW_CPA0031:scaffold_176:24438-33916	scaffold_176	24438	33916	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	8	B5773_Brazil	6	1	unexplained_physical	B5773_Brazil:scaffold_280:6695-15854	scaffold_280	6695	15854	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NPHP3_N,TPR_12
H057	B11035|C5FC1D8_003314-T1	L005	6	B11587	6	4	unexplained_physical	B11587:scaffold_387:5237-15032	scaffold_387	5237	15032	AAA_lid_TANC1,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,DUF676,Fructosamin_kin,Hydrolase_4,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WD40_Prp19,WHD_GPIID
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	5	578-1_L_NEW_CPA0049_alt	6	3	unexplained_physical	578-1_L_NEW_CPA0049_alt:scaffold_209:1032-11295	scaffold_209	1032	11295	APH,Beta-lactamase,HET
H048	B3491|C53B4A4_001549-T1	L001	5	COCPO_103827	6	2	unexplained_physical	COCPO_103827:scaffold_247:28-8332	scaffold_247	28	8332	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	4	GT-165	6	1	unexplained_physical	GT-165:scaffold_67:127756-136245	scaffold_67	127756	136245	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NPHP3_N,TPR_12
H053	B3440|C2CD592_003898-T1	L001	3	B3382	6	1	unexplained_physical	B3382:scaffold_39:111360-122389	scaffold_39	111360	122389	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	3	CA26	6	2	unexplained_physical	CA26:scaffold_345:5979-14813	scaffold_345	5979	14813	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H061	COCSP_8725|CCC6481_008432-T1	L001	2	B16536	6	2	unexplained_physical	B16536:scaffold_99:40141-49888	scaffold_99	40141	49888	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7779,NB-ARC,NPHP3_N,TPR_12
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	2	CA5	6	14	ambiguous_linkage,unexplained_physical	CA5:scaffold_226:10028-23272	scaffold_226	10028	23272	APH,Abhydrolase_3,BD-FAE,COesterase,Fung_rhodopsin,HET
H060	B12527|C750C60_003353-T1	L001	2	Nuevo_Leon_1	6	1	unexplained_physical	Nuevo_Leon_1:scaffold_130:41513-51248	scaffold_130	41513	51248	AAA_16,DUF6601,DUF7779,TPR_12
H060	B12527|C750C60_003353-T1	L001	2	UTAH_20380X2	6	2	unexplained_physical	UTAH_20380X2:scaffold_48:5744-15504	scaffold_48	5744	15504	AAA_16,DUF6601,DUF7779,NB-ARC,TPR_12
H050	GT-149|C5E7948_005114-T1	L005	1	B10917	6	1	unexplained_physical	B10917:scaffold_30:83522-93410	scaffold_30	83522	93410	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NPHP3_N,PGAP1,WD40_CDC20-Fz,WHD_GPIID
H048	B3491|C53B4A4_001549-T1	L001	1	B11873	6	2	unexplained_physical	B11873:scaffold_290:6050-15328	scaffold_290	6050	15328	AAA_16,Abhydrolase_6,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H059	B3269|C180A32_006926-T1	L005	1	B12399	6	2	unexplained_physical	B12399:scaffold_134:7943-17188	scaffold_134	7943	17188	APH,Fructosamin_kin,MFS_1,Sugar_tr,TRI12
H068	B16531|C0BF1BA_007130-T1	L001	1	B16531	6	2	unexplained_physical	B16531:scaffold_257:14646-23926	scaffold_257	14646	23926	AAA_16,DUF6601,DUF7779,NB-ARC,TPR_12
H060	B12527|C750C60_003353-T1	L001	1	B3335	6	2	unexplained_physical	B3335:scaffold_40:97154-106916	scaffold_40	97154	106916	AAA_16,DUF6601,DUF7779,NB-ARC,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	1	CA27	6	2	unexplained_physical	CA27:scaffold_103:66876-76723	scaffold_103	66876	76723	AAA_16,Abhydrolase_6,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H078	CA7|CFA4D20_007665-T1	L001	1	CA7	6	1	unexplained_physical	CA7:scaffold_76:89682-98352	scaffold_76	89682	98352	AAA_16,DUF6601,DUF7779,TPR_12
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	COCPO_175712	6	3	unexplained_physical	COCPO_175712:scaffold_341:2006-10937	scaffold_341	2006	10937	APH,HET
H066	Phoenix_2|CE7BF4E_002155-T1	L001	1	COCPO_175715	6	2	unexplained_physical	COCPO_175715:scaffold_196:6141-15257	scaffold_196	6141	15257	AAA_16,DUF7779,NB-ARC,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	1	FMC778	6	1	unexplained_physical	FMC778:scaffold_136:55536-64986	scaffold_136	55536	64986	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	GT-115	6	3	unexplained_physical	GT-115:scaffold_179:15581-25867	scaffold_179	15581	25867	APH,Beta-lactamase,HET
H048	B3491|C53B4A4_001549-T1	L001	1	GT-158	6	2	unexplained_physical	GT-158:scaffold_154:40271-50533	scaffold_154	40271	50533	AAA_16,Abhydrolase_6,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	IL1	6	1	unexplained_physical	IL1:scaffold_343:1032-11305	scaffold_343	1032	11305	Beta-lactamase,HET
H057	B11035|C5FC1D8_003314-T1	L005	1	SDVA1	6	2	unexplained_physical	SDVA1:scaffold_88:36914-46710	scaffold_88	36914	46710	AAA_lid_TANC1,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NPHP3_N,Sugar_tr,TRI12,WD40_CDC20-Fz,WD40_Prp19,WHD_GPIID
H053	B3440|C2CD592_003898-T1	L001	1	SDVA4	6	1	unexplained_physical	SDVA4:scaffold_107:39827-61847	scaffold_107	39827	61847	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H050	GT-149|C5E7948_005114-T1	L005	1	SOIL_604-1_L_OLD_CPA066	6	1	unexplained_physical	SOIL_604-1_L_OLD_CPA066:scaffold_196:15831-26875	scaffold_196	15831	26875	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NPHP3_N,PGAP1,WD40_CDC20-Fz,WHD_GPIID
H048	B3491|C53B4A4_001549-T1	L001	1	Tucson_15	6	2	unexplained_physical	Tucson_15:scaffold_169:6574-16025	scaffold_169	6574	16025	AAA_16,Abhydrolase_6,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H053	B3440|C2CD592_003898-T1	L001	1	Tucson_6	6	2	unexplained_physical	Tucson_6:scaffold_54:7911-17839	scaffold_54	7911	17839	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
