locus	species	combination	Short	contig	idx	start	end	member	family_label	is_marker	bin	het_architecture	rep_pfam
L012	Ci	H036	B16692	scaffold_178	10	25607	26136	B16692|C4E9409_006020-T1		False	cloud		
L012	Ci	H036	B16692	scaffold_178	11	27555	28154	B16692|C4E9409_006021-T1		False	cloud		
L012	Ci	H036	B16692	scaffold_178	12	29220	31531	B16692|C4E9409_006022-T1		False	cloud		Chitin_bind_1,Glyco_hydro_18
L012	Ci	H036	B16692	scaffold_178	13	35763	37403	B16692|C4E9409_006023-T1	H036	False	singleton	Patatin-NB-ARC	NB-ARC,Patatin
L012	Ci	H036	B16692	scaffold_178	14	37550	38188	B16692|C4E9409_006024-T1		False	singleton		
L012	Ci	H036	B16692	scaffold_178	15	38296	38793	B16692|C4E9409_006025-T1		False	singleton		TPR_10
L012	Ci	H036	B16692	scaffold_178	16	39719	41780	B16692|C4E9409_006026-T1		False	singleton		
L012	Ci	H028	CA20	scaffold_241	0	12082	14685	CA20|CB5CE50_003623-T1	H028	False	shell	NB-ARC-TPR	AAA_16,NB-ARC,TPR_10,TPR_12,TPR_3,TPR_7,TPR_8
L012	Ci	H028	CA20	scaffold_241	1	14720	15960	CA20|CB5CE50_003624-T1		False	shell		Patatin
L012	Ci	H028	CA20	scaffold_241	2	20219	20671	CA20|CB5CE50_003625-T1		False	core		
L012	Ci	H028	CA20	scaffold_241	3	21020	24400	CA20|CB5CE50_003626-T1		False	core		
L012	Cp	H036	UTAH_20380X1	scaffold_78	25	61805	63630	UTAH_20380X1|CF4A409_007970-T1		False	cloud		Patatin
L012	Cp	H036	UTAH_20380X1	scaffold_78	26	65919	66416	UTAH_20380X1|CF4A409_007971-T1		False	singleton		TPR_10
L012	Cp	H036	UTAH_20380X1	scaffold_78	27	66524	67162	UTAH_20380X1|CF4A409_007972-T1		False	singleton		
L012	Cp	H036	UTAH_20380X1	scaffold_78	28	67309	68949	UTAH_20380X1|CF4A409_007973-T1	H036	False	singleton	Patatin-NB-ARC	NB-ARC,Patatin
L012	Cp	H036	UTAH_20380X1	scaffold_78	29	73181	75492	UTAH_20380X1|CF4A409_007974-T1		False	cloud		Chitin_bind_1,Glyco_hydro_18
L012	Cp	H036	UTAH_20380X1	scaffold_78	30	76558	77157	UTAH_20380X1|CF4A409_007975-T1		False	cloud		
L012	Cp	H036	UTAH_20380X1	scaffold_78	31	78576	79105	UTAH_20380X1|CF4A409_007976-T1		False	cloud		
L012	Cp	H038	B3213	scaffold_78	26	61776	63581	B3213|CDAADD1_007217-T1		False	cloud		Patatin
L012	Cp	H038	B3213	scaffold_78	27	65872	66369	B3213|CDAADD1_007218-T1		False	singleton		TPR_10
L012	Cp	H038	B3213	scaffold_78	28	66477	67115	B3213|CDAADD1_007219-T1		False	singleton		
L012	Cp	H038	B3213	scaffold_78	29	67262	67579	B3213|CDAADD1_007220-T1	H038	False	singleton	NB-ARC	AAA_22,NB-ARC
L012	Cp	H038	B3213	scaffold_78	30	67890	68902	B3213|CDAADD1_007221-T1		False	singleton		Patatin
L012	Cp	H038	B3213	scaffold_78	31	73134	74980	B3213|CDAADD1_007222-T1		False	cloud		Chitin_bind_1,Glyco_hydro_18
L012	Cp	H038	B3213	scaffold_78	32	76511	77110	B3213|CDAADD1_007223-T1		False	cloud		
L013	Ci	H045	GT-147	scaffold_417	0	37	1890	GT-147|C9481DC_003434-T1	H045	False	singleton	NB-ARC	NB-ARC
L013	Ci	H045	GT-147	scaffold_417	1	2029	3283	GT-147|C9481DC_003435-T1		False	singleton		DUF676,PGAP1
L013	Ci	H045	GT-147	scaffold_417	2	5718	6800	GT-147|C9481DC_003436-T1		True	core		ECH_1,ECH_2
L013	Ci	H045	GT-147	scaffold_417	3	7207	10412	GT-147|C9481DC_003437-T1		True	core		
L013	Cp	H040	B3246	scaffold_7	28	88887	92092	B3246|C90A8A7_001320-T1		True	core		
L013	Cp	H040	B3246	scaffold_7	29	92511	93598	B3246|C90A8A7_001321-T1		True	core		ECH_1,ECH_2
L013	Cp	H040	B3246	scaffold_7	30	96031	97334	B3246|C90A8A7_001322-T1		False	singleton		DUF676,PGAP1
L013	Cp	H040	B3246	scaffold_7	31	97424	100570	B3246|C90A8A7_001323-T1	H040	False	singleton	NB-ARC	NB-ARC
L013	Cp	H040	B3246	scaffold_7	32	101439	101877	B3246|C90A8A7_001324-T1		False	shell		
L013	Cp	H040	B3246	scaffold_7	33	102113	103084	B3246|C90A8A7_001325-T1		True	core		FHA
L013	Cp	H040	B3246	scaffold_7	34	103438	104382	B3246|C90A8A7_001326-T1		True	core		DnaJ
