label	anchor_family	neighbour_family	neighbour_label	frac_anchors	n_anchors	median_offset	bin	pfam
H051	GT-101|C4EFBB3_002316-T1	B3482|C59F6A8_002720-T1		0.931	149	2.0	core	Kelch_KLHDC2_KLHL20_DRC7
H051	GT-101|C4EFBB3_002316-T1	B11058|C2FAE97_004741-T1		0.85	136	1.0	core	Aldo_ket_red
H051	GT-101|C4EFBB3_002316-T1	407-0_S_OLD_CPA0002|C577643_002515-T1		0.794	127	5.0	core	Aldedh
H051	GT-101|C4EFBB3_002316-T1	578-1_L_NEW_CPA0049|C79DB71_006970-T1		0.794	127	3.0	core	Methyltransf_PK
H051	GT-101|C4EFBB3_002316-T1	578-1_L_NEW_CPA0049|C79DB71_006967-T1		0.781	125	6.0	core	2OG-FeII_Oxy,DIOX_N
H051	GT-101|C4EFBB3_002316-T1	578-1_L_NEW_CPA0049|C79DB71_006966-T1		0.775	124	7.5	core	NAD_binding_10,NmrA
H046	GT-111|C5A2EA4_002972-T1	5SD|CCCC1E1_004915-T1		0.985	515	-1.0	core	SAC3_GANP
H046	GT-111|C5A2EA4_002972-T1	UTAH_23742X209|C79CE6E_004723-T1		0.983	514	-2.0	core	AFUB_07903_YDR124W_hel
H046	GT-111|C5A2EA4_002972-T1	578-1_L_NEW_CPA0049|C79DB71_006568-T1		0.956	500	1.0	core	CN_hydrolase
H046	GT-111|C5A2EA4_002972-T1	GT-158|C010C21_000250-T1		0.906	474	3.0	core	Sec8_C,Sec8_N,Vps54_N
H046	GT-111|C5A2EA4_002972-T1	578-1_L_NEW_CPA0049|C79DB71_006563-T1		0.859	449	-4.0	core	ABC_membrane,ABC_tran,TMD0_ABC
H046	GT-111|C5A2EA4_002972-T1	UTAH_20380X16|CAD5A21_001591-T1		0.853	446	-5.0	core	bVLRF1
H046	GT-111|C5A2EA4_002972-T1	578-1_L_NEW_CPA0049|C79DB71_006561-T1		0.853	446	-6.0	core	
H046	GT-111|C5A2EA4_002972-T1	407-0_S_OLD_CPA0002|C577643_001127-T1		0.78	408	2.0	soft_core	HLH
H017	GT-119|C5FB385_003315-T1	578-1_L_NEW_CPA0049|C79DB71_000180-T1		1.0	2	-10.0	core	FDF,LSM14
H017	GT-119|C5FB385_003315-T1	578-1_L_NEW_CPA0049|C79DB71_000181-T1		1.0	2	-9.0	core	ACBP
H017	GT-119|C5FB385_003315-T1	UCSF_3490AZ|C4FD2B5_000853-T1		1.0	2	5.0	core	GCV_T,GCV_T_C
H017	GT-119|C5FB385_003315-T1	GT-169|C64D5CD_004514-T1		1.0	2	3.0	core	
H017	GT-119|C5FB385_003315-T1	B3476|CE9CA74_007066-T1		1.0	2	8.0	core	4HBT
H017	GT-119|C5FB385_003315-T1	B12219|CCF25C2_003003-T1		1.0	2	9.0	core	CoA_binding,Ligase_CoA,Succ_CoA_lig
H017	GT-119|C5FB385_003315-T1	B11002|C5E4193_004067-T1		1.0	2	-6.0	core	CHCH
H017	GT-119|C5FB385_003315-T1	5SD|CCCC1E1_003647-T1		1.0	2	2.0	core	
H045	GT-147|C9481DC_003434-T1	578-1_L_NEW_CPA0049|C79DB71_000223-T1		1.0	1	2.0	core	ECH_1,ECH_2
H045	GT-147|C9481DC_003434-T1	5SD|CCCC1E1_002184-T1		1.0	1	3.0	core	
H045	GT-147|C9481DC_003434-T1	B3352|C083FA6_000647-T1		1.0	1	1.0	singleton	DUF676,PGAP1
H045	GT-147|C9481DC_003434-T1	Tucson_2|C17EB43_005761-T1		1.0	1	4.0	core	DUF7785,DUF7877
H041	GT-147|C9481DC_005228-T1	485B-0_S_OLD_CPA0021|CFE8A8D_007783-T1		1.0	2	0.0	core	2OG-FeII_Oxy,DIOX_N
H041	GT-147|C9481DC_005228-T1	730332_Guatemala|C45F23D_005983-T1		1.0	2	0.0	shell	Fructosamin_kin
H041	GT-147|C9481DC_005228-T1	578-1_L_NEW_CPA0049|C79DB71_007501-T1		0.5	1	-3.0	core	Metallophos
H041	GT-147|C9481DC_005228-T1	B12526|CF6BC4C_006384-T1		0.5	1	2.0	shell	MFS_1,Sugar_tr,TRI12
H041	GT-147|C9481DC_005228-T1	CA14|CB9423C_004262-T1		0.5	1	1.0	cloud	
H041	GT-147|C9481DC_005228-T1	CA1|CEE9A5C_003516-T1		0.5	1	4.0	cloud	PAN_1
H041	GT-147|C9481DC_005228-T1	CA7|CFA4D20_008188-T1		0.5	1	3.0	core	p450
H050	GT-149|C5E7948_005114-T1	CA7|CFA4D20_008188-T1		0.975	234	2.0	core	p450
H050	GT-149|C5E7948_005114-T1	B11518|CF63038_008059-T1		0.967	232	-1.0	shell	APH,Fructosamin_kin
H050	GT-149|C5E7948_005114-T1	485B-0_S_OLD_CPA0021|CFE8A8D_007783-T1		0.946	227	-2.0	core	2OG-FeII_Oxy,DIOX_N
H050	GT-149|C5E7948_005114-T1	GT-140|C9E3188_006428-T1		0.929	223	3.0	shell	PAN_1,PAN_3
H050	GT-149|C5E7948_005114-T1	578-1_L_NEW_CPA0049|C79DB71_007501-T1		0.871	209	-3.0	core	Metallophos
H050	GT-149|C5E7948_005114-T1	407-1_S_OLD_CPA0004|CC44035_005210-T1		0.846	203	-4.0	core	Ctr
H050	GT-149|C5E7948_005114-T1	578-1_L_NEW_CPA0049|C79DB71_007492-T1		0.812	195	6.0	core	2OG-FeII_Oxy_3
H050	GT-149|C5E7948_005114-T1	578-1_L_NEW_CPA0049|C79DB71_007491-T1		0.804	193	7.0	core	PAN_1,PAN_4
H079	GT-151|CDCC634_000369-T1	578-1_L_NEW_CPA0049|C79DB71_000181-T1		1.0	1	-10.0	core	ACBP
H079	GT-151|CDCC634_000369-T1	578-1_L_NEW_CPA0049|C79DB71_000182-T1		1.0	1	-9.0	core	4HBT,4HBT_3
H079	GT-151|CDCC634_000369-T1	UCSF_3490AZ|C4FD2B5_000853-T1		1.0	1	5.0	core	GCV_T,GCV_T_C
H079	GT-151|CDCC634_000369-T1	SDVA10|CE292C0_000946-T1	H009	1.0	1	-1.0	singleton	Goodbye
H079	GT-151|CDCC634_000369-T1	GT-149|C5E7948_004348-T1		1.0	1	1.0	singleton	
H079	GT-151|CDCC634_000369-T1	B3476|CE9CA74_007066-T1		1.0	1	8.0	core	4HBT
H079	GT-151|CDCC634_000369-T1	B12219|CCF25C2_003003-T1		1.0	1	9.0	core	CoA_binding,Ligase_CoA,Succ_CoA_lig
H079	GT-151|CDCC634_000369-T1	B11002|C5E4193_004067-T1		1.0	1	-8.0	core	CHCH
H007	GT-151|CDCC634_008618-T1	578-1_L_NEW_CPA0049|C79DB71_008497-T1		1.0	2	2.0	shell	APH
H007	GT-151|CDCC634_008618-T1	GT-151|CDCC634_008617-T1		1.0	2	-1.0	singleton	
H007	GT-151|CDCC634_008618-T1	GT-151|CDCC634_008619-T1		1.0	2	1.0	singleton	
H007	GT-151|CDCC634_008618-T1	578-1_L_NEW_CPA0049|C79DB71_008018-T1		0.5	1	4.0	cloud	
H007	GT-151|CDCC634_008618-T1	FMC718|CF12C77_005927-T1		0.5	1	6.0	cloud	APH
H007	GT-151|CDCC634_008618-T1	GT-110|C640910_006797-T1		0.5	1	5.0	singleton	
H007	GT-151|CDCC634_008618-T1	Phoenix_2|CE7BF4E_008305-T1		0.5	1	3.0	shell	GGACT
H042	GT-158|C010C21_006437-T1	574-0_S_OLD_CPA0039|C27CBD2_006443-T1		1.0	2	0.0	cloud	Ribosomal_L5,Ribosomal_L5_C
H042	GT-158|C010C21_006437-T1	578-1_L_NEW_CPA0049|C79DB71_007052-T1		1.0	2	0.0	core	
H042	GT-158|C010C21_006437-T1	SJV_6|C9A977F_008070-T1		1.0	2	0.0	core	
H042	GT-158|C010C21_006437-T1	Michoacan_2|C26AA88_004336-T1		1.0	2	0.0	core	PALP
H042	GT-158|C010C21_006437-T1	Michoacan_2|C26AA88_004321-T1		1.0	2	0.0	core	LSM
H042	GT-158|C010C21_006437-T1	GT-164|C437F43_007100-T1		1.0	2	0.0	core	Leuk-A4-hydro_C,Peptidase_M1,Peptidase_M1_N
H042	GT-158|C010C21_006437-T1	B15257|C0359CC_004728-T1		1.0	2	0.0	core	AA_permease,SLC12
H042	GT-158|C010C21_006437-T1	574-0_S_OLD_CPA0039|C27CBD2_006455-T1		1.0	2	0.0	singleton	NTF2
H069	GT-171|C28DABA_004054-T1	407-1_S_OLD_CPA0004|CC44035_005210-T1		1.0	3	-4.0	core	Ctr
H069	GT-171|C28DABA_004054-T1	B11518|CF63038_008059-T1		1.0	3	-1.0	shell	APH,Fructosamin_kin
H069	GT-171|C28DABA_004054-T1	574-0_S_OLD_CPA0039|C27CBD2_005189-T1		1.0	3	8.0	singleton	
H069	GT-171|C28DABA_004054-T1	578-1_L_NEW_CPA0049|C79DB71_007491-T1		1.0	3	10.0	core	PAN_1,PAN_4
H069	GT-171|C28DABA_004054-T1	578-1_L_NEW_CPA0049|C79DB71_007492-T1		1.0	3	9.0	core	2OG-FeII_Oxy_3
H069	GT-171|C28DABA_004054-T1	578-1_L_NEW_CPA0049|C79DB71_007493-T1		1.0	3	7.0	shell	
H069	GT-171|C28DABA_004054-T1	578-1_L_NEW_CPA0049|C79DB71_007501-T1		1.0	3	-3.0	core	Metallophos
H069	GT-171|C28DABA_004054-T1	GT-140|C9E3188_006428-T1		1.0	3	6.0	shell	PAN_1,PAN_3
H080	IL1|C81A900_003260-T1	407-0_S_OLD_CPA0002|C577643_002486-T1		1.0	1	4.0	singleton	
H080	IL1|C81A900_003260-T1	574-0_S_OLD_CPA0039|C27CBD2_000526-T1		1.0	1	2.0	singleton	
H080	IL1|C81A900_003260-T1	UCSF_3490AZ|C4FD2B5_000853-T1		1.0	1	6.0	core	GCV_T,GCV_T_C
H080	IL1|C81A900_003260-T1	SDVA10|CE292C0_000946-T1	H009	1.0	1	-1.0	singleton	Goodbye
H080	IL1|C81A900_003260-T1	GT-149|C5E7948_004348-T1		1.0	1	1.0	singleton	
H080	IL1|C81A900_003260-T1	B3476|CE9CA74_007066-T1		1.0	1	9.0	core	4HBT
H080	IL1|C81A900_003260-T1	B12219|CCF25C2_003003-T1		1.0	1	10.0	core	CoA_binding,Ligase_CoA,Succ_CoA_lig
H080	IL1|C81A900_003260-T1	B11002|C5E4193_004067-T1		1.0	1	-8.0	core	CHCH
H058	Michoacan_1|C0F72A3_003139-T1	UCSF_Cp_Silveira|C282BBF_005390-T1	H011	1.0	26	1.0	cloud	Goodbye
H058	Michoacan_1|C0F72A3_003139-T1	UCSF_3490AZ|C4FD2B5_000853-T1		1.0	26	-3.0	core	GCV_T,GCV_T_C
H058	Michoacan_1|C0F72A3_003139-T1	578-1_L_NEW_CPA0049|C79DB71_000186-T1		1.0	26	6.0	core	Prefoldin
H058	Michoacan_1|C0F72A3_003139-T1	578-1_L_NEW_CPA0049|C79DB71_000187-T1		1.0	26	5.0	core	HGTP_anticodon,tRNA-synt_2b
H058	Michoacan_1|C0F72A3_003139-T1	B3476|CE9CA74_007066-T1		1.0	26	-6.0	core	4HBT
H058	Michoacan_1|C0F72A3_003139-T1	578-1_L_NEW_CPA0049|C79DB71_000196-T1		1.0	26	-4.0	core	APS_kinase
H058	Michoacan_1|C0F72A3_003139-T1	578-1_L_NEW_CPA0049|C79DB71_000197-T1		1.0	26	-5.0	core	V-ATPase_C
H058	Michoacan_1|C0F72A3_003139-T1	578-1_L_NEW_CPA0049|C79DB71_000201-T1		1.0	26	-8.0	core	
H039	Phoenix_1|CDD70D4_008045-T1	Michoacan_2|C26AA88_004336-T1		1.0	5	-6.0	core	PALP
H039	Phoenix_1|CDD70D4_008045-T1	GT-164|C437F43_007100-T1		1.0	5	-2.0	core	Leuk-A4-hydro_C,Peptidase_M1,Peptidase_M1_N
H039	Phoenix_1|CDD70D4_008045-T1	578-1_L_NEW_CPA0049|C79DB71_007037-T1		1.0	5	-5.0	core	Anticodon_3,tRNA-synt_1,tRNA-synt_1g
H039	Phoenix_1|CDD70D4_008045-T1	SJV_6|C9A977F_008070-T1		1.0	5	-1.0	core	
H039	Phoenix_1|CDD70D4_008045-T1	578-1_L_NEW_CPA0049|C79DB71_007039-T1		1.0	5	-3.0	core	Ribosomal_L38e
H039	Phoenix_1|CDD70D4_008045-T1	578-1_L_NEW_CPA0049|C79DB71_007044-T1		1.0	5	2.0	cloud	
H039	Phoenix_1|CDD70D4_008045-T1	B12496|CD2FAA9_003660-T1		1.0	5	1.0	core	Aspzincin_M35,Peptidase_M35
H039	Phoenix_1|CDD70D4_008045-T1	574-0_S_OLD_CPA0039|C27CBD2_006443-T1		0.8	4	0.0	cloud	Ribosomal_L5,Ribosomal_L5_C
H066	Phoenix_2|CE7BF4E_002155-T1	4SD|C8AA998_008272-T1		1.0	4	4.5	core	SMase_D_PLipase_D
H066	Phoenix_2|CE7BF4E_002155-T1	UTAH_23742X209|C79CE6E_006268-T1		1.0	4	-1.0	core	Biotin_carb_C,Biotin_lipoyl,CPSase_L_D2,HMGL-like,PYC_OADA
H066	Phoenix_2|CE7BF4E_002155-T1	COCSP-3478|C07E340_006206-T1		1.0	4	3.5	shell	DUF7779
H066	Phoenix_2|CE7BF4E_002155-T1	578-1_L_NEW_CPA0049|C79DB71_005336-T1		1.0	4	2.5	shell	
H066	Phoenix_2|CE7BF4E_002155-T1	B11035|C5FC1D8_003106-T1		0.5	2	0.5	shell	Orn_Arg_deC_N,Orn_DAP_Arg_deC
H066	Phoenix_2|CE7BF4E_002155-T1	CA8|CDEC7A5_000228-T1		0.5	2	0.5	core	AnkG_N
H066	Phoenix_2|CE7BF4E_002155-T1	574-0_S_OLD_CPA0039|C27CBD2_008266-T1		0.5	2	0.5	core	TauD
H066	Phoenix_2|CE7BF4E_002155-T1	B14135|CD69CCA_002508-T1		0.5	2	0.5	shell	IES1_N
H009	SDVA10|CE292C0_000946-T1	B11002|C5E4193_004067-T1		1.0	130	-7.0	core	CHCH
H009	SDVA10|CE292C0_000946-T1	578-1_L_NEW_CPA0049|C79DB71_000186-T1		1.0	130	-4.0	core	Prefoldin
H009	SDVA10|CE292C0_000946-T1	5SD|CCCC1E1_003643-T1		1.0	130	-2.0	core	CBF
H009	SDVA10|CE292C0_000946-T1	578-1_L_NEW_CPA0049|C79DB71_000181-T1		1.0	130	-9.0	core	ACBP
H009	SDVA10|CE292C0_000946-T1	578-1_L_NEW_CPA0049|C79DB71_000182-T1		1.0	130	-8.0	core	4HBT,4HBT_3
H009	SDVA10|CE292C0_000946-T1	578-1_L_NEW_CPA0049|C79DB71_000187-T1		1.0	130	-3.0	core	HGTP_anticodon,tRNA-synt_2b
H009	SDVA10|CE292C0_000946-T1	578-1_L_NEW_CPA0049|C79DB71_000189-T1		0.977	127	-1.0	core	LANC_like
H009	SDVA10|CE292C0_000946-T1	UCSF_3490AZ|C4FD2B5_000853-T1		0.969	126	5.0	core	GCV_T,GCV_T_C
H038	SDVA10|CE292C0_006993-T1	730332_Guatemala|C45F23D_003561-T1		1.0	8	0.0	cloud	
H038	SDVA10|CE292C0_006993-T1	730332_Guatemala|C45F23D_003562-T1		1.0	8	0.0	cloud	Myb_DNA-bind_5
H038	SDVA10|CE292C0_006993-T1	730332_Guatemala|C45F23D_003563-T1		1.0	8	0.0	cloud	
H038	SDVA10|CE292C0_006993-T1	730332_Guatemala|C45F23D_003564-T1		1.0	8	0.0	cloud	
H038	SDVA10|CE292C0_006993-T1	Sonora_1|C27DCDE_008108-T1		1.0	8	0.0	cloud	
H038	SDVA10|CE292C0_006993-T1	GT-136|C825514_007758-T1		1.0	8	0.0	singleton	Patatin
H038	SDVA10|CE292C0_006993-T1	SDVA10|CE292C0_006995-T1		1.0	8	0.0	singleton	TPR_10
H038	SDVA10|CE292C0_006993-T1	SDVA10|CE292C0_006994-T1		1.0	8	0.0	singleton	
H032	SDVA20|C001139_007070-T1	578-1_L_NEW_CPA0049|C79DB71_007048-T1		1.0	76	6.0	core	Aa_trans
H032	SDVA20|C001139_007070-T1	B12496|CD2FAA9_003660-T1		1.0	76	1.0	core	Aspzincin_M35,Peptidase_M35
H032	SDVA20|C001139_007070-T1	B15257|C0359CC_004728-T1		1.0	76	5.0	core	AA_permease,SLC12
H032	SDVA20|C001139_007070-T1	GT-161|CD86944_006773-T1		1.0	76	4.0	core	
H032	SDVA20|C001139_007070-T1	Michoacan_2|C26AA88_004321-T1		1.0	76	8.0	core	LSM
H032	SDVA20|C001139_007070-T1	578-1_L_NEW_CPA0049|C79DB71_007049-T1		1.0	76	7.0	core	MPC
H032	SDVA20|C001139_007070-T1	SJV_6|C9A977F_008070-T1		0.987	75	-1.0	core	
H032	SDVA20|C001139_007070-T1	578-1_L_NEW_CPA0049|C79DB71_007052-T1		0.961	73	10.0	core	
H029	SDVA38|CE6DD8A_000803-T1	SJV_6|C9A977F_008070-T1		1.0	125	2.0	core	
H029	SDVA38|CE6DD8A_000803-T1	B12496|CD2FAA9_003660-T1		0.96	120	-1.0	core	Aspzincin_M35,Peptidase_M35
H029	SDVA38|CE6DD8A_000803-T1	B15257|C0359CC_004728-T1		0.92	115	-4.0	core	AA_permease,SLC12
H029	SDVA38|CE6DD8A_000803-T1	GT-161|CD86944_006773-T1		0.92	115	-3.0	core	
H029	SDVA38|CE6DD8A_000803-T1	Michoacan_2|C26AA88_004321-T1		0.912	114	-7.0	core	LSM
H029	SDVA38|CE6DD8A_000803-T1	578-1_L_NEW_CPA0049|C79DB71_007049-T1		0.912	114	-6.0	core	MPC
H029	SDVA38|CE6DD8A_000803-T1	578-1_L_NEW_CPA0049|C79DB71_007052-T1		0.904	113	-9.0	core	
H029	SDVA38|CE6DD8A_000803-T1	578-1_L_NEW_CPA0049|C79DB71_007048-T1		0.904	113	-5.0	core	Aa_trans
H064	SDVA42|C8631F9_001720-T1	UTAH_9443|C5C7054_003082-T1		1.0	5	4.0	core	Aa_trans
H064	SDVA42|C8631F9_001720-T1	578-1_L_NEW_CPA0049|C79DB71_000187-T1		1.0	5	-3.0	core	HGTP_anticodon,tRNA-synt_2b
H064	SDVA42|C8631F9_001720-T1	5SD|CCCC1E1_003643-T1		1.0	5	-2.0	core	CBF
H064	SDVA42|C8631F9_001720-T1	B3476|CE9CA74_007066-T1		1.0	5	8.0	core	4HBT
H064	SDVA42|C8631F9_001720-T1	578-1_L_NEW_CPA0049|C79DB71_000197-T1		1.0	5	7.0	core	V-ATPase_C
H064	SDVA42|C8631F9_001720-T1	578-1_L_NEW_CPA0049|C79DB71_000196-T1		1.0	5	6.0	core	APS_kinase
H064	SDVA42|C8631F9_001720-T1	B11002|C5E4193_004067-T1		1.0	5	-7.0	core	CHCH
H064	SDVA42|C8631F9_001720-T1	578-1_L_NEW_CPA0049|C79DB71_000189-T1		1.0	5	-1.0	core	LANC_like
H083	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	4SD|C8AA998_008272-T1		1.0	1	-3.0	core	SMase_D_PLipase_D
H083	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	578-1_L_NEW_CPA0049|C79DB71_005336-T1		1.0	1	-1.0	shell	
H083	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	COCSP-3478|C07E340_006206-T1		1.0	1	-2.0	shell	DUF7779
H084	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	574-0_S_OLD_CPA0039|C27CBD2_008464-T1		1.0	1	-1.0	shell	DUF6601
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	578-1_L_NEW_CPA0049|C79DB71_006781-T1		0.5	1	2.0	core	zf-C3HC4,zf-RING_5,zf-RING_UBOX
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	578-1_L_NEW_CPA0049|C79DB71_006782-T1		0.5	1	3.0	core	SNARE
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	578-1_L_NEW_CPA0049|C79DB71_006783-T1		0.5	1	4.0	core	
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	578-1_L_NEW_CPA0049|C79DB71_006786-T1		0.5	1	7.0	core	Cyclin_N
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	582-1_L_NEW_CPA0064|CF9574D_007967-T1		0.5	1	9.0	shell	Mito_carr
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	5SD|CCCC1E1_004402-T1		0.5	1	5.0	shell	
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B11035|C5FC1D8_001700-T1		0.5	1	8.0	shell	EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7,EF-hand_8,Mito_carr,SPARC_Ca_bdg
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B11343|C7ABD37_000980-T1		0.5	1	10.0	core	GST_C_2,GST_N_2
H085	TX8|C5FF6CA_008304-T1	4SD|C8AA998_008272-T1		1.0	1	-5.0	core	SMase_D_PLipase_D
H085	TX8|C5FF6CA_008304-T1	578-1_L_NEW_CPA0049|C79DB71_005336-T1		1.0	1	-2.0	shell	
H085	TX8|C5FF6CA_008304-T1	578-1_L_NEW_CPA0049|C79DB71_005338-T1		1.0	1	-4.0	cloud	
H085	TX8|C5FF6CA_008304-T1	B3335|C104461_004698-T1		1.0	1	-1.0	cloud	DUF6601
H085	TX8|C5FF6CA_008304-T1	COCSP-3478|C07E340_006206-T1		1.0	1	-3.0	shell	DUF7779
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	5SD|CCCC1E1_003643-T1		1.0	32	3.0	core	CBF
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	578-1_L_NEW_CPA0049|C79DB71_000181-T1		1.0	32	10.0	core	ACBP
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	578-1_L_NEW_CPA0049|C79DB71_000182-T1		1.0	32	9.0	core	4HBT,4HBT_3
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	UCSF_3490AZ|C4FD2B5_000853-T1		1.0	32	-4.0	core	GCV_T,GCV_T_C
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	B3476|CE9CA74_007066-T1		1.0	32	-7.0	core	4HBT
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	578-1_L_NEW_CPA0049|C79DB71_000186-T1		1.0	32	5.0	core	Prefoldin
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	578-1_L_NEW_CPA0049|C79DB71_000187-T1		1.0	32	4.0	core	HGTP_anticodon,tRNA-synt_2b
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	B11002|C5E4193_004067-T1		1.0	32	8.0	core	CHCH
H071	UTAH_20380X10|CE3D476_001466-T1	Tucson_2|C17EB43_005004-T1		1.0	2	0.0	core	LRR_15
H071	UTAH_20380X10|CE3D476_001466-T1	578-1_L_NEW_CPA0049|C79DB71_001400-T1		1.0	2	0.0	core	CMAS,MTS,MetW,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,Ubie_methyltran
H071	UTAH_20380X10|CE3D476_001466-T1	578-1_L_NEW_CPA0049|C79DB71_001403-T1		1.0	2	0.0	core	NmrA
H071	UTAH_20380X10|CE3D476_001466-T1	578-1_L_NEW_CPA0049|C79DB71_001404-T1		1.0	2	0.0	core	Homeodomain
H071	UTAH_20380X10|CE3D476_001466-T1	578-1_L_NEW_CPA0049|C79DB71_001405-T1		1.0	2	0.0	core	Amino_oxidase,NAD_binding_8,Pyr_redox,Pyr_redox_2
H071	UTAH_20380X10|CE3D476_001466-T1	578-1_L_NEW_CPA0049|C79DB71_001406-T1		1.0	2	0.0	core	
H071	UTAH_20380X10|CE3D476_001466-T1	B15145|CD39A0E_003234-T1	H063	0.5	1	-1.0	cloud	WHD_GPIID
H071	UTAH_20380X10|CE3D476_001466-T1	SDVA41|C3A076D_003215-T1		0.5	1	8.0	core	Aldedh
H036	UTAH_20380X1|CF4A409_007973-T1	730332_Guatemala|C45F23D_003559-T1		1.0	14	6.5	cloud	
H036	UTAH_20380X1|CF4A409_007973-T1	730332_Guatemala|C45F23D_003561-T1		1.0	14	4.5	cloud	
H036	UTAH_20380X1|CF4A409_007973-T1	730332_Guatemala|C45F23D_003563-T1		1.0	14	3.0	cloud	
H036	UTAH_20380X1|CF4A409_007973-T1	730332_Guatemala|C45F23D_003564-T1		1.0	14	2.0	cloud	
H036	UTAH_20380X1|CF4A409_007973-T1	Sonora_1|C27DCDE_008108-T1		1.0	14	5.5	cloud	
H036	UTAH_20380X1|CF4A409_007973-T1	SDVA10|CE292C0_006995-T1		1.0	14	-2.0	singleton	TPR_10
H036	UTAH_20380X1|CF4A409_007973-T1	SDVA10|CE292C0_006994-T1		1.0	14	-1.0	singleton	
H036	UTAH_20380X1|CF4A409_007973-T1	NM_5945|C37DB6B_005943-T1		1.0	14	1.0	cloud	Chitin_bind_1,Glyco_hydro_18
H067	UTAH_23742X205|CB0BD29_008619-T1	4SD|C8AA998_008272-T1		0.75	3	4.0	core	SMase_D_PLipase_D
H067	UTAH_23742X205|CB0BD29_008619-T1	574-0_S_OLD_CPA0039|C27CBD2_008464-T1		0.75	3	1.0	shell	DUF6601
H067	UTAH_23742X205|CB0BD29_008619-T1	578-1_L_NEW_CPA0049|C79DB71_005336-T1		0.75	3	2.0	shell	
H067	UTAH_23742X205|CB0BD29_008619-T1	M204|CE8551A_004953-T1		0.75	3	3.0	shell	DUF7779,TPR_10,TPR_12,TPR_8
H067	UTAH_23742X205|CB0BD29_008619-T1	578-1_L_NEW_CPA0049|C79DB71_005332-T1		0.25	1	-4.0	core	AICARFT_IMPCHas,MGS
H067	UTAH_23742X205|CB0BD29_008619-T1	578-1_L_NEW_CPA0049|C79DB71_007049-T1		0.25	1	10.0	core	MPC
H067	UTAH_23742X205|CB0BD29_008619-T1	578-1_L_NEW_CPA0049|C79DB71_007051-T1		0.25	1	8.0	soft_core	Ribosomal_L5,Ribosomal_L5_C
H067	UTAH_23742X205|CB0BD29_008619-T1	578-1_L_NEW_CPA0049|C79DB71_007052-T1		0.25	1	7.0	core	
H019	UTAH_23742X257|CDDFF5A_002435-T1	B12216|CA3ACD6_001329-T1		0.977	511	-3.0	core	
H019	UTAH_23742X257|CDDFF5A_002435-T1	578-1_L_NEW_CPA0049|C79DB71_005227-T1		0.975	510	-2.0	core	Clr5,DUF7767,Tri-helical
H019	UTAH_23742X257|CDDFF5A_002435-T1	B12219|CCF25C2_002107-T1		0.975	510	-1.0	core	DUF7600,F-box
H019	UTAH_23742X257|CDDFF5A_002435-T1	582-1_L_NEW_CPA0064|CF9574D_006599-T1		0.933	488	-5.0	core	
H019	UTAH_23742X257|CDDFF5A_002435-T1	578-1_L_NEW_CPA0049|C79DB71_005221-T1		0.933	488	-7.0	core	B-prop_COPA_B_2nd,TPR_COPA_B,WD40
H019	UTAH_23742X257|CDDFF5A_002435-T1	578-1_L_NEW_CPA0049|C79DB71_005220-T1		0.933	488	-8.0	core	Evr1_Alr
H019	UTAH_23742X257|CDDFF5A_002435-T1	GT-162|C975B94_001220-T1		0.927	485	-6.0	core	
H019	UTAH_23742X257|CDDFF5A_002435-T1	B14291|C086813_000402-T1		0.897	469	3.0	core	
H086	UTAH_23742X260|CC29979_006058-T1	578-1_L_NEW_CPA0049|C79DB71_000181-T1		1.0	1	10.0	core	ACBP
H086	UTAH_23742X260|CC29979_006058-T1	578-1_L_NEW_CPA0049|C79DB71_000182-T1		1.0	1	9.0	core	4HBT,4HBT_3
H086	UTAH_23742X260|CC29979_006058-T1	578-1_L_NEW_CPA0049|C79DB71_000185-T1		1.0	1	6.0	core	DUF7905
H086	UTAH_23742X260|CC29979_006058-T1	578-1_L_NEW_CPA0049|C79DB71_000186-T1		1.0	1	5.0	core	Prefoldin
