accession	taxon_id	gene_name	description	go_ids	pfam_ids	pfam_names	interpro_ids	ec_numbers	alphafold_id
A6TAC6	272620	mhpD	2-keto-4-pentenoate hydratase	GO:0005737:IEA|GO:0008684:IEA|GO:0030145:IEA|GO:0019380:IEA	PF01557	FAA_hydrolase	IPR011234|IPR036663|IPR050772|IPR023793	4.2.1.80	A6TAC6
A6TAE5	272620	sufD	Required for stability of iron-sulfur component of FhuF	GO:0016226:IEA	PF01458	SUFBD_core	IPR055346|IPR000825|IPR037284|IPR011542		A6TAE5
A6TAR3	272620	KPN_02258	Uncharacterized protein						A6TAR3
A6TAT3	272620	KPN_02278	Ribosomal large subunit pseudouridine synthase A	GO:0140098:IEA|GO:0009982:IEA|GO:0003723:IEA|GO:0000455:IEA	PF00849	PseudoU_synth_2	IPR020103|IPR006224|IPR006145|IPR050188		A6TAT3
A6TB13	272620	yobA	Copper resistance protein C	GO:0042597:IEA|GO:0005886:IEA|GO:0005507:IEA|GO:0006825:IEA|GO:0046688:IEA	PF04234	CopC	IPR047685|IPR032694|IPR007348|IPR014755|IPR014756		A6TB13
A6TB19	272620	purT	Formate-dependent phosphoribosylglycinamide formyltransferase	GO:0005829:IEA|GO:0005524:IEA|GO:0000287:IEA|GO:0043815:IEA|GO:0004644:IEA|GO:0006189:IEA	PF02222|PF21244|PF22660	ATP-grasp|PurT_C|RS_preATP-grasp-like	IPR011761|IPR003135|IPR013815|IPR016185|IPR005862|IPR054350|IPR048740|IPR011054	6.3.1.21	A6TB19
A6TB61	272620	KPN_02406	Dihydrodipicolinate synthase	GO:0005829:IEA|GO:0008747:IEA|GO:0019262:IEA	PF00701	DHDPS	IPR013785|IPR002220		A6TB61
A6TB72	272620	yedD	Lipoprotein		PF13987	YedD	IPR025596|IPR038624		A6TB72
A6TB92	272620	KPN_02443	Lysophospholipase		PF12146	Hydrolase_4	IPR029058|IPR022742|IPR051044		A6TB92
A6TBB6	272620	sbcB	Exodeoxyribonuclease I	GO:0000175:IEA|GO:0003677:IEA|GO:0046872:IEA|GO:0008310:IEA|GO:0006281:IEA	PF26016|PF08411|PF00929	ExoI_C|ExoI_SH3|RNase_T	IPR023607|IPR034747|IPR038649|IPR058561|IPR013620|IPR022894|IPR013520|IPR012337|IPR036397	3.1.11.1	A6TBB6
A6TBH9	272620	yegQ	tRNA hydroxylation protein P	GO:0005829:IEA|GO:0008233:IEA|GO:0006508:IEA|GO:0008033:IEA	PF01136|PF16325	Peptidase_U32|Peptidase_U32_C	IPR001539|IPR032525|IPR060007		A6TBH9
A6TBJ9	272620	uspA	Universal stress protein	GO:0005737:IEA	PF00582	Usp	IPR014729|IPR006015|IPR006016		A6TBJ9
A6TBP1	272620	lysP	Lysine-specific permease	GO:0005886:IEA|GO:0015171:IEA	PF00324	AA_permease	IPR004841|IPR004840|IPR050524		A6TBP1
A6TBR9	272620	KPN_02622	DEOR-type transcriptional regulator	GO:0003700:IEA|GO:0006351:IEA	PF00455|PF08220	DeoRC|HTH_DeoR	IPR050313|IPR014036|IPR001034|IPR037171|IPR036388|IPR036390		A6TBR9
A6TBW5	272620	nuoK	NADH-quinone oxidoreductase subunit K	GO:0030964:IEA|GO:0005886:IEA|GO:0050136:IEA|GO:0048038:IEA|GO:0042773:IEA	PF00420	Oxidored_q2	IPR001133|IPR039428	7.1.1.-	A6TBW5
A6TC91	272620	aegA	Oxidoreductase, Fe-S subunit (Anaerobically expressed gene)	GO:0051539:IEA|GO:0046872:IEA|GO:0016491:IEA|GO:0044281:IEA	PF13247|PF14691|PF07992	Fer4_11|Fer4_20|Pyr_redox_2	IPR017896|IPR017900|IPR028261|IPR036188|IPR023753|IPR006006|IPR009051		A6TC91
A6TCK7	272620	tyrA	T-protein	GO:0005737:IEA|GO:0004106:IEA|GO:0070403:IEA|GO:0008977:IEA|GO:0004665:IEA|GO:0046417:IEA|GO:0006571:IEA	PF01817|PF20463|PF02153	CM_2|PDH_C|PDH_N	IPR008927|IPR008244|IPR036263|IPR036979|IPR002701|IPR011277|IPR036291|IPR046825|IPR046826|IPR050812|IPR003099		A6TCK7
A6TCS0	272620	fim	Probable pilin chaperone	GO:0030288:IEA|GO:0071555:IEA	PF02753|PF00345	PapD_C|PapD_N	IPR013783|IPR008962|IPR050643|IPR036316|IPR001829|IPR016148|IPR018046|IPR016147		A6TCS0
A6TCY5	272620	hycH	Processing of HycE (Part of the FHL complex)		PF07450	HycH	IPR010005		A6TCY5
A6TD35	272620	pcm	Protein-L-isoaspartate O-methyltransferase	GO:0005737:IEA|GO:0004719:IEA|GO:0032259:IEA|GO:0030091:IEA	PF01135	PCMT	IPR000682|IPR029063	2.1.1.77	A6TD35
A6TDF6	272620	recB	RecBCD enzyme subunit RecB	GO:0005829:IEA|GO:0009338:IEA|GO:0043138:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0003677:IEA|GO:0004519:IEA|GO:0008854:IEA|GO:0000287:IEA|GO:0000724:IEA	PF12705|PF00580|PF13361	PDDEXK_1|UvrD-helicase|UvrD_C	IPR014017|IPR000212|IPR027417|IPR011604|IPR038726|IPR004586|IPR011335|IPR014016	3.1.11.5|5.6.2.4	A6TDF6
A6TDI6	272620	KPN_03259	ABC transporter periplasmic binding protein	GO:0030288:IEA	PF01547	SBP_bac_1	IPR050490|IPR006059		A6TDI6
A6TDM5	272620	KPN_03298	Enzyme	GO:0005886:IEA	PF13515	FUSC_2	IPR049453		A6TDM5
A6TDN5	272620	KPN_03308	Transcriptional regulator (LysR family)	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR058163|IPR000847|IPR005119|IPR036388|IPR036390		A6TDN5
A6TDQ7	272620	KPN_03331	Uncharacterized protein						A6TDQ7
A6TDT5	272620	KPN_03359	Outer membrane protein	GO:0016020:IEA|GO:0015288:IEA	PF03573	OprD	IPR005318|IPR023614		A6TDT5
A6TE25	272620	KPN_03450	UPF0441 protein KPN78578_33850		PF06693	DUF1190	IPR009576		A6TE25
A6TE31	272620	hldE	Bifunctional protein HldE	GO:0005829:IEA|GO:0005524:IEA|GO:0033785:IEA|GO:0033786:IEA|GO:0016773:IEA|GO:0097171:IEA	PF01467|PF00294	CTP_transf_like|PfkB	IPR023030|IPR002173|IPR004821|IPR011611|IPR011913|IPR011914|IPR029056|IPR014729	2.7.1.167|2.7.7.70	A6TE31
A6TE69	272620	KPN_04876	Prophage holin	GO:0044660:IEA	PF04550	Phage_holin_3_2	IPR007633		A6TE69
A6TEB5	272620	lsrB	Autoinducer 2-binding protein LsrB	GO:0043190:IEA|GO:0030288:IEA|GO:0030246:IEA	PF13407	Peripla_BP_4	IPR050555|IPR030159|IPR028082|IPR025997		A6TEB5
A6TEC2	272620	rlmG	Ribosomal RNA large subunit methyltransferase G	GO:0005737:IEA|GO:0052916:IEA|GO:0003676:IEA	PF05175|PF26049	MTS|RLMG_N	IPR002052|IPR017237|IPR058679|IPR046977|IPR029063|IPR007848	2.1.1.174	A6TEC2
A6TEN1	272620	KPN_03622	Transport protein	GO:0005886:IEA|GO:0022857:IEA	PF07690	MFS_1	IPR011701|IPR020846|IPR050382|IPR036259|IPR000849		A6TEN1
A6TEY0	272620	rpsL	Small ribosomal subunit protein uS12	GO:0015935:IEA|GO:0019843:IEA|GO:0003735:IEA|GO:0000049:IEA|GO:0006412:IEA	PF00164	Ribosom_S12_S23	IPR012340|IPR006032|IPR005679		A6TEY0
A6TF15	272620	hofQ	Transport portein	GO:0009279:IEA|GO:0009306:IEA	PF00263|PF03958	Secretin|Secretin_N	IPR001775|IPR005644|IPR038591|IPR013355|IPR004846|IPR004845|IPR051808		A6TF15
A6TF36	272620	yhgH	Periplasmic gluconate-binding protein in GNT I transport system				IPR051910|IPR029057|IPR000836		A6TF36
A6TF42	272620	glpR	Repressor of the glp operon	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA|GO:0045892:IEA	PF00455|PF08220	DeoRC|HTH_DeoR	IPR050313|IPR014036|IPR001034|IPR037171|IPR018356|IPR036388|IPR036390		A6TF42
A6TF75	272620	livJ	High-affinity branched-chain amino acid transport protein (ABC superfamily, peri_bind)	GO:0030288:IEA|GO:0015820:IEA	PF13458	Peripla_BP_6	IPR028081|IPR000709|IPR028082		A6TF75
A6TFF2	272620	dppA	Dipeptide transport protein	GO:0043190:IEA|GO:0030288:IEA|GO:0071916:IEA|GO:1904680:IEA	PF00496	SBP_bac_5	IPR050017|IPR030678|IPR039424|IPR000914		A6TFF2
A6TFH9	272620	yiaB	YiaAB two helix domain-containing protein	GO:0005886:IEA|GO:0006974:IEA	PF05360	YiaAB	IPR038972|IPR008024		A6TFH9
A6TFK3	272620	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	GO:0005829:IEA|GO:0141152:IEA|GO:0141153:IEA|GO:0051287:IEA|GO:0005975:IEA|GO:0046167:IEA|GO:0046168:IEA|GO:0046474:IEA	PF07479|PF01210	NAD_Gly3P_dh_C|NAD_Gly3P_dh_N	IPR008927|IPR013328|IPR006168|IPR006109|IPR011128|IPR036291	1.1.1.94	A6TFK3
A6TFK8	272620	KPN_03957	Uncharacterized protein						A6TFK8
A6TFL0	272620	yibQ	Divergent polysaccharide deacetylase family protein	GO:0005975:IEA	PF04748	Polysacc_deac_2	IPR006837|IPR011330		A6TFL0
A6TFU3	272620	KPN_04044	PTS system N-acetylmuramic acid-specific EIIBC component	GO:0005886:IEA|GO:0016301:IEA|GO:0008982:IEA|GO:0090588:IEA|GO:0009401:IEA	PF00367|PF02378	PTS_EIIB|PTS_EIIC	IPR036878|IPR018113|IPR003352|IPR013013|IPR001996|IPR050558	2.7.1.192	A6TFU3
A6TFW6	272620	KPN_04067	Helix-turn-helix protein	GO:0003677:IEA|GO:0006351:IEA	PF01381	HTH_3	IPR001387|IPR052359|IPR010982		A6TFW6
A6TFX0	272620	uhpB	Sensor histidine protein kinase phosphorylates UhpA	GO:0005886:IEA|GO:0000155:IEA|GO:0046983:IEA	PF02518|PF07730|PF05231	HATPase_c|HisKA_3|MASE1	IPR036890|IPR003594|IPR005467|IPR007895|IPR050482|IPR011712		A6TFX0
A6TG14	272620	KPN_04115	DNA primase/helicase Gp4 N-terminal Bacteriophage T7-like domain-containing protein	GO:0004386:IEA|GO:0008270:IEA	PF08273	Zn_Ribbon_Prim	IPR013237		A6TG14
A6TG15	272620	KPN_04116	Uncharacterized protein		PF13481	AAA_25	IPR027417		A6TG15
A6TG40	272620	atpF	ATP synthase subunit b	GO:0005886:IEA|GO:0045259:IEA|GO:0046933:IEA|GO:0046961:IEA	PF00430	ATP-synt_B	IPR028987|IPR002146|IPR005864|IPR050059		A6TG40
A6TGA3	272620	KPN_04208	Autoinducer 2 import system permease protein LsrC	GO:0005886:IEA|GO:0022857:IEA	PF02653	BPD_transp_2	IPR001851		A6TGA3
A6TGQ6	272620	yjaG	Uncharacterized protein YjaG		PF04222	DUF416	IPR007338|IPR023381		A6TGQ6
A6TGS6	272620	manX	PTS enzyme IIAB, mannose-specific	GO:0005737:IEA|GO:0016301:IEA|GO:0008982:IEA|GO:0009401:IEA	PF03830	PTSIIB_sorb	IPR004720|IPR036667|IPR018455		A6TGS6
A6TGZ2	272620	KPN_04471	Fimbrial-like protein	GO:0009289:IEA|GO:0043709:IEA	PF00419	Fimbrial	IPR000259|IPR036937|IPR008966|IPR050263		A6TGZ2
A6TH14	272620	phnM	Phosphonate metabolism	GO:0016810:IEA|GO:0019700:IEA	PF07969	Amidohydro_3	IPR013108|IPR011059|IPR032466|IPR051781|IPR012696		A6TH14
A6TH98	272620	yjfN	YdgH/BhsA/McbA-like domain-containing protein		PF07338	YdgH_BhsA-like	IPR051096|IPR025543|IPR036275|IPR010854		A6TH98
A6THG2	272620	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	GO:0005737:IEA|GO:0051539:IEA|GO:0043365:IEA|GO:0046872:IEA|GO:0004748:IEA	PF13353	Fer4_12	IPR013785|IPR012837|IPR034457|IPR001989|IPR007197|IPR058240	1.97.1.-	A6THG2
A6THJ8	272620	KPN_04681	SN-glycerol-3-phosphate transport system permease	GO:0005886:IEA|GO:0055085:IEA	PF00528	BPD_transp_1	IPR000515|IPR035906		A6THJ8
A6THS0	272620	KPN_04758	Bacterial regulatory protein, LysR	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR050389|IPR000847|IPR005119|IPR036388|IPR036390		A6THS0
A6THX0	272620	KPN_04808	Cytoplasmic protein	GO:1990238:IEA|GO:0006310:IEA	PF27070|PF04754	HTH_Rpn_C|Transposase_31	IPR051699|IPR010106|IPR006842		A6THX0
A6TI05	272620	yjjK	Energy-dependent translational throttle protein EttA	GO:0005737:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0043022:IEA|GO:0019843:IEA|GO:0000049:IEA|GO:0045900:IEA|GO:0006412:IEA	PF00005|PF12848	ABC_tran|ABC_tran_Xtn	IPR003593|IPR032781|IPR003439|IPR017871|IPR022374|IPR027417	3.6.1.-	A6TI05
A6TI19	272620	KPN_pKPN3p05861	Klebicin B	GO:0004519:IEA|GO:0016787:IEA|GO:0042742:IEA|GO:0031640:IEA	PF21431|PF06958	Col-Pyo_DNase|Pyocin_S	IPR037146|IPR044925|IPR016128|IPR036302		
A6TI20	272620	KPN_pKPN3p05862	Klebicin B immunity	GO:0015643:IEA|GO:0030153:IEA	PF01320	Colicin_Pyocin	IPR035900|IPR000290		A6TI20
A6TI57	272620	KPN_pKPN3p05899	ATPase with chaperone activity, ATP-binding subunit	GO:0005737:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0034605:IEA	PF00004|PF07724|PF17871|PF02861|PF10431	AAA|AAA_2|AAA_lid_9|Clp_N|ClpB_D2-small	IPR003593|IPR003959|IPR019489|IPR036628|IPR004176|IPR001270|IPR028299|IPR041546|IPR050130|IPR027417		A6TI57
A6TI83	272620	KPN_pKPN3p05925	Sigma-70 family RNA polymerase sigma factor	GO:0003677:IEA|GO:0016987:IEA|GO:0006352:IEA	PF04542|PF08281	Sigma70_r2|Sigma70_r4_2	IPR039425|IPR014284|IPR007627|IPR013249|IPR013325|IPR013324|IPR036388		A6TI83
A6TIE9	272620	KPN_pKPN3p05993	Uncharacterized protein						A6TIE9
A6TIN7	272620	KPN_pKPN4p07081	Uncharacterized protein						A6TIN7
A6TIR3	272620	KPN_pKPN4p07113	YdaB						A6TIR3
A6TIZ0	272620	sul	Dihydropteroate synthase	GO:0005829:IEA|GO:0004156:IEA|GO:0046872:IEA|GO:0046656:IEA|GO:0046654:IEA	PF00809	Pterin_bind	IPR045031|IPR006390|IPR011005|IPR000489|IPR058145	2.5.1.15	A6TIZ0
A6TJ75	272620	excl1	Excl1 protein		PF12728	HTH_17	IPR041657		A6TJ75
A6T4H3	272620	citC2	[Citrate [pro-3S]-lyase] ligase	GO:0008771:IEA|GO:0016747:IEA|GO:0005524:IEA|GO:0016829:IEA	PF00583|PF08218	Acetyltransf_1|Citrate_ly_lig	IPR016181|IPR005216|IPR013166|IPR004821|IPR000182|IPR014729	6.2.1.22	A6T4H3
A6T4I4	272620	folA	Dihydrofolate reductase	GO:0005829:IEA|GO:0004146:IEA|GO:0070401:IEA|GO:0046452:IEA|GO:0046655:IEA|GO:0006730:IEA|GO:0046654:IEA	PF00186	DHFR_1	IPR012259|IPR024072|IPR017925|IPR001796	1.5.1.3	A6T4I4
A6T4T9	272620	pulN	Type II secretion system protein N	GO:0005886:IEA|GO:0015627:IEA|GO:0015628:IEA	PF01203	T2SSN	IPR022792		A6T4T9
A6T4Z9	272620	rcsF	Outer membrane lipoprotein RcsF	GO:0031241:IEA|GO:0035556:IEA	PF16358	RcsF	IPR030852		A6T4Z9
A6T532	272620	gpt	Xanthine-guanine phosphoribosyltransferase	GO:0005829:IEA|GO:0005886:IEA|GO:0052657:IEA|GO:0004422:IEA|GO:0000287:IEA|GO:0000310:IEA|GO:0032263:IEA|GO:0032264:IEA|GO:0006166:IEA|GO:0032265:IEA	PF00156	Pribosyltran	IPR029057|IPR000836|IPR023747	2.4.2.-|2.4.2.22	A6T532
A6T553	272620	KPN_00271	YqeJ C-terminal domain-containing protein		PF27292	YqeJ_C	IPR059551		A6T553
A6T583	272620	livG	ATP-binding component of high-affinity branched-chain amino acid transport system	GO:0005886:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0015188:IEA|GO:0015192:IEA|GO:0005304:IEA|GO:0042941:IEA|GO:0015808:IEA|GO:1903806:IEA|GO:1903805:IEA	PF00005	ABC_tran	IPR003593|IPR051120|IPR003439|IPR017871|IPR027417		A6T583
A6T5B5	272620	aroM	Protein of aro operon, regulated by aroR		PF07302	AroM	IPR010843		A6T5B5
A6T5E2	272620	KPN_00361	VOC domain-containing protein		PF00903	Glyoxalase	IPR052164|IPR029068|IPR004360|IPR037523		A6T5E2
A6T5I5	272620	ybaV	Uncharacterized protein YbaV	GO:0015627:IEA|GO:0003677:IEA|GO:0006281:IEA|GO:0015628:IEA	PF12836	HHH_3	IPR004509|IPR051675|IPR060575|IPR003583|IPR010994		A6T5I5
A6T5J3	272620	mdlB	Multidrug resistance-like ATP-binding protein MdlB	GO:0005886:IEA|GO:0015421:IEA|GO:0008559:IEA|GO:0005524:IEA|GO:0016887:IEA	PF00664|PF00005	ABC_membrane|ABC_tran	IPR003593|IPR011527|IPR036640|IPR003439|IPR017871|IPR027417|IPR039421	7.6.2.2	A6T5J3
A6T5S5	272620	lpxL	Lipid A biosynthesis acyltransferase	GO:0005886:IEA|GO:0008913:IEA|GO:0036104:IEA|GO:0009245:IEA|GO:0009103:IEA	PF03279	Lip_A_acyltrans	IPR004960|IPR011920	2.3.1.241	A6T5S5
A6T5Y4	272620	KPN_00555	Regulatory protein	GO:0003677:IEA|GO:0003700:IEA	PF00440	TetR_N	IPR023772|IPR009057|IPR050109|IPR001647		A6T5Y4
A6T613	272620	betA	Oxygen-dependent choline dehydrogenase	GO:0016020:IEA|GO:0008802:IEA|GO:0008812:IEA|GO:0050660:IEA|GO:0019285:IEA	PF05199|PF00732	GMC_oxred_C|GMC_oxred_N	IPR011533|IPR036188|IPR012132|IPR000172|IPR007867	1.1.99.1|1.2.1.8	A6T613
A6T684	272620	pagP	Lipid A acyltransferase PagP	GO:0009279:IEA|GO:0016409:IEA|GO:0009245:IEA	PF07017	PagP	IPR009746|IPR011250	2.3.1.251	A6T684
A6T6B4	272620	ybeZ	PhoH-like protein	GO:0005829:IEA|GO:0005524:IEA	PF02562	PhoH	IPR027417|IPR003714|IPR051451		A6T6B4
A6T6D0	272620	ybfE	LexA regulated	GO:0006355:IEA	PF10723	RepB-RCR_reg	IPR019661|IPR010985		A6T6D0
A6T6F7	272620	sucD	Succinate--CoA ligase [ADP-forming] subunit alpha	GO:0009361:IEA|GO:0000166:IEA|GO:0004775:IEA|GO:0004776:IEA|GO:0006099:IEA	PF02629|PF00549	CoA_binding|Ligase_CoA	IPR017440|IPR033847|IPR003781|IPR005810|IPR036291|IPR005811|IPR016102	6.2.1.5	A6T6F7
A6T6K7	272620	hutI	Imidazolonepropionase	GO:0005737:IEA|GO:0050480:IEA|GO:0005506:IEA|GO:0008270:IEA|GO:0019556:IEA|GO:0019557:IEA	PF01979	Amidohydro_1	IPR006680|IPR005920|IPR011059|IPR032466	3.5.2.7	A6T6K7
A6T6N4	272620	ybhQ	Inner membrane protein		PF11076	YbhQ	IPR021303		A6T6N4
A6T6S3	272620	ybiY	Pyruvate formate lyase activating enzyme	GO:0051539:IEA|GO:0016829:IEA|GO:0046872:IEA|GO:0016491:IEA	PF04055	Radical_SAM	IPR013785|IPR040074|IPR034457|IPR012839|IPR001989|IPR007197|IPR058240		A6T6S3
A6T6W1	272620	artI	Arginine 3rd transport system periplasmic binding protein	GO:0016020:IEA|GO:0030288:IEA|GO:0015276:IEA|GO:0006865:IEA	PF00497	SBP_bac_3	IPR054852|IPR001320|IPR005768|IPR018313|IPR001638		A6T6W1
A6T775	272620	KPN_01011	Carnitine monooxygenase reductase subunit	GO:0051537:IEA|GO:0046872:IEA|GO:0016709:IEA|GO:0009437:IEA	PF00111	Fer2	IPR036010|IPR001041|IPR006058|IPR012675|IPR039003|IPR017927|IPR039261|IPR050415|IPR017938	1.14.13.239	A6T775
A6T7E5	272620	rne	Ribonuclease E	GO:0005737:IEA|GO:0009898:IEA|GO:0000287:IEA|GO:0008995:IEA|GO:0019843:IEA|GO:0000049:IEA|GO:0008270:IEA|GO:0006402:IEA|GO:0006364:IEA|GO:0008033:IEA	PF12111|PF10150|PF20833|PF00575	PNPase_C|RNase_E_G|RNase_E_G_Thio|S1	IPR012340|IPR021968|IPR019307|IPR028878|IPR004659|IPR048583|IPR003029	3.1.26.12	A6T7E5
A6T7F9	272620	holB	DNA polymerase III subunit delta'	GO:0009360:IEA|GO:0008408:IEA|GO:0003677:IEA|GO:0003887:IEA|GO:0006261:IEA	PF13177|PF09115|PF21500	DNA_pol3_delta2|DNApol3-delta_C|HolB_lid	IPR008921|IPR004622|IPR015199|IPR050238|IPR048731|IPR027417	2.7.7.7	A6T7F9
A6T7N6	272620	yeaO	DUF488 domain-containing protein		PF22752	DUF488-N3i	IPR052552		A6T7N6
A6T879	272620	KPN_01368	Aromatic amino acid transport protein AroP	GO:0005886:IEA|GO:0006865:IEA|GO:0055085:IEA	PF00324	AA_permease	IPR004841|IPR004840		A6T879
A6T892	272620	KPN_01381	Uncharacterized protein						A6T892
A6T894	272620	KPN_01383	Enterobacterial exodeoxyribonuclease VIII	GO:0051908:IEA	PF12684|PF06630	DUF3799|Exonuc_VIII	IPR010584|IPR011604|IPR024432		A6T894
A6T8H4	272620	KPN_01463	Endoribonuclease	GO:0005829:IEA|GO:0019239:IEA	PF01042	Ribonuc_L-PSP	IPR035959|IPR006175		A6T8H4
A6T927	272620	hipB	Persistence to inhibition of murein or DNA biosynthesis regulatory protein	GO:0003677:IEA	PF01381	HTH_3	IPR001387|IPR010982		A6T927
A6T951	272620	KPN_01691	Gluconolactonase	GO:0005509:IEA|GO:0004341:IEA|GO:0019853:IEA	PF08450	SGL	IPR011042|IPR013658|IPR005511		A6T951
A6T9C3	272620	KPN_01763	ATP-binding component of histidine transport	GO:0005886:IEA|GO:0015424:IEA|GO:0005524:IEA|GO:0016887:IEA	PF00005	ABC_tran	IPR003593|IPR030679|IPR003439|IPR017871|IPR050086|IPR027417		A6T9C3
A6T9D6	272620	KPN_01776	Multidrug resistance probably membrane translocase	GO:0005886:IEA|GO:0022857:IEA	PF07690	MFS_1	IPR004638|IPR011701|IPR020846|IPR036259		A6T9D6
A6T9F2	272620	KPN_01792	DUF2931 family protein		PF11153	DUF2931	IPR021326		A6T9F2
A6T9T1	272620	ydcX	GhoT/OrtT family toxin	GO:0005886:IEA	PF10753	Toxin_GhoT_OrtT	IPR019689		A6T9T1
A6T9U7	272620	KPN_01937	Transcriptional regulator (AraC family)	GO:0003700:IEA|GO:0043565:IEA|GO:0006351:IEA	PF12833	HTH_18	IPR050204|IPR009057|IPR018060		A6T9U7
A6TA07	272620	ydhB	Transcriptional regulator (LysR familiy)	GO:0003700:IEA|GO:0000976:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR000847|IPR005119|IPR036388|IPR036390		A6TA07
A6TA74	272620	KPN_02067	histidine kinase	GO:0005886:IEA|GO:0005524:IEA|GO:0000156:IEA|GO:0000155:IEA|GO:0030295:IEA|GO:0007234:IEA	PF00672|PF02518|PF00512	HAMP|HATPase_c|HisKA	IPR050351|IPR003660|IPR036890|IPR003594|IPR005467|IPR003661|IPR036097|IPR004358	2.7.13.3	A6TA74
A6TAA7	272620	KPN_02100	Transcriptional regulator	GO:0097367:IEA|GO:0003677:IEA|GO:0003700:IEA|GO:1901135:IEA	PF01418|PF01380	HTH_6|SIS	IPR009057|IPR000281|IPR047640|IPR001347|IPR046348|IPR036388		A6TAA7
A6TAD2	272620	KPN_02125	ABC transporter permease protein	GO:0005886:IEA|GO:0022857:IEA|GO:0033214:IEA	PF01032	FecCD	IPR037294|IPR000522		A6TAD2
A6TAD5	272620	KPN_02128	Shikimate 5-dehydrogenase	GO:0005829:IEA|GO:0050661:IEA|GO:0004764:IEA|GO:0008652:IEA|GO:0009073:IEA|GO:0009423:IEA|GO:0019632:IEA	PF08501	Shikimate_dh_N	IPR046346|IPR036291|IPR013708|IPR022893		A6TAD5
A6TAG6	272620	ydiK	Transport protein	GO:0005886:IEA	PF01594	AI-2E_transport	IPR002549		A6TAG6
A6TAL8	272620	narH	nitrate reductase (quinone)	GO:0009325:IEA|GO:0005886:IEA|GO:0051538:IEA|GO:0051539:IEA|GO:0009055:IEA|GO:0046872:IEA|GO:0160182:IEA|GO:0019645:IEA|GO:0042128:IEA	PF13247|PF14711	Fer4_11|Nitr_red_bet_C	IPR017896|IPR029263|IPR038262|IPR006547	1.7.5.1	A6TAL8
A6TAX7	272620	fadD	Long-chain-fatty-acid--CoA ligase	GO:0016020:IEA|GO:0005524:IEA|GO:0004467:IEA	PF00501|PF13193	AMP-binding|AMP-binding_C	IPR025110|IPR045851|IPR020845|IPR000873|IPR042099|IPR050237	6.2.1.3	A6TAX7
A6TB48	272620	otsB	Trehalose 6-phosphate phosphatase	GO:0000287:IEA|GO:0004805:IEA|GO:0005992:IEA	PF02358	Trehalose_PPase	IPR036412|IPR006379|IPR023214|IPR044651|IPR003337	3.1.3.12	A6TB48
A6TB57	272620	ftn	Ferritin	GO:0005829:IEA|GO:0008199:IEA|GO:0008198:IEA|GO:0004322:IEA|GO:0042802:IEA|GO:0006879:IEA|GO:0006826:IEA	PF00210	Ferritin	IPR001519|IPR012347|IPR009040|IPR009078|IPR008331|IPR041719	1.16.3.2	A6TB57
A6TB63	272620	uvrC	UvrABC system protein C	GO:0005737:IEA|GO:0009380:IEA|GO:0003677:IEA|GO:0009381:IEA|GO:0006289:IEA|GO:0009432:IEA	PF01541|PF14520|PF02151|PF27096|PF22920|PF08459	GIY-YIG|HHH_5|UVR|UvrC_M|UvrC_RNaseH|UvrC_RNaseH_dom	IPR000305|IPR035901|IPR047296|IPR060101|IPR003583|IPR010994|IPR001943|IPR036876|IPR050066|IPR004791|IPR001162|IPR038476		A6TB63
A6TB97	272620	KPN_02450	diguanylate cyclase	GO:0052621:IEA	PF01590|PF00990	GAF|GGDEF	IPR003018|IPR029016|IPR000160|IPR029787|IPR043128	2.7.7.65	A6TB97
A6TBM3	272620	yohG	Channel/filament proteins	GO:0009279:IEA|GO:0015562:IEA	PF02321	OEP	IPR010131|IPR003423		A6TBM3
A6TBP0	272620	cirA	Outer membrane pore protein, receptor for colicin I, requires TonB	GO:0009279:IEA|GO:0015344:IEA|GO:0044718:IEA	PF07715|PF00593	Plug|TonB_dep_Rec_b-barrel	IPR000531|IPR036942|IPR012910|IPR037066|IPR039426|IPR010917		A6TBP0
A6TBR3	272620	rsuA	Pseudouridine synthase	GO:0005829:IEA|GO:0160136:IEA|GO:0003723:IEA|GO:0000455:IEA	PF00849|PF01479	PseudoU_synth_2|S4	IPR042092|IPR020103|IPR006145|IPR000748|IPR018496|IPR050343|IPR002942|IPR036986|IPR020094	5.4.99.-	A6TBR3
A6TBS8	272620	yojI	ATP-binding component of a transport system	GO:0005886:IEA|GO:0140359:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0034040:IEA|GO:1904680:IEA|GO:0015833:IEA	PF00005	ABC_tran	IPR003593|IPR011527|IPR036640|IPR003439|IPR017871|IPR005898|IPR027417|IPR039421		A6TBS8
