accession	taxon_id	gene_name	description	go_ids	pfam_ids	pfam_names	interpro_ids	ec_numbers	alphafold_id
B2ULU3	349741		Oligopeptide transport system permease protein OppC	GO:0005886:IEA|GO:0015833:IEA|GO:0015031:IEA|GO:0055085:IEA	PF00528|PF12911	BPD_transp_1|OppC_N	IPR050366|IPR000515|IPR035906|IPR025966		B2ULU3
B2ULV4	349741		Peptidoglycan endopeptidase				IPR038765		B2ULV4
B2ULX7	349741		peptidoglycan glycosyltransferase	GO:0030288:IEA|GO:0004180:IEA|GO:0008658:IEA|GO:0008955:IEA|GO:0009252:IEA|GO:0006508:IEA	PF00912|PF00905	Transgly|Transpeptidase	IPR012338|IPR001264|IPR050396|IPR023346|IPR036950|IPR001460	2.4.99.28	B2ULX7
B2ULZ2	349741		Polysaccharide deacetylase	GO:0016810:IEA|GO:0005975:IEA	PF01522	Polysacc_deac_1	IPR011330|IPR002509|IPR051398		B2ULZ2
B2UM22	349741	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	GO:0051539:IEA|GO:0051745:IEA|GO:0046872:IEA|GO:0050992:IEA|GO:0019288:IEA|GO:0016114:IEA	PF02401	LYTB	IPR003451	1.17.7.4	B2UM22
B2UM33	349741	speA	Biosynthetic arginine decarboxylase	GO:0008792:IEA|GO:0046872:IEA|GO:0006527:IEA|GO:0033388:IEA|GO:0008295:IEA	PF17810|PF17944|PF02784	Arg_decarb_HB|Arg_decarbox_C|Orn_Arg_deC_N	IPR009006|IPR040634|IPR041128|IPR002985|IPR022644|IPR022653|IPR000183|IPR029066	4.1.1.19	B2UM33
B2UM44	349741		Uncharacterized protein						B2UM44
B2UM57	349741	cobQ	Cobyric acid synthase	GO:0015420:IEA|GO:0003824:IEA|GO:0030170:IEA|GO:0009236:IEA	PF00155|PF01656|PF07685	Aminotran_1_2|CbiA|GATase_3	IPR004839|IPR029062|IPR002586|IPR033949|IPR047045|IPR004459|IPR011698|IPR027417|IPR015424|IPR015421|IPR015422		B2UM57
B2UM60	349741		Beta-galactosidase	GO:0004565:IEA|GO:0005975:IEA	PF21317|PF21467|PF00754|PF01301	BetaGal_ABD_1|BetaGal_gal-bd|F5_F8_type_C|Glyco_hydro_35	IPR048912|IPR048913|IPR000421|IPR008979|IPR017853|IPR031330|IPR019801|IPR001944	3.2.1.23	B2UM60
B2UM87	349741		Rhodanese domain-containing protein		PF00581	Rhodanese	IPR001763|IPR036873		B2UM87
B2UM92	349741		Uncharacterized protein						B2UM92
B2UMC1	349741		Alginate export domain-containing protein				IPR023614		B2UMC1
B2UME3	349741		N-acetyltransferase domain-containing protein	GO:0016747:IEA	PF00583	Acetyltransf_1	IPR016181|IPR000182		B2UME3
B2UMF7	349741	ybeY	Endoribonuclease YbeY	GO:0005737:IEA|GO:0004222:IEA|GO:0004521:IEA|GO:0008270:IEA|GO:0006364:IEA	PF02130	YbeY	IPR023091|IPR002036	3.1.-	B2UMF7
B2UMF8	349741		Metal dependent phosphohydrolase	GO:0016787:IEA	PF07698|PF01966	7TM-7TMR_HD|HD	IPR003607|IPR006674|IPR006675|IPR011621|IPR052722		B2UMF8
B2UMH5	349741	sucC	Succinate--CoA ligase [ADP-forming] subunit beta	GO:0042709:IEA|GO:0005524:IEA|GO:0000287:IEA|GO:0004775:IEA|GO:0004776:IEA|GO:0006104:IEA|GO:0006099:IEA	PF08442|PF00549	ATP-grasp_2|Ligase_CoA	IPR011761|IPR013650|IPR013815|IPR017866|IPR005811|IPR005809|IPR016102	6.2.1.5	B2UMH5
B2UMI2	349741		AMP-dependent synthetase and ligase	GO:0016878:IEA	PF00501	AMP-binding	IPR045851|IPR020845|IPR000873|IPR042099|IPR050237		B2UMI2
B2UML7	349741		Sulfatase	GO:0004065:IEA|GO:0046872:IEA	PF00884	Sulfatase	IPR017850|IPR050738|IPR000917		B2UML7
B2UMM6	349741		YqgE/AlgH family protein	GO:0005829:IEA	PF02622	DUF179	IPR003774		B2UMM6
B2UMR7	349741		Histone family protein DNA-binding protein	GO:0005829:IEA|GO:0003677:IEA|GO:0030527:IEA	PF00216	Bac_DNA_binding	IPR000119|IPR010992		B2UMR7
B2UMS3	349741		MotA/TolQ/ExbB proton channel	GO:0005886:IEA|GO:0017038:IEA	PF01618	MotA_ExbB	IPR050790|IPR002898		B2UMS3
B2UN02	349741		beta-N-acetylhexosaminidase	GO:0016020:IEA|GO:0004563:IEA|GO:0005975:IEA|GO:0030203:IEA	PF00728|PF02838	Glyco_hydro_20|Glyco_hydro_20b	IPR025705|IPR017853|IPR015883|IPR029018|IPR015882	3.2.1.52	B2UN02
B2UN75	349741		Polysulphide reductase NrfD	GO:0005886:IEA	PF03916	NrfD	IPR005614		B2UN75
B2UN78	349741		Uncharacterized protein						B2UN78
B2UN88	349741	queC	7-cyano-7-deazaguanine synthase	GO:0005524:IEA|GO:0016879:IEA|GO:0008270:IEA|GO:0008616:IEA	PF06508	QueC	IPR018317|IPR014729	6.3.4.20	B2UN88
B2UNA7	349741		HlyC/CorC family transporter	GO:0005886:IEA|GO:0050660:IEA	PF00571|PF01595|PF03471	CBS|CNNM|CorC_HlyC	IPR000644|IPR046342|IPR002550|IPR036318|IPR016169|IPR044751|IPR005170|IPR051676		B2UNA7
B2UNB4	349741		Uncharacterized protein						
B2UND2	349741	lpxD	UDP-3-O-acylglucosamine N-acyltransferase	GO:0016020:IEA|GO:0016410:IEA|GO:0103118:IEA|GO:0009245:IEA	PF00132|PF04613	Hexapep|LpxD	IPR001451|IPR018357|IPR007691|IPR011004|IPR020573	2.3.1.191	B2UND2
B2UNF5	349741		Nickel-cobalt-cadmium resistance protein	GO:0012505:IEA|GO:0016740:IEA	PF04191	PEMT	IPR007318		B2UNF5
B2UNG2	349741		HAD-superfamily subfamily IB hydrolase, TIGR01490	GO:0016787:IEA|GO:0046872:IEA	PF12710	HAD	IPR050582|IPR036412|IPR006385|IPR023214		B2UNG2
B2UNJ6	349741		CvpA family protein						B2UNJ6
B2UNJ7	349741		Flavodoxin/nitric oxide synthase	GO:0005829:IEA|GO:0050660:IEA|GO:0010181:IEA|GO:0016491:IEA	PF00258	Flavodoxin_1	IPR001094|IPR008254|IPR029039		B2UNJ7
B2UNS6	349741		Uncharacterized protein						B2UNS6
B2UNW1	349741	bioA	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	GO:0005737:IEA|GO:0004015:IEA|GO:0030170:IEA|GO:0009102:IEA	PF00202	Aminotran_3	IPR005814|IPR049704|IPR005815|IPR015424|IPR015421|IPR015422	2.6.1.62	B2UNW1
B2UNX5	349741	atpG	ATP synthase gamma chain	GO:0005886:IEA|GO:0045259:IEA|GO:0005524:IEA|GO:0046933:IEA|GO:0042777:IEA	PF00231	ATP-synt	IPR035968|IPR000131		B2UNX5
B2UNX6	349741	atpA	ATP synthase subunit alpha	GO:0005886:IEA|GO:0045259:IEA|GO:0043531:IEA|GO:0005524:IEA|GO:0016787:IEA|GO:0046933:IEA	PF00006|PF00306|PF02874	ATP-synt_ab|ATP-synt_ab_C|ATP-synt_ab_N	IPR023366|IPR000793|IPR038376|IPR033732|IPR005294|IPR020003|IPR004100|IPR036121|IPR000194|IPR027417	7.1.2.2	B2UNX6
B2UNY0	349741	atpB	ATP synthase subunit a	GO:0005886:IEA|GO:0045259:IEA|GO:0046933:IEA|GO:0042777:IEA	PF00119	ATP-synt_A	IPR045082|IPR000568|IPR035908		B2UNY0
B2UPH3	349741		Uracil-DNA glycosylase superfamily		PF03167	UDG	IPR026353|IPR005122|IPR036895		B2UPH3
B2UPI4	349741		Regulatory protein GntR HTH	GO:0003700:IEA|GO:0000976:IEA|GO:0006351:IEA	PF00392|PF13377	GntR|Peripla_BP_3	IPR046335|IPR028082|IPR000524|IPR036388|IPR036390		B2UPI4
B2UPK9	349741	mraZ	Transcriptional regulator MraZ	GO:0005737:IEA|GO:0009295:IEA|GO:0003700:IEA|GO:0000976:IEA|GO:0006351:IEA|GO:2000143:IEA			IPR003444|IPR035644|IPR035642|IPR038619|IPR007159|IPR037914		B2UPK9
B2UPL4	349741	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	GO:0005737:IEA|GO:0005524:IEA|GO:0047480:IEA|GO:0008766:IEA|GO:0051301:IEA|GO:0071555:IEA|GO:0009252:IEA|GO:0008360:IEA	PF02875|PF08245	Mur_ligase_C|Mur_ligase_M	IPR036565|IPR004101|IPR036615|IPR013221|IPR051046|IPR035911|IPR005863	6.3.2.10	B2UPL4
B2UPP6	349741	serS	Serine--tRNA ligase	GO:0005737:IEA|GO:0005524:IEA|GO:0004828:IEA|GO:0016260:IEA|GO:0006434:IEA	PF02403|PF00587	Seryl_tRNA_N|tRNA-synt_2b	IPR002314|IPR006195|IPR045864|IPR002317|IPR015866|IPR042103|IPR033729|IPR010978	6.1.1.11	B2UPP6
B2UPR1	349741		Cytochrome B561	GO:0005886:IEA|GO:0009055:IEA|GO:0020037:IEA|GO:0005506:IEA|GO:0000166:IEA|GO:0022904:IEA	PF01292	Ni_hydr_CYTB	IPR023299|IPR011577|IPR016174|IPR051542|IPR000516		B2UPR1
B2UPR5	349741		DUF4870 domain-containing protein	GO:0016020:IEA	PF09685	MamF_MmsF	IPR019109		B2UPR5
B2UPS8	349741		Beta-N-acetylhexosaminidase	GO:0016020:IEA|GO:0004563:IEA|GO:0005975:IEA|GO:0030203:IEA	PF00728	Glyco_hydro_20	IPR025705|IPR017853|IPR015883|IPR029018	3.2.1.52	B2UPS8
B2UPU4	349741		PEP-CTERM protein-sorting domain-containing protein		PF07589	PEP-CTERM	IPR013424		B2UPU4
B2UPW4	349741		Polypeptide-transport-associated domain protein FtsQ-type	GO:0016020:IEA|GO:0051301:IEA	PF08478	POTRA_1	IPR034746|IPR013685		B2UPW4
B2UPY3	349741		UDP-N-acetylmuramate	GO:0016881:IEA|GO:0005524:IEA|GO:0051301:IEA|GO:0071555:IEA|GO:0009252:IEA|GO:0008360:IEA	PF01225|PF02875|PF08245	Mur_ligase|Mur_ligase_C|Mur_ligase_M	IPR005757|IPR036565|IPR004101|IPR036615|IPR013221|IPR000713|IPR050061		B2UPY3
B2UPY8	349741		UvrABC system protein A	GO:0005737:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0003677:IEA|GO:0004518:IEA|GO:0008270:IEA|GO:0006281:IEA	PF17755	UvrA_DNA-bind	IPR003439|IPR017871|IPR027417|IPR041552		B2UPY8
B2UQ27	349741		Methylated-DNA--protein-cysteine methyltransferase	GO:0005737:IEA|GO:0003908:IEA|GO:0006307:IEA|GO:0032259:IEA	PF01035|PF02870	DNA_binding_1|Methyltransf_1N	IPR001497|IPR014048|IPR036217|IPR008332|IPR023546|IPR036631|IPR036388	2.1.1.63	B2UQ27
B2UQ44	349741		Uncharacterized protein						B2UQ44
B2UQ67	349741		BFN domain-containing protein	GO:0004518:IEA	PF02577	BFN_dom	IPR036104|IPR003729		B2UQ67
B2UQ69	349741		Transglutaminase-like domain-containing protein						B2UQ69
B2UQA1	349741		Coagulation factor 5/8 type domain protein		PF00754|PF13320|PF22680	F5_F8_type_C|GH123_cat|Glyco_hydro_123_N_2	IPR000421|IPR008979|IPR025150|IPR053850		B2UQA1
B2UQB1	349741		Riboflavin biosynthesis protein RibD	GO:0008703:IEA|GO:0008835:IEA|GO:0008270:IEA|GO:0009231:IEA	PF00383|PF01872	dCMP_cyt_deam_1|RibD_C	IPR016192|IPR002125|IPR016193|IPR024072|IPR004794|IPR002734|IPR050765	3.5.4.26|1.1.1.193	B2UQB1
B2UQB6	349741		Adenosylhomocysteinase				IPR042172|IPR015878|IPR036291		B2UQB6
B2UQD2	349741		Transcriptional regulator, MarR family with acetyltransferase activity	GO:0003700:IEA|GO:0008080:IEA	PF00583|PF12802	Acetyltransf_1|MarR_2	IPR016181|IPR000182|IPR000835|IPR050769|IPR036388|IPR036390		B2UQD2
B2UQD6	349741	nrdR	Transcriptional repressor NrdR	GO:0005524:IEA|GO:0003677:IEA|GO:0008270:IEA|GO:0006351:IEA|GO:0045892:IEA	PF03477|PF22811	ATP-cone|Zn_ribbon_NrdR	IPR005144|IPR055173|IPR003796		B2UQD6
B2UQE3	349741	nfo	Probable endonuclease 4	GO:0008833:IEA|GO:0003677:IEA|GO:0003906:IEA|GO:0008081:IEA|GO:0008270:IEA|GO:0006284:IEA	PF01261	AP_endonuc_2	IPR001719|IPR018246|IPR036237|IPR013022	3.1.21.2	B2UQE3
B2UQH7	349741		Glycosyl transferase, WecB/TagA/CpsF family	GO:0016758:IEA	PF03808	Glyco_tran_WecG	IPR004629		B2UQH7
B2UQL7	349741		Glycosyl hydrolase family 109 protein 2	GO:0016798:IEA|GO:0000166:IEA	PF01408|PF21252	GFO_IDH_MocA|Glyco_hydro_109_C	IPR000683|IPR050463|IPR049303|IPR036291|IPR006311|IPR019546	3.2.1.-	B2UQL7
B2UQM2	349741	rplX	Large ribosomal subunit protein uL24	GO:1990904:IEA|GO:0005840:IEA|GO:0019843:IEA|GO:0003735:IEA|GO:0006412:IEA	PF00467|PF17136	KOW|ribosomal_L24	IPR005824|IPR014722|IPR003256|IPR057264|IPR041988|IPR008991		B2UQM2
B2UQP6	349741		Peptidyl-prolyl cis-trans isomerase	GO:0003755:IEA	PF00160	Pro_isomerase	IPR029000|IPR002130|IPR044666	5.2.1.8	B2UQP6
B2UQU6	349741		Aldo/keto reductase	GO:0005737:IEA|GO:0016491:IEA	PF00248	Aldo_ket_red	IPR050791|IPR036812|IPR023210		B2UQU6
B2UQV2	349741		DUF2589 domain-containing protein		PF11655	DUF2589	IPR024510		B2UQV2
B2UQW1	349741		PA14 domain-containing protein						B2UQW1
B2UQY3	349741	rplL	Large ribosomal subunit protein bL12	GO:0005737:IEA|GO:1990904:IEA|GO:0005840:IEA|GO:0003729:IEA|GO:0003735:IEA|GO:0006412:IEA	PF00542|PF16320	Ribosomal_L12|Ribosomal_L12_N	IPR000206|IPR013823|IPR014719|IPR008932|IPR036235		B2UQY3
B2UR05	349741		Major facilitator superfamily MFS_1	GO:0005886:IEA|GO:0022857:IEA	PF07690	MFS_1	IPR011701|IPR020846|IPR036259|IPR050171		B2UR05
B2UR40	349741		Uncharacterized protein				IPR049974		B2UR40
B2UR41	349741		Uncharacterized protein		PF28028	Amuc_1100	IPR048049		B2UR41
B2UR69	349741		Uncharacterized protein						B2UR69
B2UR78	349741		Uncharacterized protein						B2UR78
B2UR94	349741		Osmosensitive K channel His kinase sensor	GO:0005737:IEA|GO:0005886:IEA|GO:0000155:IEA	PF02702	KdpD	IPR052023|IPR027417|IPR003852		B2UR94
B2UR96	349741		Flagellar assembly protein H						B2UR96
B2URA3	349741		DUF4175 domain-containing protein						B2URA3
B2URC9	349741	rpmB	Large ribosomal subunit protein bL28	GO:1990904:IEA|GO:0005840:IEA|GO:0003735:IEA|GO:0006412:IEA	PF00830	Ribosomal_L28	IPR026569|IPR034704|IPR001383|IPR037147		B2URC9
B2URG5	349741		inorganic diphosphatase	GO:0005737:IEA|GO:0004427:IEA|GO:0046872:IEA	PF00571|PF01368|PF02833|PF07085	CBS|DHH|DHHA2|DRTGG	IPR000644|IPR046342|IPR001667|IPR038763|IPR004097|IPR038222|IPR010766|IPR028979	3.6.1.1	B2URG5
B2URH2	349741	nnrD	ADP-dependent (S)-NAD(P)H-hydrate dehydratase	GO:0052855:IEA|GO:0005524:IEA|GO:0016301:IEA|GO:0046872:IEA|GO:0052856:IEA|GO:0110051:IEA|GO:0046496:IEA	PF01256|PF03853	Carb_kinase|YjeF_N	IPR000631|IPR030677|IPR029056|IPR004443|IPR036652	4.2.1.136	B2URH2
B2URH7	349741		Excinuclease ABC C subunit domain protein	GO:0009380:IEA|GO:0009381:IEA|GO:0006289:IEA|GO:0009432:IEA	PF01541|PF02151|PF27096|PF08459	GIY-YIG|UVR|UvrC_M|UvrC_RNaseH_dom	IPR000305|IPR035901|IPR047296|IPR010994|IPR001943|IPR036876|IPR050066|IPR001162|IPR038476		B2URH7
B2URI7	349741		Na+/H+ antiporter NhaC	GO:0005886:IEA|GO:0015297:IEA	PF03553	Na_H_antiporter	IPR018461|IPR052180		B2URI7
B2URL6	349741		Transglutaminase-like domain-containing protein						B2URL6
B2URN4	349741		Binding-protein-dependent transport systems inner membrane component	GO:0005886:IEA|GO:0055085:IEA	PF00528	BPD_transp_1	IPR000515|IPR035906		B2URN4
B2URP1	349741		Phosphate uptake regulator, PhoU	GO:0030643:IEA|GO:0045936:IEA	PF01895	PhoU	IPR028366|IPR038078|IPR026022		B2URP1
B2URQ4	349741		DUF1848 domain-containing protein		PF08902	DUF1848	IPR014998		B2URQ4
B2UKM2	349741		Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen	GO:0005829:IEA|GO:0008379:IEA|GO:0045454:IEA|GO:0033554:IEA|GO:0042744:IEA|GO:0006979:IEA	PF10417|PF00578	1-cysPrx_C|AhpC-TSA	IPR000866|IPR050217|IPR024706|IPR019479|IPR036249|IPR013766		B2UKM2
B2UKP0	349741		Uncharacterized protein						B2UKP0
B2UKR0	349741		Uncharacterized protein						B2UKR0
B2UKS5	349741		Uncharacterized protein						B2UKS5
B2UKV1	349741		Hydrogenase assembly chaperone hypC/hupF	GO:1902670:IEA|GO:0005506:IEA|GO:0051604:IEA	PF01455	HupF_HypC	IPR019812|IPR001109		B2UKV1
B2UKW7	349741		Glyceraldehyde-3-phosphate dehydrogenase	GO:0051287:IEA|GO:0050661:IEA|GO:0016620:IEA|GO:0006006:IEA	PF02800|PF00044	Gp_dh_C|Gp_dh_N	IPR020831|IPR020830|IPR020829|IPR020828|IPR006424|IPR036291	1.2.1.-	B2UKW7
B2UKZ7	349741	argJ	Arginine biosynthesis bifunctional protein ArgJ	GO:0005737:IEA|GO:0004042:IEA|GO:0004358:IEA|GO:0006526:IEA|GO:0006592:IEA	PF01960	ArgJ	IPR002813|IPR016117|IPR042195	2.3.1.35|2.3.1.1	B2UKZ7
B2UL02	349741		Polymer-forming cytoskeletal protein		PF04519	Bactofilin	IPR007607		B2UL02
B2UL30	349741	pfkA	ATP-dependent 6-phosphofructokinase	GO:0005945:IEA|GO:0003872:IEA|GO:0016208:IEA|GO:0005524:IEA|GO:0047334:IEA|GO:0070095:IEA|GO:0042802:IEA|GO:0046872:IEA|GO:0048029:IEA|GO:0061621:IEA|GO:0030388:IEA|GO:0006002:IEA	PF00365	PFK	IPR022953|IPR012003|IPR015912|IPR000023|IPR012829|IPR035966	2.7.1.11	B2UL30
B2UL45	349741		Uncharacterized protein						B2UL45
B2UL52	349741		AMP nucleosidase	GO:0005829:IEA|GO:0008714:IEA|GO:0009691:IEA	PF03641	Lysine_decarbox	IPR005269|IPR031100|IPR052341	3.2.2.4	B2UL52
B2UL64	349741		DUF4340 domain-containing protein		PF14238	DUF4340	IPR025641		B2UL64
B2UL96	349741	glsA	Glutaminase	GO:0004359:IEA|GO:0006537:IEA|GO:0006543:IEA	PF04960	Glutaminase	IPR012338|IPR015868	3.5.1.2	B2UL96
B2ULA2	349741	dapF	Diaminopimelate epimerase	GO:0005829:IEA|GO:0008837:IEA|GO:0009089:IEA	PF01678	DAP_epimerase	IPR018510|IPR001653	5.1.1.7	B2ULA2
B2ULA8	349741		Single-stranded-DNA-specific exonuclease RecJ	GO:0008409:IEA|GO:0003676:IEA|GO:0006310:IEA|GO:0006281:IEA	PF01368|PF02272|PF17768	DHH|DHHA1|RecJ_OB	IPR001667|IPR038763|IPR003156|IPR004610|IPR041122|IPR051673		B2ULA8
B2ULB8	349741		Restriction endonuclease	GO:0003677:IEA|GO:0000287:IEA|GO:0009036:IEA|GO:0009307:IEA	PF02963	EcoRI	IPR011335|IPR004221|IPR011336		B2ULB8
B2ULC7	349741		Universal stress protein	GO:0005737:IEA	PF00582	Usp	IPR014729|IPR006015|IPR006016		B2ULC7
B2ULH2	349741		OsmC family protein		PF02566	OsmC	IPR015946|IPR003718|IPR036102		B2ULH2
B2ULI4	349741		Uncharacterized protein						B2ULI4
B2ULP7	349741		Transcriptional regulator, TraR/DksA family	GO:0008270:IEA	PF01258	zf-dskA_traR	IPR037187|IPR000962|IPR020458		B2ULP7
B2ULQ8	349741		Transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	GO:0005886:IEA|GO:0015562:IEA|GO:0042910:IEA|GO:0009636:IEA	PF00873	ACR_tran	IPR027463|IPR001036|IPR004764		B2ULQ8
B2ULS3	349741		Uncharacterized protein						B2ULS3
B2ULX3	349741		Uncharacterized protein						B2ULX3
B2UM20	349741		Transglutaminase domain protein		PF01841	Transglut_core	IPR038765|IPR002931		B2UM20
B2UM99	349741		Sodium ion-translocating decarboxylase, beta subunit	GO:0005886:IEA|GO:0016829:IEA|GO:0006814:IEA	PF03977	OAD_beta	IPR005661	4.1.1.70	B2UM99
B2UMA2	349741		Uncharacterized protein						B2UMA2
B2UMC0	349741		Uncharacterized protein						B2UMC0
B2UMD1	349741		Arsenate reductase and related		PF03960	ArsC	IPR006660|IPR036249|IPR006504		B2UMD1
B2UMD6	349741		Pseudouridine synthase	GO:0003723:IEA|GO:0120159:IEA|GO:0000455:IEA	PF00849|PF01479	PseudoU_synth_2|S4	IPR042092|IPR020103|IPR006145|IPR000748|IPR018496|IPR050343|IPR002942|IPR036986|IPR020094	5.4.99.-	B2UMD6
B2UME8	349741		Xylose isomerase domain protein TIM barrel	GO:0016853:IEA	PF01261	AP_endonuc_2	IPR050312|IPR036237|IPR013022		B2UME8
B2UMF9	349741	plsX	Phosphate acyltransferase	GO:0005737:IEA|GO:0043811:IEA|GO:0006633:IEA|GO:0008654:IEA	PF02504	FA_synthesis	IPR003664|IPR012281	2.3.1.274	B2UMF9
B2UMH1	349741		Uncharacterized protein						B2UMH1
B2UML2	349741		LPS biosynthesis protein-like protein		PF04991	LicD	IPR007074|IPR052942		B2UML2
B2UMQ0	349741		Sulfatase-modifying factor enzyme-like domain-containing protein		PF03781	FGE-sulfatase	IPR016187|IPR011009|IPR005532|IPR042095		B2UMQ0
B2UMU5	349741	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	GO:0005829:IEA|GO:0030145:IEA|GO:0004619:IEA|GO:0006007:IEA|GO:0006096:IEA	PF06415|PF01676	iPGM_N|Metalloenzyme	IPR017850|IPR011258|IPR006124|IPR036646|IPR005995	5.4.2.12	B2UMU5
B2UMV7	349741		Uncharacterized protein						B2UMV7
B2UMW1	349741		Antitoxin SocA-like Panacea domain-containing protein						B2UMW1
B2UMX2	349741		Phospholipid/glycerol acyltransferase	GO:0003841:IEA|GO:0022857:IEA|GO:0006654:IEA	PF01553|PF07690	Acyltransferase|MFS_1	IPR011701|IPR036259|IPR002123		B2UMX2
B2UMZ7	349741		Uncharacterized protein	GO:0005576:IEA|GO:0016977:IEA|GO:0000272:IEA	PF07335	Glyco_hydro_75	IPR009939		B2UMZ7
B2UN12	349741		Antibiotic biosynthesis monooxygenase	GO:0004497:IEA	PF03992	ABM	IPR007138|IPR011008		B2UN12
B2UN27	349741		KH domain protein	GO:0003723:IEA	PF13083	KH_KhpA-B	IPR020627		B2UN27
B2UN51	349741		Deoxyguanosinetriphosphate triphosphohydrolase	GO:0008832:IEA|GO:0006203:IEA	PF01966|PF13286	HD|HD_assoc	IPR023293|IPR027432|IPR006261|IPR050135|IPR003607|IPR006674|IPR026875	3.1.5.1	B2UN51
B2UN68	349741		MotA/TolQ/ExbB proton channel	GO:0005886:IEA|GO:0017038:IEA	PF01618	MotA_ExbB	IPR050790|IPR002898		B2UN68
B2UN95	349741		Glycosyl transferase family 2						B2UN95
B2UNB5	349741		Uncharacterized protein						B2UNB5
B2UNC0	349741		Uncharacterized protein						B2UNC0
B2UNC4	349741		beta-N-acetylhexosaminidase	GO:0016020:IEA|GO:0004563:IEA|GO:0005975:IEA|GO:0030203:IEA	PF00728|PF02838	Glyco_hydro_20|Glyco_hydro_20b	IPR025705|IPR017853|IPR015883|IPR029018|IPR015882	3.2.1.52	B2UNC4
B2UND7	349741		Uncharacterized protein						B2UND7
B2UNE8	349741	ribBA	Riboflavin biosynthesis protein RibBA	GO:0005829:IEA|GO:0008686:IEA|GO:0005525:IEA|GO:0003935:IEA|GO:0000287:IEA|GO:0030145:IEA|GO:0008270:IEA|GO:0009231:IEA	PF00926|PF00925	DHBP_synthase|GTP_cyclohydro2	IPR017945|IPR000422|IPR032677|IPR000926|IPR036144|IPR016299	4.1.99.12|3.5.4.25	B2UNE8
B2UNN9	349741	pepT	Peptidase T	GO:0005829:IEA|GO:0008237:IEA|GO:0045148:IEA|GO:0008270:IEA|GO:0043171:IEA|GO:0006508:IEA	PF07687|PF01546	M20_dimer|Peptidase_M20	IPR001261|IPR036264|IPR002933|IPR011650|IPR010161	3.4.11.4	B2UNN9
B2UNU4	349741		Uncharacterized protein						B2UNU4
B2UP06	349741		Methylamine utilisation protein MauE domain-containing protein	GO:0016020:IEA|GO:0030416:IEA	PF07291	MauE	IPR009908		B2UP06
B2UP23	349741		HlyC/CorC family transporter	GO:0005886:IEA|GO:0050660:IEA	PF00571|PF01595|PF03471	CBS|CNNM|CorC_HlyC	IPR000644|IPR046342|IPR002550|IPR036318|IPR016169|IPR044751|IPR005170|IPR051676		B2UP23
B2UP48	349741	cas1	CRISPR-associated endonuclease Cas1	GO:0003677:IEA|GO:0004520:IEA|GO:0016787:IEA|GO:0046872:IEA|GO:0051607:IEA|GO:0043571:IEA	PF01867	Cas_Cas1	IPR050646|IPR002729|IPR042206|IPR019855	3.1.-	B2UP48
B2UP85	349741		Phosphoesterase				IPR015797		B2UP85
B2UP90	349741		Glutamate dehydrogenase	GO:0005829:IEA|GO:0004354:IEA|GO:0000166:IEA|GO:0006537:IEA	PF00208|PF02812	ELFV_dehydrog|ELFV_dehydrog_N	IPR046346|IPR006095|IPR006096|IPR006097|IPR033524|IPR014362|IPR050724|IPR036291|IPR033922		B2UP90
B2UPC3	349741		Prepilin-type N-terminal cleavage/methylation domain-containing protein		PF07963	N_methyl	IPR012902|IPR045584		B2UPC3
B2UPE2	349741		L,D-TPase catalytic domain-containing protein	GO:0004180:IEA|GO:0016740:IEA|GO:0071555:IEA|GO:0009252:IEA|GO:0008360:IEA	PF03734	YkuD	IPR005490|IPR038063		B2UPE2
B2UPE9	349741		Serine/threonine protein kinase	GO:0005524:IEA|GO:0004674:IEA	PF00069	Pkinase	IPR011009|IPR000719|IPR017441|IPR008271		B2UPE9
B2UPF7	349741		Flavin reductase like domain-containing protein	GO:0010181:IEA|GO:0016646:IEA	PF01613	Flavin_Reduct	IPR002563|IPR052174|IPR012349		B2UPF7
B2UPF8	349741	rnc	Ribonuclease 3	GO:0005737:IEA|GO:0003725:IEA|GO:0046872:IEA|GO:0004525:IEA|GO:0019843:IEA|GO:0006397:IEA|GO:0010468:IEA|GO:0006364:IEA|GO:0008033:IEA	PF00035|PF14622	dsrm|Ribonucleas_3_3	IPR014720|IPR011907|IPR000999|IPR036389	3.1.26.3	B2UPF8
B2UPK3	349741		Glycosyltransferase RgtA/B/C/D-like domain-containing protein		PF27757	Competence-induced_Ccs4			B2UPK3
B2UPL7	349741		O-antigen ligase family protein				IPR051533		B2UPL7
B2UPL8	349741		Alpha-1,2-fucosyltransferase	GO:0016020:IEA|GO:0008107:IEA|GO:0005975:IEA	PF01531	Glyco_transf_11	IPR002516		B2UPL8
B2UPM2	349741		Glycosyltransferase RgtA/B/C/D-like domain-containing protein						B2UPM2
