Gene ID,Gene Name or Symbol,Product Description
AN4986,N/A,"Has domain(s) with predicted L-ascorbic acid binding, iron ion binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen and oxidoreductase activity, more"
AN4987,N/A,Putative protein kinase A (PKA) regulatory subunit
AN4988,N/A,Ortholog(s) have intracellular localization
AN4989,N/A,"Ortholog of A. fumigatus Af293 : Afu3g09980, A. niger CBS 513.88 : An16g03710, Aspergillus sydowii : Aspsy1_0042878 and Aspergillus terreus NIH2624 : ATET_04521"
AN4990,N/A,"Ortholog(s) have ferrous iron transmembrane transporter activity, manganese ion transmembrane transporter activity"
AN4991,N/A,Inositol phosphoceramide synthase
AN4992,N/A,"Ortholog(s) have phospholipid:diacylglycerol acyltransferase activity, role in triglyceride biosynthetic process and endoplasmic reticulum localization"
AN4993,N/A,Putative GNAT-type acetyltransferase
AN4994,N/A,"Ortholog of A. fumigatus Af293 : Afu3g09935, A. niger CBS 513.88 : An16g03620, A. oryzae RIB40 : AO090003000512, Aspergillus glaucus : Aspgl1_0065702 and Neosartorya fischeri NRRL 181 : NFIA_067360"
AN4995,N/A,Has domain(s) with predicted integral component of membrane localization
AN4996,N/A,"Ortholog(s) have role in mitotic sister chromatid segregation and CENP-A containing chromatin, NMS complex, condensed nuclear chromosome kinetochore, cytosol, mitotic spindle pole body localization"
AN4997,N/A,"Ortholog(s) have phosphatidylcholine transporter activity, phosphatidylinositol transporter activity"
AN4998,N/A,Putative Ras GTPase-activating protein
AN4999,N/A,protein of unknown function
AN5000,N/A,"Ortholog(s) have 3-hydroxyacyl-CoA dehydratase activity, enoyl-CoA hydratase activity and role in fatty acid elongation, sphingolipid biosynthetic process, vacuolar transport"
AN5002,N/A,protein of unknown function
AN5003,N/A,Ortholog(s) have role in negative regulation by symbiont of host inflammatory response
AN5004,N/A,Transcript induced by light in in developmentally competent mycelia
AN5005,N/A,"Ortholog of A. fumigatus Af293 : Afu3g09840, A. niger CBS 513.88 : An16g03510, A. oryzae RIB40 : AO090005001262, Aspergillus wentii : Aspwe1_0036826 and Aspergillus sydowii : Aspsy1_0042841"
AN5007,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN5008,N/A,"Ortholog(s) have role in cellular copper ion homeostasis, mitochondrial respiratory chain complex IV assembly and mitochondrial intermembrane space, nucleus localization"
AN5009,N/A,"Has domain(s) with predicted nucleic acid binding, nucleotide binding activity"
AN5010,N/A,"Ortholog(s) have role in cellular response to biotic stimulus, cellular response to starvation and filamentous growth of a population of unicellular organisms in response to biotic stimulus, more"
AN5011,N/A,"Ortholog(s) have role in GPI anchor biosynthetic process, fungal-type cell wall organization and cellular bud neck, cellular bud tip, endoplasmic reticulum, integral component of plasma membrane localization"
AN5013,N/A,"Ortholog(s) have 3'-5'-exoribonuclease activity and role in U5 snRNA 3'-end processing, exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
AN5014,N/A,"Ortholog(s) have cytosol, nucleolus localization"
AN5015,N/A,"Conidiation-specific protein con-10, putative"
AN5016,N/A,Ortholog of Aspergillus sydowii : Aspsy1_0147753
AN5017,N/A,Has domain(s) with predicted oxidoreductase activity and role in metabolic process
AN5018,N/A,protein of unknown function
AN5019,N/A,"Has domain(s) with predicted 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity, zinc ion binding activity and role in methionine biosynthetic process"
AN5020,N/A,Putative ADP ribosylation factor (Arf) family protein
AN5021,N/A,"Ortholog(s) have role in conidium formation, regulation of growth rate"
AN5022,N/A,Dynactin p25 subunit
AN5023,N/A,protein of unknown function
AN5024,N/A,Has domain(s) with predicted role in transmembrane transport and membrane localization
AN5025,N/A,"Ortholog(s) have polyamine oxidase activity, role in pantothenate biosynthetic process, spermine catabolic process and cytoplasm localization"
AN5026,N/A,"Ortholog of A. fumigatus Af293 : Afu3g12140, A. niger CBS 513.88 : An02g08280, A. oryzae RIB40 : AO090003000774, Aspergillus wentii : Aspwe1_0169199 and Aspergillus sydowii : Aspsy1_0087531"
AN5027,N/A,"Ortholog of A. nidulans FGSC A4 : AN1725, A. fumigatus Af293 : Afu2g14400, Afu3g12130 and A. niger CBS 513.88 : An11g08400, An02g07940, An12g01310, An02g00780"
AN5028,N/A,Fatty acid oxygenase that plays a role in oxylipin biosynthesis
AN5029,N/A,"Has domain(s) with predicted substrate-specific transmembrane transporter activity, transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization"
AN5030,N/A,"Has domain(s) with predicted NAD binding, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor activity and role in oxidation-reduction process"
AN5031,N/A,"malate dehydrogenase, putative"
AN5032,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN5033,N/A,Predicted glycosylphosphatidylinositol (GPI)-anchored protein
AN5034,N/A,"Ortholog of A. niger CBS 513.88 : An08g08680, Aspergillus wentii : Aspwe1_0042624, Aspwe1_0046716, Aspergillus versicolor : Aspve1_0127134, Aspve1_0879797 and Aspergillus niger ATCC 1015 : 38042-mRNA"
AN5035,N/A,"Has domain(s) with predicted solute:proton antiporter activity, role in cation transport, transmembrane transport and integral component of membrane localization"
AN5036,N/A,Ortholog(s) have endoplasmic reticulum localization
AN5037,N/A,"Has domain(s) with predicted flavin adenine dinucleotide binding, oxidoreductase activity, acting on CH-OH group of donors activity and role in oxidation-reduction process"
AN5038,N/A,Has domain(s) with predicted role in cell wall macromolecule catabolic process
AN5039,N/A,"Ortholog of A. nidulans FGSC A4 : AN10386, A. niger CBS 513.88 : An09g05600, An13g01270 and A. oryzae RIB40 : AO090026000484, AO090005000917, AO090103000243, AO090005001067"
AN5040,N/A,"Has domain(s) with predicted DNA binding, zinc ion binding activity, role in transcription, DNA-templated and nucleus localization"
AN5041,N/A,Putative aromatic-amino-acid transaminase with a predicted role in aromatic amino acid biosynthesis
AN5044,N/A,"Has domain(s) with predicted FAD binding, oxidoreductase activity and role in metabolic process"
AN5046,N/A,Anisin-1
AN5047,N/A,protein of unknown function
AN5048,N/A,"Has domain(s) with predicted DNA binding, sequence-specific DNA binding, transcription factor activity, sequence-specific DNA binding activity and role in regulation of transcription, DNA-templated"
AN5049,N/A,"Has domain(s) with predicted cation transmembrane transporter activity, role in cation transport, transmembrane transport and integral component of membrane localization"
AN5050,N/A,"Has domain(s) with predicted substrate-specific transmembrane transporter activity, transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization"
AN5051,N/A,Has domain(s) with predicted zinc ion binding activity
AN5052,N/A,"Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated"
AN5053,N/A,Has domain(s) with predicted N-acetyltransferase activity
AN5054,N/A,protein of unknown function
AN5055,N/A,"Has domain(s) with predicted aminopeptidase activity, metalloexopeptidase activity and role in cellular process, proteolysis"
AN5056,N/A,Homologous to ccg-1 from N. crassa
AN5057,N/A,Putative phosphoprotein phosphatase
AN5059,N/A,protein of unknown function
AN5060,N/A,Has domain(s) with predicted arylformamidase activity and role in tryptophan catabolic process to kynurenine
AN5061,N/A,Putative xyloglucanase
AN5062,N/A,protein of unknown function
AN5063,N/A,"Ortholog of A. niger CBS 513.88 : An09g03770, Neosartorya fischeri NRRL 181 : NFIA_074500, Aspergillus sydowii : Aspsy1_0038892 and Aspergillus terreus NIH2624 : ATET_07074"
AN5065,N/A,Predicted gypsy transposon-related ORF
AN5066,N/A,protein of unknown function
AN5067,N/A,Putative transporter of the major facilitator superfamily (MFS)
AN5068,N/A,Has domain(s) with predicted arylformamidase activity and role in tryptophan catabolic process to kynurenine
AN5069,N/A,"Ortholog of A. nidulans FGSC A4 : AN2683, A. fumigatus Af293 : Afu5g02860, Afu5g14320, A. niger CBS 513.88 : An09g04830, An14g05730 and A. oryzae RIB40 : AO090102000482, AO090001000197"
AN5070,N/A,"Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
AN5071,N/A,protein of unknown function
AN5072,N/A,protein of unknown function
AN5073,N/A,"Ortholog of Aspergillus flavus NRRL 3357 : AFL2T_04930, Neosartorya fischeri NRRL 181 : NFIA_032530 and Aspergillus sydowii : Aspsy1_0159547"
AN5074,N/A,protein of unknown function
AN5075,N/A,protein of unknown function
AN5076,N/A,Has domain(s) with predicted role in cell wall macromolecule catabolic process
AN5078,N/A,Has domain(s) with predicted protein dimerization activity
AN5079,N/A,protein of unknown function
AN5081,N/A,protein of unknown function
AN5082,N/A,"Has domain(s) with predicted GTP binding, GTPase activity, structural constituent of cytoskeleton activity, role in microtubule-based process, protein polymerization and microtubule, protein complex localization"
AN5083,N/A,Has domain(s) with predicted hydrogen ion transmembrane transporter activity and role in ATP hydrolysis coupled proton transport
AN5086,N/A,Conidium-specific RNA of unknown function
AN5087,N/A,"Ortholog of Aspergillus tubingensis : Asptu1_0123225, Aspergillus brasiliensis : Aspbr1_0049601 and Aspergillus fumigatus A1163 : AFUB_080030"
AN5088,N/A,Putative potassium-transporting ATPase with a predicted role in energy metabolism
AN5089,N/A,"Ortholog of A. oryzae RIB40 : AO090103000089, Aspergillus flavus NRRL 3357 : AFL2T_12280, Aspergillus terreus NIH2624 : ATET_03032 and Aspergillus aculeatus ATCC16872 : Aacu16872_034601"
AN5090,N/A,Predicted ADP ribosylation factor (Arf) GTPase
AN5091,N/A,Putative LaeA-like methyltransferase
AN5092,N/A,Putative RecQ protein
AN5093,N/A,protein of unknown function
AN5095,N/A,Predicted gypsy transposon-related ORF
AN5098,N/A,Ortholog(s) have U2 snRNP localization
AN5099,N/A,SWIRM domain-containing protein
AN5100,N/A,"Ortholog(s) have phospholipid-translocating ATPase activity and role in actin cortical patch localization, endocytosis, intracellular protein transport, phospholipid translocation"
AN5101,N/A,Has domain(s) with predicted metallopeptidase activity
AN5102,N/A,"Ortholog(s) have FACT complex, mitotic spindle pole body localization"
AN5103,N/A,"Ortholog of A. fumigatus Af293 : Afu1g07710, A. niger CBS 513.88 : An07g10393, A. oryzae RIB40 : AO090012001023, Neosartorya fischeri NRRL 181 : NFIA_017020 and Aspergillus versicolor : Aspve1_0139230"
AN5104,N/A,"Has domain(s) with predicted substrate-specific transmembrane transporter activity, transmembrane transporter activity, transporter activity, role in transmembrane transport and integral component of membrane, membrane localization"
AN5105,N/A,Pmt 2 subfamily protein O-mannosyltransferase
AN5106,N/A,Putative GTPase with a predicted role in ER to Golgi transport
AN5107,N/A,"Ortholog(s) have role in macroautophagy and Golgi apparatus, endoplasmic reticulum, pre-autophagosomal structure localization"
AN5108,N/A,"Ortholog of A. fumigatus Af293 : Afu1g07660, A. niger CBS 513.88 : An07g10310, A. oryzae RIB40 : AO090012001018, Aspergillus wentii : Aspwe1_0055253 and Aspergillus sydowii : Aspsy1_0091561"
AN5109,N/A,"Ortholog(s) have alditol:NADP+ 1-oxidoreductase activity, alpha-keto amide reductase activity, alpha-keto ester reductase activity and indole-3-acetaldehyde reductase (NADH) activity, more"
AN5110,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN5111,N/A,"Ortholog(s) have cytosol, nucleolus localization"
AN5112,N/A,"Has domain(s) with predicted single-stranded DNA endodeoxyribonuclease activity and role in DNA damage checkpoint, DNA repair"
AN5113,N/A,Putative peroxin with a predicted role in peroxisome biogenesis
AN5114,N/A,"Ortholog(s) have RNA-DNA hybrid ribonuclease activity and role in RNA phosphodiester bond hydrolysis, endonucleolytic, ribonucleotide excision repair"
AN5115,N/A,"Ortholog of A. fumigatus Af293 : Afu1g07590, A. niger CBS 513.88 : An07g10220, A. oryzae RIB40 : AO090012001011, Aspergillus wentii : Aspwe1_0120584 and Aspergillus sydowii : Aspsy1_0156520"
AN5116,N/A,"Ortholog(s) have role in cytoplasmic microtubule organization, establishment or maintenance of cell polarity and cytosol, nucleus localization"
AN5117,N/A,protein of unknown function
AN5118,N/A,"Has domain(s) with predicted DNA binding, chromatin binding activity"
AN5119,N/A,"Ortholog(s) have tRNA (uracil) methyltransferase activity, role in cellular response to drug, chronological cell aging, tRNA methylation, tRNA wobble uridine modification and cytosol, nucleus localization"
AN5120,N/A,protein of unknown function
AN5121,N/A,Protein similar to proteasome regulatory subunit 8
AN5122,N/A,Putative kinase with a predicted role in nucleotide salvage pathways
AN5123,N/A,Has domain(s) with predicted oxidoreductase activity
AN5124,N/A,Ortholog(s) have nucleus localization
AN5125,N/A,"Has domain(s) with predicted identical protein binding, serine-type endopeptidase activity and role in negative regulation of catalytic activity"
AN5126,N/A,"Microtubule binding protein HookA, putative"
AN5127,N/A,"Ortholog(s) have SNAP receptor activity and role in ER to Golgi vesicle-mediated transport, retrograde vesicle-mediated transport, Golgi to ER, vesicle fusion"
AN5128,N/A,"Ortholog of A. fumigatus Af293 : Afu1g07430, A. niger CBS 513.88 : An07g09970, A. oryzae RIB40 : AO090012000994, Neosartorya fischeri NRRL 181 : NFIA_017320 and Aspergillus wentii : Aspwe1_0069020"
AN5129,N/A,70 kilodalton heat shock protein
AN5130,N/A,"Ortholog(s) have coproporphyrinogen oxidase activity, role in cellular response to hypoxia, heme biosynthetic process and cell surface, cytosol, mitochondrion, nucleus, yeast-form cell wall localization"
AN5131,N/A,autophagy-related protein 8
AN5132,N/A,"Ortholog(s) have guanine nucleotide transmembrane transporter activity and role in cellular iron ion homeostasis, guanine nucleotide transport, mitochondrial genome maintenance, transmembrane transport"
AN5133,N/A,"Has domain(s) with predicted role in anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, regulation of mitotic metaphase/anaphase transition and anaphase-promoting complex localization"
AN5134,N/A,Glutamate synthase (NADH)
AN5135,N/A,Ortholog of Aspergillus versicolor : Aspve1_0087700 and Aspergillus sydowii : Aspsy1_0047598
AN5136,N/A,"Ortholog of A. fumigatus Af293 : Afu1g07360, A. niger CBS 513.88 : An07g09900, Aspergillus wentii : Aspwe1_0040941 and Aspergillus sydowii : Aspsy1_0047597"
AN5138,N/A,Putative dihydroxy acid dehydratase with a predicted role in branched-chain amino acid biosynthesis
AN5140,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN5141,N/A,"Ortholog of A. fumigatus Af293 : Afu1g07280, A. niger CBS 513.88 : An07g09830, A. oryzae RIB40 : AO090012000982, Aspergillus wentii : Aspwe1_0172497 and Aspergillus sydowii : Aspsy1_0033440"
AN5144,N/A,"Putative 6-phosphofructo-2-kinase with a predicted role in mannose/mannitol, fructose, and sorbose/sorbitol metabolism"
AN5145,N/A,"Ortholog of A. fumigatus Af293 : Afu1g07210, A. oryzae RIB40 : AO090012000975, Aspergillus wentii : Aspwe1_0520822, Aspergillus sydowii : Aspsy1_0091604 and Aspergillus terreus NIH2624 : ATET_10152"
AN5146,N/A,"Has domain(s) with predicted catalytic activity, heme binding, oxidoreductase activity"
AN5148,N/A,"Ortholog(s) have structural constituent of ribosome activity, role in cellular response to drug and mitochondrial small ribosomal subunit localization"
AN5149,N/A,"Ortholog of A. fumigatus Af293 : Afu6g07200, A. niger CBS 513.88 : An07g09260, A. oryzae RIB40 : AO090005001581, Aspergillus wentii : Aspwe1_0112093 and Aspergillus sydowii : Aspsy1_0059680"
AN5151,N/A,Putative G-protein coupled receptor
AN5151-uORF,N/A,Conserved upstream open reading frame (uORF) of AN5151/gprP
AN5152,N/A,"Ortholog of A. fumigatus Af293 : Afu1g07110, A. niger CBS 513.88 : An07g09650, A. oryzae RIB40 : AO090012000963, Aspergillus wentii : Aspwe1_0028295 and Aspergillus sydowii : Aspsy1_0091614"
AN5153,N/A,"Ortholog of A. fumigatus Af293 : Afu1g07100, A. niger CBS 513.88 : An07g09720, A. oryzae RIB40 : AO090012000962, Aspergillus wentii : Aspwe1_0051660 and Aspergillus sydowii : Aspsy1_0047644"
AN5154,N/A,"Ortholog of A. fumigatus Af293 : Afu1g07090, A. niger CBS 513.88 : An07g09710, A. oryzae RIB40 : AO090012000961, Aspergillus wentii : Aspwe1_0155743 and Aspergillus sydowii : Aspsy1_0134266"
AN5155,N/A,"Ortholog(s) have tRNA-specific adenosine-34 deaminase activity, role in adenosine to inosine editing and cytosol, nucleus, tRNA-specific adenosine-34 deaminase complex localization"
AN5156,N/A,"Pho80-like cyclin involved in regulation of development and phosphate homeostasis, interacts with the cyclin-dependent kinase PhoA"
AN5157,N/A,"Ortholog of A. fumigatus Af293 : Afu1g07050, A. niger CBS 513.88 : An07g09610, A. oryzae RIB40 : AO090012000957, Aspergillus wentii : Aspwe1_0051655 and Aspergillus sydowii : Aspsy1_0091619"
AN5159,N/A,"Ortholog(s) have 1-alkyl-2-acetylglycerophosphocholine esterase activity, role in cellular response to oxidative stress, phospholipid catabolic process and cytosol, nucleus localization"
AN5160,N/A,protein of unknown function
AN5161,N/A,Putative F-box protein
AN5162,N/A,Putative pyruvate dehydrogenase (lipoamide) with a predicted role in pyruvate metabolism
AN5163,N/A,"Ortholog of A. fumigatus Af293 : Afu1g06970, A. niger CBS 513.88 : An07g09540, A. oryzae RIB40 : AO090012000949, Aspergillus wentii : Aspwe1_0519616 and Aspergillus sydowii : Aspsy1_0047663"
AN5164,N/A,Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization
AN5165,N/A,Protein involved in G2/M transition DNA damage checkpoint
AN5166,N/A,Putative CDP-diacylglycerol synthetase with a predicted role in phospholipid metabolism
AN5167,N/A,"Has domain(s) with predicted phospholipid binding, zinc ion binding activity"
AN5168,N/A,"Has domain(s) with predicted nucleoside-triphosphatase activity, nucleotide binding activity"
AN5169,N/A,Ortholog(s) have role in syncytium formation by plasma membrane fusion
AN5170,N/A,Putative Zn(II)2Cys6 transcription factor
AN5171,N/A,protein of unknown function
AN5172,N/A,"Ortholog of A. fumigatus Af293 : Afu4g09700, Afu6g07000, A. niger CBS 513.88 : An04g07430, A. oryzae RIB40 : AO090012000946, AO090003001270 and Aspergillus wentii : Aspwe1_0166832"
AN5173,N/A,Has domain(s) with predicted hydrolase activity
AN5174,N/A,"Ortholog(s) have Atg8 ligase activity, enzyme activator activity and role in C-terminal protein lipidation, CVT pathway, late nucleophagy, mitophagy, piecemeal microautophagy of nucleus"
AN5175,N/A,Ortholog(s) have mitochondrial outer membrane localization
AN5176,N/A,"Putative cellulose 1,4-beta-cellobiosidase"
AN5177,N/A,Ortholog(s) have role in ribosomal large subunit biogenesis and nucleolus localization
AN5178,N/A,Putative glycerol dehydrogenase with a predicted role in glycerol metabolism
AN5179,N/A,Ortholog(s) have role in peptidyl-diphthamide biosynthetic process from peptidyl-histidine and cytosol localization
AN5180,N/A,"Ortholog of A. fumigatus Af293 : Afu6g07110, A. niger CBS 513.88 : An07g09380, Aspergillus wentii : Aspwe1_0110754, Aspergillus sydowii : Aspsy1_0033482 and Aspergillus terreus NIH2624 : ATET_03720"
AN5181,N/A,Protein involved in nuclear migration
AN5182,N/A,"Ortholog(s) have RNA polymerase II core promoter proximal region sequence-specific DNA binding, transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding activity"
AN5185,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN5186,N/A,"Ortholog(s) have ubiquitin-specific protease activity, role in protein deubiquitination and cytosol, nucleus localization"
AN5187,N/A,"Has domain(s) with predicted solute:proton antiporter activity, role in cation transport, transmembrane transport and integral component of membrane localization"
AN5188,N/A,"Ortholog(s) have nuclear chromatin, nucleolus localization"
AN5189,N/A,protein of unknown function
AN5190,N/A,protein of unknown function
AN5191,N/A,"Ortholog(s) have 3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity, role in fatty acid biosynthetic process and mitochondrion localization"
AN5192,N/A,"long-chain-fatty-acid--CoA ligase, putative"
AN5193,N/A,Ortholog(s) have role in cellular response to drug
AN5194,N/A,"Ortholog(s) have endoplasmic reticulum, fungal-type vacuole membrane localization"
AN5195,N/A,"Ortholog(s) have receptor activity, role in ER to Golgi vesicle-mediated transport, ascospore formation, axial cellular bud site selection and ER to Golgi transport vesicle, endoplasmic reticulum membrane localization"
AN5196,N/A,"Ortholog(s) have Prp19 complex, spliceosomal complex localization"
AN5197,N/A,"Has domain(s) with predicted calcium ion binding, zinc ion binding activity"
AN5198,N/A,"Ortholog(s) have L-asparagine transmembrane transporter activity, L-isoleucine transmembrane transporter activity, L-lysine transmembrane transporter activity"
AN5199,N/A,"Ortholog(s) have cytosol, nucleolus localization"
AN5200,N/A,Putative kynurenine 3-monooxygenase with a predicted role in aromatic amino acid biosynthesis
AN5201,N/A,"Ortholog of A. fumigatus Af293 : Afu6g07350, A. niger CBS 513.88 : An07g09090, Aspergillus wentii : Aspwe1_0109490, Aspergillus sydowii : Aspsy1_0059760 and Aspergillus terreus NIH2624 : ATET_03697"
AN5202,N/A,protein of unknown function
AN5203,N/A,Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization
AN5204,N/A,"Ortholog of A. fumigatus Af293 : Afu6g07370, A. niger CBS 513.88 : An07g09060, A. oryzae RIB40 : AO090005001564, Aspergillus wentii : Aspwe1_0040832 and Aspergillus sydowii : Aspsy1_0156764"
AN5205,N/A,"Ortholog of A. fumigatus Af293 : Afu6g07380, A. niger CBS 513.88 : An07g09040, A. oryzae RIB40 : AO090005001563, Neosartorya fischeri NRRL 181 : NFIA_053060 and Aspergillus clavatus NRRL 1 : ACLA_081550"
AN5206,N/A,putative homoisocitrate dehydrogenase
AN5207,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN5208,N/A,"Ortholog of A. fumigatus Af293 : Afu6g07410, A. niger CBS 513.88 : An07g09020, A. oryzae RIB40 : AO090005001559, Neosartorya fischeri NRRL 181 : NFIA_053090 and Aspergillus wentii : Aspwe1_0040827"
AN5209,N/A,Putative F-box protein
AN5210,N/A,Putative pyruvate kinase with a predicted role in gluconeogenesis and glycolysis
AN5211,N/A,"Ortholog(s) have 1-phosphatidylinositol-3-phosphate 5-kinase activity, phosphatidylinositol-3-phosphate binding activity"
AN5212,N/A,"Ortholog of A. fumigatus Af293 : Afu6g07460, A. niger CBS 513.88 : An07g08970, Aspergillus wentii : Aspwe1_0028223, Aspergillus sydowii : Aspsy1_0033560 and Aspergillus terreus NIH2624 : ATET_03679"
AN5213,N/A,"Ortholog(s) have Golgi apparatus, cell cortex of cell tip, cell division site localization"
AN5214,N/A,"Endo-beta-1,4-glucanase B"
AN5215,N/A,"Ortholog(s) have role in endocytic recycling and cytosol, endosome, nucleus localization"
AN5216,N/A,Ortholog(s) have role in nucleotide-excision repair involved in interstrand cross-link repair and nucleus localization
AN5217,N/A,Protein with similarity to sphingolipid long chain base-responsive protein Pil1
AN5218,N/A,bZIP-type transcriptional regulator
AN5219,N/A,protein of unknown function
AN5220,N/A,"Ortholog(s) have role in filamentous growth of a population of unicellular organisms in response to biotic stimulus and growth of unicellular organism as a thread of attached cells, more"
AN5221,N/A,"Ortholog of A. fumigatus Af293 : Afu2g04140, A. oryzae RIB40 : AO090005001543, Aspergillus wentii : Aspwe1_0172392, Aspergillus sydowii : Aspsy1_0047769 and Aspergillus terreus NIH2624 : ATET_03670"
AN5222,N/A,"Ortholog(s) have structural constituent of ribosome activity and role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), ribosomal small subunit assembly"
AN5223,N/A,"Ortholog of A. niger CBS 513.88 : An07g08840, A. oryzae RIB40 : AO090005001541, Aspergillus wentii : Aspwe1_0110487, Aspergillus zonatus : Aspzo1_0141696 and Aspergillus terreus NIH2624 : ATET_03668"
AN5224,N/A,Ortholog(s) have role in endocytosis and prospore membrane localization
AN5225,N/A,"Ortholog of A. fumigatus Af293 : Afu4g04605, Afu2g04095, A. niger CBS 513.88 : An13g04060, An07g08820, A. oryzae RIB40 : AO090206000029 and Aspergillus wentii : Aspwe1_0109774, Aspwe1_0159657"
AN5226,N/A,Acetate permease A
AN5227,N/A,Has domain(s) with predicted role in DNA integration
AN5228,N/A,Putative NADH:flavin oxidoreductase/NADH oxidase
AN5229,N/A,"Ortholog of A. fumigatus Af293 : Afu2g04050, A. niger CBS 513.88 : An07g08750, A. oryzae RIB40 : AO090005001534, Aspergillus wentii : Aspwe1_0515975 and Aspergillus sydowii : Aspsy1_0134382"
AN5230,N/A,Ortholog(s) have mitochondrion localization
AN5231,N/A,Putative exo-arabinanase
AN5232,N/A,"3-carboxymuconolactone hydrolase (decarboxylating), putative"
AN5233,N/A,Predicted DDE1 transposon-related ORF
AN5234,N/A,"Has domain(s) with predicted metal ion binding, oxidoreductase activity and role in oxidation-reduction process"
AN5235,N/A,"Ortholog(s) have role in transcription-coupled nucleotide-excision repair and Ddb1-Ckn1 complex, cytosol localization"
AN5236,N/A,Ortholog(s) have Golgi apparatus localization
AN5237,N/A,Has domain(s) with predicted catalytic activity and role in nucleoside metabolic process
AN5238,N/A,Ortholog of Aspergillus kawachii : Aspka1_0183420 and Aspergillus sydowii : Aspsy1_0033209
AN5240,N/A,protein of unknown function
AN5241,N/A,protein of unknown function
AN5244,N/A,"Ortholog of A. nidulans FGSC A4 : AN5251, A. niger CBS 513.88 : An11g07550, An08g12150, A. oryzae RIB40 : AO090011000256, Aspergillus wentii : Aspwe1_0113272 and Aspergillus versicolor : Aspve1_0062915"
AN5245,N/A,protein of unknown function
AN5248,N/A,protein of unknown function
AN5251,N/A,"Ortholog of A. nidulans FGSC A4 : AN5244, A. niger CBS 513.88 : An11g07550, An08g12150, A. oryzae RIB40 : AO090011000256, Aspergillus wentii : Aspwe1_0113272 and Aspergillus versicolor : Aspve1_0062915"
AN5252,N/A,protein of unknown function
AN5253,N/A,Has domain(s) with predicted nucleic acid binding activity and role in DNA integration
AN5254,N/A,"Has domain(s) with predicted RNA binding, RNA-directed DNA polymerase activity and role in RNA-dependent DNA replication"
AN5255,N/A,protein of unknown function
AN5257,N/A,Ortholog(s) have mitochondrion localization
AN5258,N/A,"Ortholog(s) have role in fumiquinazoline C biosynthetic process, secondary metabolite biosynthetic process and fungal-type cell wall localization"
AN5259,N/A,"Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
AN5260,N/A,"Ortholog of A. nidulans FGSC A4 : AN6683, AN8537, A. fumigatus Af293 : Afu4g06200 and A. niger CBS 513.88 : An12g04370, An11g06510, An14g01260"
AN5262,N/A,Has domain(s) with predicted catalytic activity
AN5263,N/A,protein of unknown function
AN5264,N/A,protein of unknown function
AN5267,N/A,feruloyl esterase c
AN5268,N/A,"Has domain(s) with predicted nucleic acid binding, nucleotide binding activity"
AN5269,N/A,protein of unknown function
AN5270,N/A,Putative acyl-CoA dehydrogenase
AN5272,N/A,Putative phenylacetate-CoA ligase with a predicted role in penicillin biosynthesis
AN5273,N/A,Bifunctional methylglutaconyl-CoA hydratase/ methylcrotonoyl-CoA carboxylase
AN5274,N/A,Ortholog(s) have sequence-specific DNA binding activity
AN5275,N/A,"Ortholog of A. nidulans FGSC A4 : AN10972, A. fumigatus Af293 : Afu2g15150, Afu5g02940 and A. niger CBS 513.88 : An09g05010, An15g01900, An09g03350"
AN5276,N/A,Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process
AN5278,N/A,"Has domain(s) with predicted ATP binding, DNA helicase activity, helicase activity and role in DNA repair, telomere maintenance"
AN5279,N/A,"Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
AN5281,N/A,Putative pyranose oxidase
AN5282,N/A,"cellulose 1,4-beta-cellobiosidase"
