"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Is Pseudo","# Transcripts","Gene Name or Symbol","Transcript Product Description"
"Afu3g11770","Afu3g11770-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,090,999..3,093,412(-)","Ortholog of A. nidulans FGSC A4 : AN5876, AN2876, A. fumigatus Af293 : Afu2g11370, Aspergillus wentii : Aspwe1_0653753 and Aspergillus sydowii : Aspsy1_0146596, Aspsy1_1176317","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN5876, AN2876, A. fumigatus Af293 : Afu2g11370, Aspergillus wentii : Aspwe1_0653753 and Aspergillus sydowii : Aspsy1_0146596, Aspsy1_1176317"
"Afu3g11780","Afu3g11780-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,093,991..3,096,868(+)","Has domain(s) with predicted N-acetyltransferase activity, hydrolase activity, hydrolyzing O-glycosyl compounds activity and role in carbohydrate metabolic process","No","1","N/A","Has domain(s) with predicted N-acetyltransferase activity, hydrolase activity, hydrolyzing O-glycosyl compounds activity and role in carbohydrate metabolic process"
"Afu3g11790","Afu3g11790-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,097,362..3,100,416(-)","Has domain(s) with predicted substrate-specific transmembrane transporter activity, transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization","No","1","N/A","Has domain(s) with predicted substrate-specific transmembrane transporter activity, transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization"
"Afu3g11800","Afu3g11800-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,107,368..3,108,940(+)","Ortholog of A. nidulans FGSC A4 : AN6763, Neosartorya fischeri NRRL 181 : NFIA_065520, Aspergillus fumigatus A1163 : AFUB_037380 and Aspergillus clavatus NRRL 1 : ACLA_039690","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN6763, Neosartorya fischeri NRRL 181 : NFIA_065520, Aspergillus fumigatus A1163 : AFUB_037380 and Aspergillus clavatus NRRL 1 : ACLA_039690"
"Afu3g11810","Afu3g11810-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,110,037..3,111,957(+)","Ortholog of A. nidulans FGSC A4 : AN10373, A. niger CBS 513.88 : An02g07640, A. oryzae RIB40 : AO090003000743, Aspergillus wentii : Aspwe1_0104946 and Aspergillus sydowii : Aspsy1_0778921","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN10373, A. niger CBS 513.88 : An02g07640, A. oryzae RIB40 : AO090003000743, Aspergillus wentii : Aspwe1_0104946 and Aspergillus sydowii : Aspsy1_0778921"
"Afu3g11820","Afu3g11820-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,112,291..3,113,155(+)","Ortholog(s) have 3'-5'-exoribonuclease activity","No","1","N/A","Ortholog(s) have 3'-5'-exoribonuclease activity"
"Afu3g11830","Afu3g11830-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,113,884..3,115,685(+)","Putative phosphoglucomutase","No","1","pgmA","Putative phosphoglucomutase"
"Afu3g11840","Afu3g11840-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,115,819..3,117,766(-)","Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process","No","1","N/A","Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process"
"Afu3g11850","Afu3g11850-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,117,938..3,121,284(-)","Ortholog of A. nidulans FGSC A4 : AN2863, A. niger CBS 513.88 : An02g07670, A. oryzae RIB40 : AO090003000748, Neosartorya fischeri NRRL 181 : NFIA_065470 and Aspergillus wentii : Aspwe1_0037077","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN2863, A. niger CBS 513.88 : An02g07670, A. oryzae RIB40 : AO090003000748, Neosartorya fischeri NRRL 181 : NFIA_065470 and Aspergillus wentii : Aspwe1_0037077"
"Afu3g11860","Afu3g11860-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,123,064..3,124,507(-)","Putative microtubule associated protein","No","1","eb1","Putative microtubule associated protein"
"Afu3g11870","Afu3g11870-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,124,561..3,126,959(-)","Ortholog of A. nidulans FGSC A4 : AN2861, A. niger CBS 513.88 : An02g07700, A. oryzae RIB40 : AO090003000750, Aspergillus wentii : Aspwe1_0105255 and Aspergillus sydowii : Aspsy1_0042742","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN2861, A. niger CBS 513.88 : An02g07700, A. oryzae RIB40 : AO090003000750, Aspergillus wentii : Aspwe1_0105255 and Aspergillus sydowii : Aspsy1_0042742"
"Afu3g11880","Afu3g11880-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,127,014..3,127,406(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_037300","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_037300"
"Afu3g11890","Afu3g11890-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,129,396..3,130,501(+)","Ortholog of A. nidulans FGSC A4 : AN9195, A. niger CBS 513.88 : An01g14950, A. oryzae RIB40 : AO090010000214, Neosartorya fischeri NRRL 181 : NFIA_065430 and Aspergillus wentii : Aspwe1_0130022","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN9195, A. niger CBS 513.88 : An01g14950, A. oryzae RIB40 : AO090010000214, Neosartorya fischeri NRRL 181 : NFIA_065430 and Aspergillus wentii : Aspwe1_0130022"
"Afu3g11900","Afu3g11900-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,131,207..3,133,381(-)","Ortholog(s) have alcohol dehydrogenase (NADP+) activity, hydroxymethylfurfural reductase (NADH) activity, hydroxymethylfurfural reductase (NADPH) activity and role in alcohol metabolic process, furaldehyde metabolic process","No","1","N/A","Ortholog(s) have alcohol dehydrogenase (NADP+) activity, hydroxymethylfurfural reductase (NADH) activity, hydroxymethylfurfural reductase (NADPH) activity and role in alcohol metabolic process, furaldehyde metabolic process"
"Afu3g11920","Afu3g11920-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,133,610..3,135,207(-)","Has domain(s) with predicted catalytic activity, lyase activity and role in metabolic process","No","1","N/A","Has domain(s) with predicted catalytic activity, lyase activity and role in metabolic process"
"Afu3g11930","Afu3g11930-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,135,290..3,137,211(+)","Has domain(s) with predicted oxidoreductase activity","No","1","N/A","Has domain(s) with predicted oxidoreductase activity"
"Afu3g11940","Afu3g11940-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,137,518..3,139,703(-)","Has domain(s) with predicted zinc ion binding activity","No","1","N/A","Has domain(s) with predicted zinc ion binding activity"
"Afu3g11950","Afu3g11950-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,140,502..3,142,437(+)","Ortholog(s) have 3'-5' exonuclease activity, role in ascospore formation, conversion of ds siRNA to ss siRNA involved in RNA interference, fruiting body development, pre-miRNA processing and perinuclear region of cytoplasm localization","No","1","N/A","Ortholog(s) have 3'-5' exonuclease activity, role in ascospore formation, conversion of ds siRNA to ss siRNA involved in RNA interference, fruiting body development, pre-miRNA processing and perinuclear region of cytoplasm localization"
"Afu3g11955","Afu3g11955-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,143,045..3,144,012(+)","Ortholog of A. nidulans FGSC A4 : AN2853, A. niger CBS 513.88 : An02g07760, Aspergillus wentii : Aspwe1_0169180 and Aspergillus sydowii : Aspsy1_0042758","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN2853, A. niger CBS 513.88 : An02g07760, Aspergillus wentii : Aspwe1_0169180 and Aspergillus sydowii : Aspsy1_0042758"
"Afu3g11960","Afu3g11960-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,144,298..3,147,263(-)","Ortholog(s) have RNA polymerase II core promoter proximal region sequence-specific DNA binding, transcriptional activator activity and RNA polymerase II core promoter proximal region sequence-specific binding, more","No","1","N/A","Ortholog(s) have RNA polymerase II core promoter proximal region sequence-specific DNA binding, transcriptional activator activity and RNA polymerase II core promoter proximal region sequence-specific binding, more"
"Afu3g11970","Afu3g11970-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,148,743..3,152,689(-)","C2H2 finger domain transcription factor","No","1","pacC","C2H2 finger domain transcription factor"
"Afu3g11980","Afu3g11980-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,153,018..3,154,727(+)","Has domain(s) with predicted L-ascorbic acid binding, iron ion binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen activity and role in oxidation-reduction process","No","1","N/A","Has domain(s) with predicted L-ascorbic acid binding, iron ion binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen activity and role in oxidation-reduction process"
"Afu3g11990","Afu3g11990-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,154,987..3,159,598(-)","Ortholog(s) have sequence-specific DNA binding activity","No","1","N/A","Ortholog(s) have sequence-specific DNA binding activity"
"Afu3g12010","Afu3g12010-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,159,817..3,161,720(+)","Has domain(s) with predicted substrate-specific transmembrane transporter activity, transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization","No","1","N/A","Has domain(s) with predicted substrate-specific transmembrane transporter activity, transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization"
"Afu3g12020","Afu3g12020-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,161,883..3,163,823(-)","Ortholog of A. nidulans FGSC A4 : AN0227, A. fumigatus Af293 : Afu5g10910, Afu4g06275, A. niger CBS 513.88 : An14g03700, An04g00590, An02g07840 and A. oryzae RIB40 : AO090010000440, AO090023000963","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN0227, A. fumigatus Af293 : Afu5g10910, Afu4g06275, A. niger CBS 513.88 : An14g03700, An04g00590, An02g07840 and A. oryzae RIB40 : AO090010000440, AO090023000963"
"Afu3g12030","Afu3g12030-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,165,900..3,169,041(+)","Ortholog(s) have histone methyltransferase activity (H3-K4 specific) activity and role in histone H3-K4 methylation, regulation of secondary metabolite biosynthetic process","No","1","N/A","Ortholog(s) have histone methyltransferase activity (H3-K4 specific) activity and role in histone H3-K4 methylation, regulation of secondary metabolite biosynthetic process"
"Afu3g12040","Afu3g12040-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,169,357..3,170,555(-)","Ortholog of A. nidulans FGSC A4 : AN10359, Neosartorya fischeri NRRL 181 : NFIA_065270, Aspergillus wentii : Aspwe1_0105880 and Aspergillus clavatus NRRL 1 : ACLA_039910","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN10359, Neosartorya fischeri NRRL 181 : NFIA_065270, Aspergillus wentii : Aspwe1_0105880 and Aspergillus clavatus NRRL 1 : ACLA_039910"
"Afu3g12050","Afu3g12050-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,170,900..3,171,985(-)","Ortholog of A. nidulans FGSC A4 : AN10347, Neosartorya fischeri NRRL 181 : NFIA_065260, Aspergillus wentii : Aspwe1_0037097 and Aspergillus clavatus NRRL 1 : ACLA_039920","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN10347, Neosartorya fischeri NRRL 181 : NFIA_065260, Aspergillus wentii : Aspwe1_0037097 and Aspergillus clavatus NRRL 1 : ACLA_039920"
"Afu3g12060","Afu3g12060-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,172,273..3,174,663(+)","Has domain(s) with predicted 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity, zinc ion binding activity and role in methionine biosynthetic process","No","1","N/A","Has domain(s) with predicted 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity, zinc ion binding activity and role in methionine biosynthetic process"
"Afu3g12070","Afu3g12070-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,174,808..3,175,496(-)","protein of unknown function","No","1","N/A","protein of unknown function"
"Afu3g12080","Afu3g12080-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,176,554..3,177,361(-)","Ortholog(s) have enzyme regulator activity, mRNA binding activity","No","1","N/A","Ortholog(s) have enzyme regulator activity, mRNA binding activity"
"Afu3g12090","Afu3g12090-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,177,595..3,177,759(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_037090","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_037090"
"Afu3g12100","Afu3g12100-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,178,112..3,181,079(+)","trehalose synthase, putative","No","1","ccg9","trehalose synthase, putative"
"Afu3g12110","Afu3g12110-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,181,334..3,182,122(-)","Ortholog(s) have microtubule motor activity, role in hyphal growth, microtubule-based movement and dynactin complex localization","No","1","N/A","Ortholog(s) have microtubule motor activity, role in hyphal growth, microtubule-based movement and dynactin complex localization"
"Afu3g12120","Afu3g12120-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,182,256..3,186,482(-)","Putative fatty acid oxygenase","No","1","ppoC","Putative fatty acid oxygenase"
"Afu3g12130","Afu3g12130-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,190,168..3,193,008(+)","Ortholog of S. cerevisiae : YEL023C, A. nidulans FGSC A4 : AN1725, AN5027, A. fumigatus Af293 : Afu2g14400 and A. niger CBS 513.88 : An11g08400, An02g07940, An12g01310, An02g00780","No","1","N/A","Ortholog of S. cerevisiae : YEL023C, A. nidulans FGSC A4 : AN1725, AN5027, A. fumigatus Af293 : Afu2g14400 and A. niger CBS 513.88 : An11g08400, An02g07940, An12g01310, An02g00780"
"Afu3g12140","Afu3g12140-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,193,987..3,195,009(+)","Ortholog of A. nidulans FGSC A4 : AN5026, A. niger CBS 513.88 : An02g08280, A. oryzae RIB40 : AO090003000774, Aspergillus wentii : Aspwe1_0169199 and Aspergillus sydowii : Aspsy1_0087531","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN5026, A. niger CBS 513.88 : An02g08280, A. oryzae RIB40 : AO090003000774, Aspergillus wentii : Aspwe1_0169199 and Aspergillus sydowii : Aspsy1_0087531"
"Afu3g12150","Afu3g12150-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,195,823..3,197,451(-)","Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process","No","1","N/A","Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process"
"Afu3g12160","Afu3g12160-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,198,565..3,200,502(-)","Has domain(s) with predicted DNA binding, sequence-specific DNA binding, transcription factor activity, sequence-specific DNA binding activity and role in regulation of transcription, DNA-templated","No","1","N/A","Has domain(s) with predicted DNA binding, sequence-specific DNA binding, transcription factor activity, sequence-specific DNA binding activity and role in regulation of transcription, DNA-templated"
"Afu3g12170","Afu3g12170-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,201,488..3,204,429(+)","Has domain(s) with predicted substrate-specific transmembrane transporter activity, transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization","No","1","N/A","Has domain(s) with predicted substrate-specific transmembrane transporter activity, transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization"
"Afu3g12180","Afu3g12180-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,206,210..3,208,589(+)","Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated","No","1","N/A","Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated"
"Afu3g12190","Afu3g12190-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,208,748..3,209,362(-)","Has domain(s) with predicted zinc ion binding activity","No","1","N/A","Has domain(s) with predicted zinc ion binding activity"
"Afu3g12200","Afu3g12200-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,210,290..3,213,796(-)","OPT family small oligopeptide transporter","No","1","optC","OPT family small oligopeptide transporter"
"Afu3g12210","Afu3g12210-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,214,022..3,216,870(-)","Putative carboxypeptidase Y","No","1","cp7","Putative carboxypeptidase Y"
"Afu3g12220","Afu3g12220-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,217,006..3,221,537(+)","Has domain(s) with predicted ATP binding, ATPase activity, ATPase activity, coupled to transmembrane movement of substances, nucleoside-triphosphatase activity, nucleotide binding activity and role in transmembrane transport","No","1","N/A","Has domain(s) with predicted ATP binding, ATPase activity, ATPase activity, coupled to transmembrane movement of substances, nucleoside-triphosphatase activity, nucleotide binding activity and role in transmembrane transport"
"Afu3g12230","Afu3g12230-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,222,820..3,224,262(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_036950","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_036950"
"Afu3g12240","Afu3g12240-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,225,775..3,227,217(+)","Ortholog of A. nidulans FGSC A4 : AN6154, AN5342, A. fumigatus Af293 : Afu2g04510, Afu3g02680, Afu6g14230, Afu8g01830, Afu8g01940 and A. niger CBS 513.88 : An06g01180, An01g03400, An12g05490, An11g05900","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN6154, AN5342, A. fumigatus Af293 : Afu2g04510, Afu3g02680, Afu6g14230, Afu8g01830, Afu8g01940 and A. niger CBS 513.88 : An06g01180, An01g03400, An12g05490, An11g05900"
"Afu3g12250","Afu3g12250-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,227,898..3,230,408(-)","Tyrosine-protein phosphatase CDC14, putative","No","1","cdcA","Tyrosine-protein phosphatase CDC14, putative"
"Afu3g12255","Afu3g12255-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,233,118..3,235,518(+)","Ortholog of A. nidulans FGSC A4 : AN2844, A. niger CBS 513.88 : An02g08130, A. oryzae RIB40 : AO090003000790, Neosartorya fischeri NRRL 181 : NFIA_065040 and Aspergillus versicolor : Aspve1_0080524","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN2844, A. niger CBS 513.88 : An02g08130, A. oryzae RIB40 : AO090003000790, Neosartorya fischeri NRRL 181 : NFIA_065040 and Aspergillus versicolor : Aspve1_0080524"
"Afu3g12260","Afu3g12260-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,235,703..3,236,844(+)","Ortholog of A. nidulans FGSC A4 : AN2845, A. oryzae RIB40 : AO090003000791, Aspergillus wentii : Aspwe1_0169211 and Aspergillus sydowii : Aspsy1_0087513","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN2845, A. oryzae RIB40 : AO090003000791, Aspergillus wentii : Aspwe1_0169211 and Aspergillus sydowii : Aspsy1_0087513"
"Afu3g12270","Afu3g12270-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,237,221..3,238,007(+)","Putative glutathione peroxidase","No","1","N/A","Putative glutathione peroxidase"
"Afu3g12280","Afu3g12280-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,238,311..3,239,576(-)","Ortholog(s) have GU repeat RNA binding, microsatellite binding, single-stranded telomeric DNA binding activity, role in tRNA processing and cytosol, nucleus localization","No","1","N/A","Ortholog(s) have GU repeat RNA binding, microsatellite binding, single-stranded telomeric DNA binding activity, role in tRNA processing and cytosol, nucleus localization"
"Afu3g12290","Afu3g12290-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,240,189..3,242,065(-)","Spliceosomal protein DIB1, putative","No","1","dim1","Spliceosomal protein DIB1, putative"
"Afu3g12300","Afu3g12300-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,242,070..3,243,283(+)","60S ribosomal protein L22","No","1","N/A","60S ribosomal protein L22"
"Afu3g12310","Afu3g12310-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,243,417..3,246,090(-)","RNA exonuclease 3, putative","No","1","rex3","RNA exonuclease 3, putative"
"Afu3g12320","Afu3g12320-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,246,360..3,247,793(+)","Ortholog of A. nidulans FGSC A4 : AN3084, A. niger CBS 513.88 : An02g08060, A. oryzae RIB40 : AO090005000735, Aspergillus wentii : Aspwe1_0049377 and Aspergillus sydowii : Aspsy1_0056187","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN3084, A. niger CBS 513.88 : An02g08060, A. oryzae RIB40 : AO090005000735, Aspergillus wentii : Aspwe1_0049377 and Aspergillus sydowii : Aspsy1_0056187"
"Afu3g12330","Afu3g12330-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,248,671..3,250,068(-)","Putative phosphatidyl synthase","No","1","N/A","Putative phosphatidyl synthase"
"Afu3g12340","Afu3g12340-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,252,013..3,255,124(-)","Ortholog of A. nidulans FGSC A4 : AN3086, A. niger CBS 513.88 : An02g08040, Aspergillus wentii : Aspwe1_0370663, Aspergillus sydowii : Aspsy1_0087243 and Aspergillus terreus NIH2624 : ATET_04155","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN3086, A. niger CBS 513.88 : An02g08040, Aspergillus wentii : Aspwe1_0370663, Aspergillus sydowii : Aspsy1_0087243 and Aspergillus terreus NIH2624 : ATET_04155"
"Afu3g12350","Afu3g12350-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,255,708..3,256,778(-)","Plasma membrane proteolipid 3, putative","No","1","pmp3","Plasma membrane proteolipid 3, putative"
"Afu3g12360","Afu3g12360-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,258,154..3,259,972(+)","Ortholog of A. nidulans FGSC A4 : AN3087, A. niger CBS 513.88 : An03g02910, A. oryzae RIB40 : AO090005000731, Aspergillus wentii : Aspwe1_0049379 and Aspergillus sydowii : Aspsy1_0056184","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN3087, A. niger CBS 513.88 : An03g02910, A. oryzae RIB40 : AO090005000731, Aspergillus wentii : Aspwe1_0049379 and Aspergillus sydowii : Aspsy1_0056184"
"Afu3g12370","Afu3g12370-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,260,060..3,261,136(+)","Ortholog(s) have proton-transporting ATPase activity, rotational mechanism activity","No","1","N/A","Ortholog(s) have proton-transporting ATPase activity, rotational mechanism activity"
"Afu3g12380","Afu3g12380-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,261,820..3,263,344(-)","Ortholog of A. nidulans FGSC A4 : AN3089, A. niger CBS 513.88 : An02g08010, A. oryzae RIB40 : AO090005001669, Aspergillus wentii : Aspwe1_0150448 and Aspergillus sydowii : Aspsy1_0029188","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN3089, A. niger CBS 513.88 : An02g08010, A. oryzae RIB40 : AO090005001669, Aspergillus wentii : Aspwe1_0150448 and Aspergillus sydowii : Aspsy1_0029188"
"Afu3g12390","Afu3g12390-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,264,066..3,264,993(-)","Ortholog of Aspergillus fumigatus A1163 : AFUB_036770","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_036770"
"Afu3g12400","Afu3g12400-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,265,091..3,268,428(-)","Putative heterotrimeric G protein alpha subunit","No","1","ganA","Putative heterotrimeric G protein alpha subunit"
"Afu3g12410","Afu3g12410-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,269,253..3,270,809(+)","Has domain(s) with predicted DNA binding, nucleic acid binding activity","No","1","N/A","Has domain(s) with predicted DNA binding, nucleic acid binding activity"
"Afu3g12420","Afu3g12420-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,273,432..3,276,998(+)","Ortholog(s) have extracellular region localization","No","1","N/A","Ortholog(s) have extracellular region localization"
"Afu3g12430","Afu3g12430-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,278,027..3,284,660(+)","Putative guanine nucleotide exchange factor","No","1","N/A","Putative guanine nucleotide exchange factor"
"Afu3g12440","Afu3g12440-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,284,931..3,285,116(-)","Ortholog of Aspergillus fumigatus A1163 : AFUB_036730","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_036730"
"Afu3g12450","Afu3g12450-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,285,169..3,288,483(+)","Ortholog of S. cerevisiae : YPR089W, A. nidulans FGSC A4 : AN11706, A. niger CBS 513.88 : An02g08390, A. oryzae RIB40 : AO090005000724 and Aspergillus wentii : Aspwe1_0037154","No","1","N/A","Ortholog of S. cerevisiae : YPR089W, A. nidulans FGSC A4 : AN11706, A. niger CBS 513.88 : An02g08390, A. oryzae RIB40 : AO090005000724 and Aspergillus wentii : Aspwe1_0037154"
"Afu3g12460","Afu3g12460-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,288,548..3,292,095(+)","Ortholog of A. nidulans FGSC A4 : AN11707, A. niger CBS 513.88 : An02g08400, A. oryzae RIB40 : AO090005000723, Neosartorya fischeri NRRL 181 : NFIA_064840 and Aspergillus wentii : Aspwe1_0371733","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN11707, A. niger CBS 513.88 : An02g08400, A. oryzae RIB40 : AO090005000723, Neosartorya fischeri NRRL 181 : NFIA_064840 and Aspergillus wentii : Aspwe1_0371733"
"Afu3g12470","Afu3g12470-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,292,220..3,296,276(-)","Has domain(s) with predicted intracellular localization","No","1","N/A","Has domain(s) with predicted intracellular localization"
"Afu3g12480","Afu3g12480-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,296,333..3,298,981(-)","Mo25 family protein","No","1","hymA","Mo25 family protein"
"Afu3g12490","Afu3g12490-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,299,203..3,301,076(+)","Ortholog(s) have histone-arginine N-methyltransferase activity, ribosome binding activity and role in peptidyl-arginine methylation, to asymmetrical-dimethyl arginine, ribosome biogenesis","No","1","N/A","Ortholog(s) have histone-arginine N-methyltransferase activity, ribosome binding activity and role in peptidyl-arginine methylation, to asymmetrical-dimethyl arginine, ribosome biogenesis"
