"Gene ID","Organism","Genomic Location (Gene)","Product Description","Is Pseudo","# Transcripts","Gene Name or Symbol"
"NCU05988","Neurospora crassa OR74A","CM002241:3,173,464..3,176,088(-)","hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2","No","3","N/A"
"NCU05989","Neurospora crassa OR74A","CM002241:3,170,285..3,172,622(-)","ubiquinol-cytochrome C reductase 6","No","2","qcr6"
"NCU05990","Neurospora crassa OR74A","CM002241:3,166,060..3,169,726(-)","cell surface receptor/MFS transporter, cell surface receptor/MFS transporter, variant 1, cell surface receptor/MFS transporter, variant 2","No","3","mfs-23"
"NCU05991","Neurospora crassa OR74A","CM002241:3,164,184..3,167,004(+)","steroid-1","No","1","erg-27"
"NCU05992","Neurospora crassa OR74A","CM002241:3,162,811..3,163,992(-)","hypothetical protein","No","1","N/A"
"NCU05994","Neurospora crassa OR74A","CM002241:3,151,517..3,156,680(-)","transcription factor-10","No","2","tcf-10"
"NCU05995","Neurospora crassa OR74A","CM002241:3,145,044..3,147,583(+)","Ubiquitin","No","1","ubi"
"NCU05996","Neurospora crassa OR74A","CM002241:3,139,283..3,143,845(+)","zinc finger transcription factor-42","No","1","znf-42"
"NCU05998","Neurospora crassa OR74A","CM002241:3,136,140..3,136,649(-)","hypothetical protein","No","1","N/A"
"NCU05999","Neurospora crassa OR74A","CM002241:3,132,024..3,134,988(-)","albino-5","No","1","al-5"
"NCU06000","Neurospora crassa OR74A","CM002241:3,127,664..3,129,474(+)","hypothetical protein","No","1","N/A"
"NCU06001","Neurospora crassa OR74A","CM002241:3,125,164..3,126,545(-)","hypothetical protein","No","1","N/A"
"NCU06003","Neurospora crassa OR74A","CM002241:3,118,714..3,121,671(-)","mannose-1-phosphate guanyltransferase","No","1","mpg-1"
"NCU06005","Neurospora crassa OR74A","CM002241:3,113,510..3,116,822(+)","glycerol kinase-1","No","1","glk-1"
"NCU06006","Neurospora crassa OR74A","CM002241:3,108,162..3,109,780(-)","serine/threonine protein kinase-37","No","1","stk-37"
"NCU06007","Neurospora crassa OR74A","CM002241:3,106,649..3,107,588(-)","hypothetical protein","No","1","N/A"
"NCU06008","Neurospora crassa OR74A","CM002241:3,104,908..3,106,997(+)","hypothetical protein","No","1","N/A"
"NCU06009","Neurospora crassa OR74A","CM002241:3,102,539..3,104,168(-)","oxidoreductase","No","1","N/A"
"NCU06010","Neurospora crassa OR74A","CM002241:3,098,626..3,101,641(+)","mutanase, variant 1, mutanase","No","2","gh71-2"
"NCU06011","Neurospora crassa OR74A","CM002241:3,092,610..3,097,787(+)","multidrug resistance protein 3","No","1","abc-6"
"NCU06012","Neurospora crassa OR74A","CM002241:3,089,204..3,091,311(+)","hypothetical protein","No","1","N/A"
"NCU06013","Neurospora crassa OR74A","CM002241:3,080,312..3,087,794(-)","polyketide synthase 1","No","1","pks-1"
"NCU06017","Neurospora crassa OR74A","CM002242:2,072,875..2,074,683(-)","thiosulfate sulfurtransferase","No","1","tst-1"
"NCU06018","Neurospora crassa OR74A","CM002242:2,071,142..2,072,727(-)","hypothetical protein","No","1","N/A"
"NCU06019","Neurospora crassa OR74A","CM002242:2,065,099..2,066,453(+)","hypothetical protein","No","1","N/A"
"NCU06020","Neurospora crassa OR74A","CM002242:2,060,478..2,062,381(+)","Chitinase","No","1","gh18-7"
"NCU06021","Neurospora crassa OR74A","CM002242:2,058,205..2,060,259(-)","WD repeat-containing protein jip-5, WD repeat-containing protein jip-5, variant 2, WD repeat-containing protein jip-5, variant 1","No","3","jip5"
"NCU06022","Neurospora crassa OR74A","CM002242:2,056,938..2,058,103(+)","qutG protein","No","1","qa-X"
"NCU06023","Neurospora crassa OR74A","CM002242:2,054,859..2,056,175(-)","catabolic 3-dehydroquinase","No","1","qa-2"
"NCU06024","Neurospora crassa OR74A","CM002242:2,053,590..2,054,705(+)","DHS dehydratase","No","1","qa-4"
"NCU06025","Neurospora crassa OR74A","CM002242:2,050,464..2,052,045(-)","shikimate/quinate 5-dehydrogenase","No","1","qa-3"
"NCU06026","Neurospora crassa OR74A","CM002242:2,048,234..2,050,885(+)","quinate permease","No","1","qa-Y"
"NCU06027","Neurospora crassa OR74A","CM002242:2,044,402..2,047,224(+)","repressor","No","1","qa-1S"
"NCU06028","Neurospora crassa OR74A","CM002242:2,040,689..2,043,712(-)","quinic acid utilization activator","No","1","qa-1F"
"NCU06029","Neurospora crassa OR74A","CM002242:2,038,175..2,040,112(+)","hypothetical protein","No","1","N/A"
"NCU06030","Neurospora crassa OR74A","CM002242:2,033,201..2,038,100(+)","regulatory protein ral2, variant 1, regulatory protein Ral2","No","2","N/A"
"NCU06031","Neurospora crassa OR74A","CM002242:2,030,147..2,032,152(+)","mitochondrial peroxiredoxin PRX1","No","1","rhd"
"NCU06032","Neurospora crassa OR74A","CM002242:2,026,036..2,029,603(+)","long-chain fatty acid transporter","No","1","fam-5"
"NCU06033","Neurospora crassa OR74A","CM002242:2,022,683..2,025,132(-)","GPI transamidase-3","No","1","gpit-3"
"NCU06034","Neurospora crassa OR74A","CM002242:2,021,301..2,022,730(+)","hypothetical protein","No","1","N/A"
"NCU06035","Neurospora crassa OR74A","CM002242:2,019,272..2,020,898(-)","elongation factor 1-beta","No","1","eef1B-alpha"
"NCU06037","Neurospora crassa OR74A","CM002242:2,015,667..2,017,113(+)","hypothetical protein","No","1","N/A"
"NCU06038","Neurospora crassa OR74A","CM002242:2,013,627..2,015,466(+)","ribosomal protein L36","No","1","mrp-59"
"NCU06039","Neurospora crassa OR74A","CM002242:2,010,666..2,013,372(-)","WD repeat protein","No","1","N/A"
"NCU06040","Neurospora crassa OR74A","CM002242:2,008,176..2,009,989(+)","hypothetical protein","No","1","N/A"
"NCU06041","Neurospora crassa OR74A","CM002242:2,005,289..2,007,359(-)","Arylsulfatase","No","1","ars-1"
"NCU06042","Neurospora crassa OR74A","CM002242:2,002,234..2,004,909(+)","FAD-dependent oxidoreductase-5","No","1","fxr-5"
"NCU06043","Neurospora crassa OR74A","CM002242:1,995,870..1,997,946(+)","GPR/FUN34 family protein","No","1","N/A"
"NCU06045","Neurospora crassa OR74A","CM002242:1,988,140..1,989,513(+)","hypothetical protein","No","1","N/A"
"NCU06046","Neurospora crassa OR74A","CM002242:1,986,795..1,987,373(-)","hypothetical protein","No","1","N/A"
"NCU06047","Neurospora crassa OR74A","CM002242:1,984,324..1,986,225(+)","40S ribosomal protein S2","No","1","crp-9"
"NCU06048","Neurospora crassa OR74A","CM002242:1,982,787..1,983,682(+)","40S ribosomal protein S30, variant 1, 40S ribosomal protein S30","No","2","crp-73"
"NCU06049","Neurospora crassa OR74A","CM002242:1,979,008..1,982,300(-)","DNA damage response protein RcaA","No","1","nbs1"
"NCU06050","Neurospora crassa OR74A","CM002242:1,974,793..1,978,775(+)","hypothetical protein","No","1","N/A"
"NCU06051","Neurospora crassa OR74A","CM002242:1,972,104..1,974,000(-)","hypothetical protein","No","1","N/A"
"NCU06052","Neurospora crassa OR74A","CM002242:1,968,986..1,972,030(+)","DnaJ domain-containing protein","No","1","N/A"
"NCU06054","Neurospora crassa OR74A","CM002242:1,962,715..1,966,114(-)","squalene synthetase, squalene synthetase, variant 1","No","2","erg-9"
"NCU06055","Neurospora crassa OR74A","CM002242:1,957,387..1,962,014(+)","extracellular alkaline protease","No","1","spr-5"
"NCU06056","Neurospora crassa OR74A","CM002242:1,953,633..1,956,788(-)","hypothetical protein","No","1","N/A"
"NCU06057","Neurospora crassa OR74A","CM002242:1,951,722..1,953,539(+)","GPI mannosyltransferase 1","No","1","gim-1"
"NCU06058","Neurospora crassa OR74A","CM002242:1,949,787..1,951,433(-)","amidohydrolase 2","No","1","N/A"
"NCU06059","Neurospora crassa OR74A","CM002242:1,948,175..1,949,743(-)","TRAX","No","1","trax"
"NCU06060","Neurospora crassa OR74A","CM002242:1,945,325..1,946,690(-)","hypothetical protein","No","1","N/A"
"NCU06061","Neurospora crassa OR74A","CM002242:1,941,462..1,943,456(-)","oxidoreductase","No","1","N/A"
"NCU06062","Neurospora crassa OR74A","CM002242:1,939,097..1,941,040(+)","siderophore transport-9","No","1","sit-9"
"NCU06063","Neurospora crassa OR74A","CM002242:1,935,141..1,937,701(-)","long-chain-fatty-acid-CoA ligase","No","1","fam-6"
"NCU06064","Neurospora crassa OR74A","CM002242:1,933,505..1,934,132(+)","hypothetical protein","No","1","N/A"
"NCU06065","Neurospora crassa OR74A","CM002242:1,927,024..1,932,678(+)","hypothetical protein","No","1","N/A"
"NCU06066","Neurospora crassa OR74A","CM002242:1,925,161..1,926,554(-)","hypothetical protein","No","1","N/A"
"NCU06067","Neurospora crassa OR74A","CM002242:1,919,468..1,924,712(+)","rho guanyl nucleotide exchange factor","No","1","cdc24"
"NCU06068","Neurospora crassa OR74A","CM002242:1,913,054..1,917,065(+)","fungal specific transcription factor","No","1","col-25"
"NCU06069","Neurospora crassa OR74A","CM002242:1,910,529..1,912,116(+)","hypothetical protein, variant 1, hypothetical protein","No","2","N/A"
"NCU06070","Neurospora crassa OR74A","CM002242:1,909,420..1,910,014(-)","hypothetical protein","No","1","N/A"
"NCU06071","Neurospora crassa OR74A","CM002242:1,907,906..1,909,282(+)","dehydropantoate reductase-2","No","1","dpr-2"
"NCU06072","Neurospora crassa OR74A","CM002242:1,903,534..1,905,871(+)","hypothetical protein","No","1","N/A"
"NCU06073","Neurospora crassa OR74A","CM002242:1,899,100..1,902,956(+)","hypothetical protein, hypothetical protein, variant 1","No","2","N/A"
"NCU06074","Neurospora crassa OR74A","CM002242:1,896,946..1,898,405(-)","hypothetical protein","No","1","N/A"
"NCU06075","Neurospora crassa OR74A","CM002242:1,892,860..1,898,500(+)","pyruvate kinase, variant 1, Pyruvate kinase","No","2","ace-8"
"NCU06076","Neurospora crassa OR74A","CM002242:1,891,554..1,893,824(-)","hypothetical protein, variant 3, hypothetical protein, variant 2, hypothetical protein, hypothetical protein, variant 1","No","4","N/A"
"NCU06077","Neurospora crassa OR74A","CM002242:1,888,508..1,891,316(+)","membrane transporter","No","1","N/A"
"NCU06078","Neurospora crassa OR74A","CM002242:1,885,374..1,886,736(-)","hypothetical protein","No","1","N/A"
"NCU06079","Neurospora crassa OR74A","CM002242:1,882,499..1,884,916(-)","hypothetical protein","No","1","N/A"
"NCU06080","Neurospora crassa OR74A","CM002242:1,875,898..1,877,483(-)","hypothetical protein","No","1","N/A"
"NCU06081","Neurospora crassa OR74A","CM002242:1,873,481..1,875,597(-)","hypothetical protein","No","1","N/A"
"NCU06082","Neurospora crassa OR74A","CM002242:1,872,441..1,873,197(+)","hypothetical protein","No","1","N/A"
"NCU06083","Neurospora crassa OR74A","CM002242:1,868,740..1,871,195(+)","hypothetical protein","No","1","N/A"
"NCU06084","Neurospora crassa OR74A","CM002242:1,864,912..1,866,640(-)","hypothetical protein","No","1","N/A"
"NCU06085","Neurospora crassa OR74A","CM002242:1,862,914..1,865,219(+)","LCCL domain-containing protein","No","1","N/A"
"NCU06086","Neurospora crassa OR74A","CM002242:1,861,091..1,862,396(+)","regulatory protein suaprga1","No","1","N/A"
"NCU06088","Neurospora crassa OR74A","CM002242:1,855,292..1,857,663(+)","hypothetical protein","No","1","N/A"
"NCU06089","Neurospora crassa OR74A","CM002242:1,851,057..1,854,368(-)","ribosome biogenesis-44","No","1","rbg-44"
"NCU06090","Neurospora crassa OR74A","CM002242:1,848,228..1,850,746(-)","hypothetical protein","No","1","N/A"
"NCU06091","Neurospora crassa OR74A","CM002242:1,844,831..1,847,877(-)","vacuolar protein sorting-associated protein 74","No","1","vps74"
"NCU06094","Neurospora crassa OR74A","CM002242:1,816,791..1,818,558(+)","hypothetical protein","No","1","N/A"
"NCU06095","Neurospora crassa OR74A","CM002242:1,812,241..1,816,456(-)","CP2 transcription factor, variant 1, CP2 transcription factor","No","2","csp-2"
"NCU06096","Neurospora crassa OR74A","CM002242:1,808,733..1,809,807(+)","hypothetical protein","No","1","N/A"
"NCU06098","Neurospora crassa OR74A","CM002242:1,801,570..1,804,755(+)","hypothetical protein","No","1","N/A"
"NCU06099","Neurospora crassa OR74A","CM002242:1,795,942..1,799,783(-)","hypothetical protein","No","1","N/A"
"NCU06101","Neurospora crassa OR74A","CM002242:1,793,032..1,795,619(-)","hypothetical protein","No","1","N/A"
"NCU06102","Neurospora crassa OR74A","CM002242:1,792,883..1,794,431(+)","hypothetical protein","No","1","N/A"
"NCU06103","Neurospora crassa OR74A","CM002242:1,788,290..1,792,684(-)","mitochondrial translation initiation factor","No","1","mif-1"
"NCU06104","Neurospora crassa OR74A","CM002242:1,786,583..1,788,315(+)","RLI and DUF367 domain-containing protein","No","1","N/A"
"NCU06105","Neurospora crassa OR74A","CM002242:1,783,280..1,786,375(-)","ADP-ribosylation factor-binding protein GGA1","No","1","adr-7"
"NCU06106","Neurospora crassa OR74A","CM002242:1,780,152..1,782,469(-)","hypothetical protein","No","1","N/A"
"NCU06107","Neurospora crassa OR74A","CM002242:1,778,699..1,779,966(+)","hypothetical protein","No","1","N/A"
"NCU06108","Neurospora crassa OR74A","CM002242:1,776,093..1,778,522(-)","UPF0135 protein","No","1","N/A"
"NCU06109","Neurospora crassa OR74A","CM002242:1,770,000..1,774,436(-)","hypothetical protein","No","1","N/A"
"NCU06110","Neurospora crassa OR74A","CM002242:1,764,461..1,767,138(-)","thiazole biosynthetic enzyme, thiazole biosynthetic enzyme, variant 3, thiazole biosynthetic enzyme, variant 1, thiazole biosynthetic enzyme, variant 2","No","4","thi4"
"NCU06111","Neurospora crassa OR74A","CM002242:1,762,523..1,764,786(+)","guanine triphosphate binding-26","No","1","gtp-26"
"NCU06112","Neurospora crassa OR74A","CM002242:1,757,842..1,760,507(-)","glutamate decarboxylase-3","No","1","gdc-3"
"NCU06113","Neurospora crassa OR74A","CM002242:1,755,967..1,757,891(+)","AMMECR1 family protein","No","1","N/A"
"NCU06114","Neurospora crassa OR74A","CM002242:1,753,075..1,754,131(-)","hypothetical protein","No","1","N/A"
"NCU06116","Neurospora crassa OR74A","CM002242:1,750,516..1,752,796(-)","hypothetical protein","No","1","N/A"
"NCU06117","Neurospora crassa OR74A","CM002242:1,746,986..1,750,429(-)","hypothetical protein","No","1","N/A"
"NCU06118","Neurospora crassa OR74A","CM002242:1,743,312..1,746,636(-)","hypothetical protein","No","1","nop9"
"NCU06119","Neurospora crassa OR74A","CM002242:1,743,020..1,744,089(+)","SET-5","No","1","set-5"
"NCU06120","Neurospora crassa OR74A","CM002242:1,741,823..1,742,686(+)","hypothetical protein","No","1","N/A"
"NCU06121","Neurospora crassa OR74A","CM002242:1,740,031..1,741,166(+)","hypothetical protein","No","1","N/A"
"NCU06122","Neurospora crassa OR74A","CM002242:1,730,407..1,735,499(-)","guanine triphosphate binding-24","No","1","gtp-24"
"NCU06123","Neurospora crassa OR74A","CM002242:1,724,781..1,728,670(-)","phosphoketolase-2","No","1","phk-2"
"NCU06124","Neurospora crassa OR74A","CM002242:1,718,728..1,719,837(+)","hypothetical protein","No","1","N/A"
"NCU06125","Neurospora crassa OR74A","CM002242:1,716,312..1,718,714(-)","hypothetical protein","No","1","N/A"
"NCU06126","Neurospora crassa OR74A","CM002242:1,714,161..1,715,435(+)","hypothetical protein","No","1","N/A"
"NCU06127","Neurospora crassa OR74A","CM002242:1,711,367..1,712,979(+)","hypothetical protein","No","1","N/A"
"NCU06128","Neurospora crassa OR74A","CM002242:1,708,251..1,710,134(+)","hypothetical protein","No","1","N/A"
"NCU06129","Neurospora crassa OR74A","CM002242:1,701,014..1,702,605(+)","hypothetical protein","No","1","N/A"
"NCU06130","Neurospora crassa OR74A","CM002242:1,695,981..1,698,202(+)","hypothetical protein","No","1","N/A"
"NCU06131","Neurospora crassa OR74A","CM002242:1,692,299..1,694,511(+)","hypothetical protein","No","1","N/A"
"NCU06132","Neurospora crassa OR74A","CM002242:1,689,319..1,691,923(+)","siderophore transport-6","No","1","sit-6"
"NCU06133","Neurospora crassa OR74A","CM002242:1,684,568..1,685,551(+)","hypothetical protein","No","1","N/A"
"NCU06134","Neurospora crassa OR74A","CM002242:1,682,675..1,683,877(+)","hypothetical protein","No","1","N/A"
"NCU06135","Neurospora crassa OR74A","CM002242:1,680,265..1,681,809(-)","hypothetical protein","No","1","N/A"
"NCU06136","Neurospora crassa OR74A","CM002242:1,677,049..1,678,672(-)","hypothetical protein","No","1","N/A"
"NCU06137","Neurospora crassa OR74A","CM002242:1,674,023..1,676,109(+)","cytochrome P450-like-13","No","1","cyp450-13"
"NCU06138","Neurospora crassa OR74A","CM002242:1,671,268..1,673,640(+)","quinate permease","No","1","mfs-19"
"NCU06139","Neurospora crassa OR74A","CM002242:1,668,917..1,670,394(+)","hypothetical protein","No","1","N/A"
"NCU06140","Neurospora crassa OR74A","CM002242:1,664,902..1,667,041(-)","hypothetical protein","No","1","vsd-8"
"NCU06141","Neurospora crassa OR74A","CM002242:1,662,671..1,664,247(+)","protoheme IX farnesyltransferase","No","1","pft-1"
"NCU06142","Neurospora crassa OR74A","CM002242:1,658,512..1,660,661(-)","hypothetical protein","No","1","N/A"
"NCU06143","Neurospora crassa OR74A","CM002242:1,653,253..1,656,672(-)","hypothetical protein","No","1","gh115-1"
"NCU06144","Neurospora crassa OR74A","CM002242:1,647,645..1,652,816(-)","kinesin-8","No","1","kin-8"
"NCU06145","Neurospora crassa OR74A","CM002242:1,645,786..1,647,480(-)","RING-6","No","1","ada-21"
"NCU06146","Neurospora crassa OR74A","CM002242:1,642,508..1,644,998(-)","Septal pore-associated protein, putative","No","1","N/A"
"NCU06147","Neurospora crassa OR74A","CM002242:1,640,838..1,642,206(+)","hypothetical protein","No","1","sad-5"
"NCU06148","Neurospora crassa OR74A","CM002242:1,636,615..1,639,272(+)","hypothetical protein","No","1","N/A"
"NCU06149","Neurospora crassa OR74A","CM002242:1,630,415..1,634,765(+)","ATP-dependent RNA helicase dhh-1","No","1","drh-10"
"NCU06150","Neurospora crassa OR74A","CM002242:1,626,629..1,628,838(-)","hypothetical protein, hypothetical protein, variant 1","No","2","N/A"
"NCU06152","Neurospora crassa OR74A","CM002242:1,619,308..1,620,764(+)","hypothetical protein","No","1","N/A"
"NCU06153","Neurospora crassa OR74A","CM002242:1,615,135..1,617,352(-)","monooxygenase","No","1","N/A"
"NCU06154","Neurospora crassa OR74A","CM002242:1,614,141..1,614,744(+)","hypothetical protein","No","1","N/A"
"NCU06155","Neurospora crassa OR74A","CM002242:1,613,019..1,613,812(+)","hypothetical protein","No","1","N/A"
"NCU06156","Neurospora crassa OR74A","CM002242:1,609,429..1,610,506(+)","hypothetical protein","No","1","N/A"
"NCU06157","Neurospora crassa OR74A","CM002242:1,606,958..1,608,378(+)","hypothetical protein","No","1","N/A"
"NCU06159","Neurospora crassa OR74A","CM002242:1,601,119..1,603,120(-)","MFS transporter","No","1","N/A"
"NCU06160","Neurospora crassa OR74A","CM002242:1,597,989..1,598,684(+)","hypothetical protein","No","1","N/A"
"NCU06161","Neurospora crassa OR74A","CM002242:1,596,603..1,597,449(-)","hypothetical protein","No","1","N/A"
"NCU06163","Neurospora crassa OR74A","CM002242:1,592,073..1,592,855(-)","hypothetical protein","No","1","N/A"
"NCU06164","Neurospora crassa OR74A","CM002242:1,589,163..1,591,040(-)","hypothetical protein","No","1","N/A"
"NCU06165","Neurospora crassa OR74A","CM002242:1,586,559..1,588,808(+)","hypothetical protein","No","1","N/A"
"NCU06166","Neurospora crassa OR74A","CM002242:1,584,050..1,585,946(+)","Alpha-1,2-mannosyltransferase","No","1","gt15-4"
"NCU06167","Neurospora crassa OR74A","CM002242:1,580,889..1,583,172(-)","MFS monocarboxylate transporter","No","1","mfs-4"
"NCU06168","Neurospora crassa OR74A","CM002242:1,577,257..1,580,578(-)","diphthamide biosynthesis protein 2","No","1","dph-2"
"NCU06169","Neurospora crassa OR74A","CM002242:1,576,619..1,578,342(+)","hypothetical protein","No","1","N/A"
"NCU06170","Neurospora crassa OR74A","CM002242:1,572,992..1,574,995(-)","hypothetical protein","No","1","N/A"
"NCU06171","Neurospora crassa OR74A","CM002238:1,751,036..1,755,898(+)","actin cytoskeleton-regulatory complex protein pan-1","No","1","ask-3"
"NCU06173","Neurospora crassa OR74A","CM002238:1,761,479..1,765,658(+)","hypothetical protein, hypothetical protein, variant 1","No","2","sgr-21"
"NCU06174","Neurospora crassa OR74A","CM002238:1,766,142..1,768,420(-)","DUF1649 domain-containing protein","No","1","N/A"
"NCU06175","Neurospora crassa OR74A","CM002238:1,769,080..1,771,558(+)","Peroxisomal membrane protein","No","1","pex3"
"NCU06176","Neurospora crassa OR74A","CM002238:1,771,574..1,773,252(-)","TRAPP complex subunit, variant 1, TRAPP complex subunit","No","2","N/A"
"NCU06177","Neurospora crassa OR74A","CM002238:1,774,060..1,777,163(+)","Calcium/calmodulin-dependent protein kinase type III","No","1","camk-3"
"NCU06179","Neurospora crassa OR74A","CM002238:1,785,065..1,790,028(+)","serine/threonine-protein kinase hal4","No","1","stk-5"
"NCU06180","Neurospora crassa OR74A","CM002238:1,790,619..1,792,643(+)","hypothetical protein","No","1","N/A"
"NCU06181","Neurospora crassa OR74A","CM002238:1,792,762..1,798,925(-)","hypothetical protein","No","1","N/A"
"NCU06182","Neurospora crassa OR74A","CM002238:1,804,191..1,808,733(+)","MAPKK kinase","No","1","nrc-1"
"NCU06183","Neurospora crassa OR74A","CM002238:1,809,408..1,813,151(-)","vacuolar protein sorting protein Vps18","No","1","vps18"
"NCU06185","Neurospora crassa OR74A","CM002238:1,817,033..1,819,468(-)","ACW-9","No","1","acw-9"
"NCU06186","Neurospora crassa OR74A","CM002238:1,821,549..1,826,583(+)","hypothetical protein","No","1","N/A"
"NCU06187","Neurospora crassa OR74A","CM002238:1,826,859..1,829,148(-)","Adenylosuccinate lyase","No","1","ad-4"
"NCU06189","Neurospora crassa OR74A","CM002238:1,834,819..1,837,576(-)","5-aminolevulinate synthase","No","1","alv-1"
"NCU06190","Neurospora crassa OR74A","CM002238:1,838,943..1,845,994(-)","ATRX","No","1","atrx"
"NCU06191","Neurospora crassa OR74A","CM002238:1,846,618..1,849,079(+)","glutathione synthetase-1","No","2","gts-1"
"NCU06192","Neurospora crassa OR74A","CM002238:1,848,772..1,851,279(-)","vacuolar protein sorting-associated protein 45","No","1","vps45"
"NCU06193","Neurospora crassa OR74A","CM002238:1,851,480..1,853,337(+)","mitochondrial morphology maintaining protein MMM1","No","1","mmm-1"
"NCU06194","Neurospora crassa OR74A","CM002238:1,853,710..1,856,585(+)","glycerophospholipid-8","No","1","gpl-8"
"NCU06196","Neurospora crassa OR74A","CM002238:1,857,193..1,862,255(-)","hypothetical protein","No","1","N/A"
"NCU06197","Neurospora crassa OR74A","CM002238:1,862,257..1,863,149(+)","hypothetical protein","No","1","N/A"
"NCU06198","Neurospora crassa OR74A","CM002238:1,866,865..1,869,587(-)","GDP-mannose transporter","No","1","vtr-5"
"NCU06199","Neurospora crassa OR74A","CM002238:1,869,911..1,875,534(-)","RNA binding protein Jsn1","No","1","puf1"
"NCU06200","Neurospora crassa OR74A","CM002238:1,878,583..1,880,628(+)","DUF1682 domain-containing protein","No","1","N/A"
"NCU06201","Neurospora crassa OR74A","CM002238:1,880,471..1,882,784(-)","cell wall synthesis-1","No","2","cws-1"
"NCU06202","Neurospora crassa OR74A","CM002238:1,883,165..1,887,524(+)","serine/threonine protein kinase","No","1","stk-38"
"NCU06203","Neurospora crassa OR74A","CM002238:1,890,003..1,892,829(-)","hypothetical protein","No","1","N/A"
"NCU06204","Neurospora crassa OR74A","CM002238:1,901,829..1,904,159(+)","hypothetical protein","No","1","N/A"
"NCU06205","Neurospora crassa OR74A","CM002238:1,904,221..1,907,451(-)","transcriptional repressor rco-1","No","1","rco-1"
"NCU06206","Neurospora crassa OR74A","CM002238:1,911,041..1,912,573(+)","hypothetical protein, variant 1, hypothetical protein","No","2","N/A"
"NCU06207","Neurospora crassa OR74A","CM002238:1,913,265..1,916,162(+)","C-5 sterol desaturase","No","1","erg-3"
"NCU06209","Neurospora crassa OR74A","CM002238:1,915,984..1,917,870(-)","hypothetical protein","No","1","N/A"
"NCU06210","Neurospora crassa OR74A","CM002238:1,918,218..1,920,002(+)","hypothetical protein","No","1","N/A"
"NCU06211","Neurospora crassa OR74A","CM002238:1,920,126..1,922,485(+)","Malate dehydrogenase, malate dehydrogenase, variant 1","No","2","tca-16"
"NCU06212","Neurospora crassa OR74A","CM002238:1,922,430..1,924,436(-)","trafficking protein particle complex subunit 6B","No","1","vtr-6"
"NCU06213","Neurospora crassa OR74A","CM002238:1,924,664..1,927,828(-)","zinc finger transcription factor-9","No","2","znf-9"
"NCU06214","Neurospora crassa OR74A","CM002238:1,928,122..1,929,353(+)","hypothetical protein","No","1","N/A"
"NCU06215","Neurospora crassa OR74A","CM002238:1,929,437..1,932,816(+)","transferase","No","1","gpit-6"
"NCU06216","Neurospora crassa OR74A","CM002238:1,932,830..1,937,221(-)","nuclear condensin complex subunit 3","No","1","cnd-4"
"NCU06217","Neurospora crassa OR74A","CM002238:1,937,493..1,940,150(+)","nucleolar protein 4","No","1","rbg-31"
"NCU06218","Neurospora crassa OR74A","CM002238:1,940,204..1,943,687(-)","DUF803 domain membrane protein","No","1","N/A"
"NCU06220","Neurospora crassa OR74A","CM002238:1,944,822..1,947,192(+)","hypothetical protein, hypothetical protein, variant 1","No","2","N/A"
"NCU06221","Neurospora crassa OR74A","CM002238:1,948,074..1,949,535(-)","hypothetical protein","No","1","N/A"
"NCU06222","Neurospora crassa OR74A","CM002238:1,950,812..1,953,764(-)","tyrosyl-DNA phosphodiesterase domain-containing protein","No","1","N/A"
"NCU06223","Neurospora crassa OR74A","CM002238:1,955,541..1,957,221(-)","hypothetical protein","No","1","N/A"
"NCU06224","Neurospora crassa OR74A","CM002238:1,957,519..1,959,215(+)","RING-box protein 1, variant 2, RING-box protein 1, RING-box protein 1, variant 1","No","3","N/A"
"NCU06226","Neurospora crassa OR74A","CM002238:1,965,660..1,967,162(-)","60S ribosomal protein L25","No","1","crp-56"
"NCU06227","Neurospora crassa OR74A","CM002238:1,967,212..1,971,091(+)","hypothetical protein","No","1","N/A"
"NCU06228","Neurospora crassa OR74A","CM002238:1,972,743..1,974,639(-)","hypothetical protein","No","1","utr4"
"NCU06229","Neurospora crassa OR74A","CM002238:1,975,357..1,975,805(+)","hypothetical protein","No","1","N/A"
"NCU06230","Neurospora crassa OR74A","CM002238:1,980,522..1,984,455(+)","serine/threonine protein kinase","No","1","stk-39"
"NCU06231","Neurospora crassa OR74A","CM002238:1,986,434..1,989,937(-)","vacuolar amino acid transporter 1","No","1","aap-16"
"NCU06232","Neurospora crassa OR74A","CM002238:1,990,931..1,993,483(-)","3-isopropylmalate dehydrogenase","No","1","leu-1"
"NCU06233","Neurospora crassa OR74A","CM002238:1,994,089..1,997,860(-)","hypothetical protein","No","1","N/A"
"NCU06234","Neurospora crassa OR74A","CM002238:1,998,310..1,999,669(+)","hypothetical protein","No","1","N/A"
"NCU06235","Neurospora crassa OR74A","CM002238:1,999,970..2,003,466(-)","hypothetical protein","No","1","N/A"
"NCU06236","Neurospora crassa OR74A","CM002238:2,004,271..2,005,648(+)","hypothetical protein","No","1","N/A"
"NCU06237","Neurospora crassa OR74A","CM002238:2,008,909..2,010,679(-)","hypothetical protein","No","1","N/A"
"NCU06238","Neurospora crassa OR74A","CM002238:2,010,318..2,014,174(+)","chromatin remodeling complex subunit","No","1","arp-8"
"NCU06239","Neurospora crassa OR74A","CM002238:2,014,533..2,017,945(+)","hypothetical protein","No","1","N/A"
"NCU06240","Neurospora crassa OR74A","CM002238:2,018,007..2,021,587(-)","cAMP-dependent protein kinase type 3","No","1","pkac-1"
