protein_id	source_proteome	C286	C287	C288	C289	C294	C298	clade01	clade02	clade03	clade04	clade05	clade06	clade07	clade08
UHM1073.23039_R.bin.125|k141_405036_78	C288	1	1	1	1	0	0	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_405036_79	C288	1	0	1	0	0	0	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_405036_80	C288	1	1	1	1	1	0	1	1	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_405036_82	C288	1	0	1	0	0	0	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_1	C288	1	1	1	1	1	1	0	0	0	0	0	1	0	0
UHM1073.23039_R.bin.125|k141_223244_3	C288	1	0	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_14	C288	1	1	1	1	0	1	0	0	0	1	0	1	0	1
UHM1073.23039_R.bin.125|k141_223244_15	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_16	C288	1	1	1	1	1	1	1	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_223244_17	C288	1	1	1	1	1	1	0	1	0	0	0	1	0	0
UHM1073.23039_R.bin.125|k141_223244_18	C288	1	1	1	1	1	1	0	1	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_19	C288	1	1	1	1	1	1	0	1	1	0	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_20	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_21	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_22	C288	1	1	1	1	1	1	1	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_223244_24	C288	1	1	1	1	1	1	0	0	0	1	0	0	1	0
UHM1073.23039_R.bin.125|k141_223244_25	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_26	C288	1	1	1	1	1	1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_27	C288	1	1	1	1	1	1	1	1	1	1	1	0	1	1
UHM1073.23039_R.bin.125|k141_223244_28	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_29	C288	1	1	1	1	1	1	0	1	0	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_30	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_31	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_33	C288	1	1	1	1	1	1	1	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_223244_34	C288	1	1	1	1	1	0	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_35	C288	1	1	1	1	1	1	1	0	0	1	1	1	0	1
UHM1073.23039_R.bin.125|k141_223244_36	C288	1	1	1	1	1	1	1	0	0	0	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_37	C288	1	1	1	1	1	1	0	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_223244_44	C288	1	1	1	1	1	1	1	1	1	0	1	0	0	1
UHM1073.23039_R.bin.125|k141_223244_45	C288	1	1	1	1	1	1	1	1	0	0	1	0	0	0
UHM1073.23039_R.bin.125|k141_223244_46	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_47	C288	1	1	1	1	0	0	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_48	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_49	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_50	C288	1	1	1	1	1	1	1	1	0	0	0	1	1	0
UHM1073.23039_R.bin.125|k141_223244_51	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_52	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_53	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_54	C288	1	1	1	1	1	1	1	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_223244_55	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_57	C288	1	1	1	1	1	1	1	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_223244_58	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_59	C288	1	1	1	1	0	1	1	1	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_223244_61	C288	1	1	1	0	1	1	1	1	0	0	1	1	1	0
UHM1073.23039_R.bin.125|k141_223244_62	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_63	C288	1	1	1	1	0	0	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_65	C288	1	1	1	1	0	1	0	0	1	1	1	1	0	0
UHM1073.23039_R.bin.125|k141_223244_66	C288	1	1	1	1	1	1	0	0	0	0	0	0	1	0
UHM1073.23039_R.bin.125|k141_223244_68	C288	1	1	1	1	1	1	1	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_223244_71	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_72	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_73	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_74	C288	1	1	1	1	1	1	1	1	1	1	0	0	0	1
UHM1073.23039_R.bin.125|k141_223244_75	C288	1	1	1	1	1	1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_76	C288	1	1	1	1	1	1	1	1	1	1	1	0	1	1
UHM1073.23039_R.bin.125|k141_223244_81	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_82	C288	1	1	1	1	1	1	1	1	0	0	0	1	0	0
UHM1073.23039_R.bin.125|k141_223244_83	C288	1	1	1	1	1	1	0	1	0	0	1	0	0	1
UHM1073.23039_R.bin.125|k141_223244_84	C288	1	1	1	1	0	1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_85	C288	1	1	1	1	1	1	0	0	1	1	1	0	0	1
UHM1073.23039_R.bin.125|k141_223244_86	C288	1	1	1	1	1	1	1	1	1	1	1	1	0	1
UHM1073.23039_R.bin.125|k141_223244_87	C288	1	1	1	1	1	1	1	1	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_223244_88	C288	1	1	1	1	1	1	1	1	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_223244_92	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_93	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_94	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_95	C288	1	1	1	1	0	1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_96	C288	1	1	1	1	1	1	0	1	1	0	1	0	1	1
UHM1073.23039_R.bin.125|k141_223244_98	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_99	C288	1	1	1	1	1	1	0	1	0	0	1	1	1	0
UHM1073.23039_R.bin.125|k141_223244_102	C288	1	1	1	1	1	1	1	1	1	1	1	1	0	0
UHM1073.23039_R.bin.125|k141_223244_103	C288	1	1	1	1	1	1	1	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_104	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_111	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_112	C288	1	1	1	1	1	1	0	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_223244_114	C288	1	1	1	1	1	1	1	1	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_223244_115	C288	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_117	C288	1	1	1	1	1	1	1	0	1	0	1	0	0	0
UHM1073.23039_R.bin.125|k141_223244_118	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_119	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_120	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_121	C288	1	1	1	1	1	1	1	0	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_122	C288	1	1	1	1	1	1	1	1	0	0	1	1	0	1
UHM1073.23039_R.bin.125|k141_223244_123	C288	1	1	1	1	1	1	1	1	0	0	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_124	C288	1	1	1	1	1	0	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_125	C288	1	1	1	1	1	1	1	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_223244_126	C288	1	1	1	1	1	1	1	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_223244_127	C288	1	1	1	1	1	1	1	0	0	0	0	1	1	1
UHM1073.23039_R.bin.125|k141_223244_128	C288	1	1	1	1	0	0	0	0	0	0	0	0	1	1
UHM1073.23039_R.bin.125|k141_223244_129	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_130	C288	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_131	C288	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_132	C288	1	1	1	1	0	0	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_133	C288	1	1	1	1	0	1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_134	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_135	C288	1	1	1	1	1	0	0	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_223244_136	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_137	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_140	C288	1	1	1	1	1	0	0	0	0	0	0	0	1	0
UHM1073.23039_R.bin.125|k141_223244_141	C288	1	1	1	1	1	1	0	0	0	0	0	1	0	0
UHM1073.23039_R.bin.125|k141_42250_4	C288	1	1	1	1	1	1	1	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_42250_6	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_42250_7	C288	1	1	1	1	1	1	0	1	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_42250_8	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_42250_9	C288	1	1	1	1	1	1	1	0	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_42250_11	C288	1	1	1	1	1	1	1	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_42250_13	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_42250_14	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_42250_15	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_42250_16	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_42250_17	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_42250_18	C288	1	1	1	1	1	1	1	1	0	0	1	1	0	1
UHM1073.23039_R.bin.125|k141_42250_22	C288	1	1	1	1	1	1	1	1	1	1	1	1	0	1
UHM1073.23039_R.bin.125|k141_42250_23	C288	1	1	1	1	1	1	1	1	1	1	1	1	0	0
UHM1073.23039_R.bin.125|k141_42250_24	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_42250_25	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_42250_26	C288	1	0	1	1	1	1	1	0	0	0	0	0	1	0
UHM1073.23039_R.bin.125|k141_42250_27	C288	1	1	1	1	1	0	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_42250_28	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_42250_29	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_42250_30	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_42250_32	C288	1	1	1	0	1	1	1	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_528162_2	C288	1	1	1	1	1	1	1	1	0	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_528162_3	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_528162_4	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_528162_5	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_528162_6	C288	1	1	1	1	0	1	0	0	0	0	0	1	0	0
UHM1073.23039_R.bin.125|k141_528162_8	C288	1	1	1	1	0	1	0	0	1	0	0	0	1	1
UHM1073.23039_R.bin.125|k141_528162_9	C288	1	1	1	1	0	1	1	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_610428_1	C288	1	1	1	1	1	1	1	1	0	0	1	0	1	0
UHM1073.23039_R.bin.125|k141_610428_5	C288	1	1	1	1	1	1	1	1	1	0	1	0	1	1
UHM1073.23039_R.bin.125|k141_610428_6	C288	1	1	1	1	0	0	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_610428_7	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_610428_8	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_610428_9	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_610428_10	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_610428_11	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_610428_12	C288	1	1	1	1	0	1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_610428_13	C288	1	1	1	1	1	1	0	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_610428_14	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UHM1073.23039_R.bin.125|k141_610428_15	C288	1	1	1	1	1	1	0	1	0	0	1	1	0	1
UHM1073.23039_R.bin.125|k141_610428_16	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_610428_17	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_610428_18	C288	1	1	1	1	1	1	1	0	0	0	1	1	1	1
UHM1073.23039_R.bin.125|k141_610428_19	C288	1	1	1	1	1	1	0	1	0	0	0	1	0	0
UHM1073.23039_R.bin.125|k141_610428_24	C288	1	1	1	1	1	1	1	1	1	1	0	0	0	1
UHM1073.23039_R.bin.125|k141_610428_25	C288	1	1	1	1	0	1	1	0	0	1	1	1	0	1
UHM1073.23039_R.bin.125|k141_610428_26	C288	1	1	1	1	0	1	0	0	0	0	0	1	0	0
UHM1073.23039_R.bin.125|k141_610428_27	C288	1	1	1	1	1	1	1	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_610428_28	C288	1	1	1	1	1	1	0	1	0	0	0	1	0	0
UHM1073.23039_R.bin.125|k141_610428_29	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_610428_30	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_610428_31	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_1	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_3	C288	1	1	1	1	1	1	0	0	0	0	1	0	0	0
UHM1073.23039_R.bin.125|k141_490033_4	C288	1	1	1	1	1	1	1	1	1	1	0	0	1	1
UHM1073.23039_R.bin.125|k141_490033_5	C288	1	1	1	1	1	1	0	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_490033_6	C288	1	1	1	1	1	1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_7	C288	1	1	1	1	1	1	1	1	1	1	0	1	1	0
UHM1073.23039_R.bin.125|k141_490033_8	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_9	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_10	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_11	C288	1	1	1	1	1	1	1	1	1	1	1	0	1	1
UHM1073.23039_R.bin.125|k141_490033_12	C288	1	1	1	1	0	0	0	0	0	0	0	1	0	0
UHM1073.23039_R.bin.125|k141_490033_14	C288	1	1	1	1	0	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_15	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_16	C288	1	1	1	1	1	1	0	1	0	0	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_17	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_18	C288	1	1	1	1	1	1	1	1	0	1	1	1	0	0
UHM1073.23039_R.bin.125|k141_490033_19	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_21	C288	1	1	1	1	1	1	1	1	1	1	0	1	1	0
UHM1073.23039_R.bin.125|k141_490033_22	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_24	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_25	C288	1	1	1	1	1	1	1	1	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_26	C288	1	1	1	1	1	1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_27	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_28	C288	1	1	1	1	1	1	1	1	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_490033_29	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_30	C288	1	1	1	1	1	1	0	1	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_490033_31	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_32	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_33	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_34	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_35	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_39	C288	1	1	1	1	1	1	1	1	1	1	1	1	0	1
UHM1073.23039_R.bin.125|k141_490033_40	C288	1	0	1	0	1	1	1	1	1	1	1	0	1	1
UHM1073.23039_R.bin.125|k141_490033_41	C288	1	1	1	1	1	1	1	1	1	1	1	0	1	1
UHM1073.23039_R.bin.125|k141_490033_42	C288	1	1	1	1	0	1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_43	C288	1	1	1	1	1	1	1	1	1	1	1	0	1	1
UHM1073.23039_R.bin.125|k141_490033_44	C288	1	1	1	1	1	0	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_45	C288	1	1	1	1	1	0	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_48	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_49	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_52	C288	1	1	1	1	1	1	0	1	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_490033_53	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_54	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_56	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_58	C288	1	1	1	1	1	1	0	1	0	1	0	0	1	0
UHM1073.23039_R.bin.125|k141_490033_60	C288	1	1	1	1	0	1	1	0	0	0	0	1	0	0
UHM1073.23039_R.bin.125|k141_490033_61	C288	1	1	1	1	1	1	1	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_490033_62	C288	1	1	1	1	0	0	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_63	C288	1	1	1	1	1	1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_64	C288	1	1	1	0	1	1	1	0	1	1	0	0	0	1
UHM1073.23039_R.bin.125|k141_490033_65	C288	1	1	1	0	0	1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_66	C288	1	1	1	0	0	1	0	0	0	0	1	0	0	0
UHM1073.23039_R.bin.125|k141_490033_67	C288	1	1	1	1	1	1	0	1	1	1	0	0	1	1
UHM1073.23039_R.bin.125|k141_490033_68	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_69	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_70	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_76	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_77	C288	1	1	1	1	1	1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_78	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_79	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_80	C288	1	1	1	1	0	1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_82	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_83	C288	1	1	1	1	1	1	0	1	1	1	0	0	0	1
UHM1073.23039_R.bin.125|k141_490033_85	C288	1	1	1	1	1	0	1	1	0	1	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_86	C288	1	1	1	1	1	1	0	1	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_490033_87	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_88	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_89	C288	1	0	1	1	1	1	1	1	1	0	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_90	C288	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_92	C288	1	1	1	1	1	1	1	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_490033_95	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_96	C288	1	1	1	1	1	1	1	0	0	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_97	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_98	C288	1	1	1	1	1	1	1	1	1	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_100	C288	1	1	1	1	1	1	1	1	1	1	0	1	0	1
UHM1073.23039_R.bin.125|k141_490033_101	C288	1	1	1	1	1	1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_102	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_103	C288	1	1	1	1	1	1	1	1	0	0	1	0	0	0
UHM1073.23039_R.bin.125|k141_490033_104	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UHM1073.23039_R.bin.125|k141_490033_105	C288	1	1	1	1	1	0	0	1	1	1	1	1	0	1
UHM1073.23039_R.bin.125|k141_490033_106	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_108	C288	1	1	1	1	1	1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_109	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_110	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_113	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UHM1073.23039_R.bin.125|k141_490033_114	C288	1	1	1	1	1	1	0	1	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_490033_115	C288	1	1	1	1	1	1	0	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_490033_116	C288	1	1	1	1	1	1	0	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_490033_117	C288	1	1	1	1	1	1	0	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_490033_119	C288	1	1	1	1	1	1	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_120	C288	1	1	1	1	1	1	1	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_490033_121	C288	1	1	1	0	1	1	1	1	1	1	0	1	1	1
UHM1073.23039_R.bin.125|k141_490033_122	C288	1	1	1	0	1	1	1	1	1	1	0	0	1	1
UHM1073.23039_R.bin.125|k141_490033_123	C288	1	1	1	0	1	1	1	1	1	1	0	0	1	1
UHM1073.23039_R.bin.125|k141_490033_124	C288	1	1	1	1	1	1	1	1	1	1	1	0	1	1
UHM1073.23039_R.bin.125|k141_490033_125	C288	1	1	1	1	1	1	1	1	0	0	1	0	1	0
UHM1073.23039_R.bin.125|k141_490033_126	C288	1	1	1	1	1	1	1	1	1	1	1	0	1	1
UHM1073.23039_R.bin.125|k141_490033_127	C288	1	1	1	1	1	1	1	1	0	0	1	0	0	0
UHM1073.23039_R.bin.125|k141_490033_128	C288	1	1	1	1	1	1	1	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_129	C288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
