protein_id	source_proteome	C286	C287	C288	C289	C294	C298	clade01	clade02	clade03	clade04	clade05	clade06	clade07	clade08
UHM1210.23070_R.bin.101|k141_609199_22	C294	4.2e-173	3.46e-175	1.0399999999999999e-176	8.18e-176		7.74e-162	1.8700000000000002e-125	1.79e-122	8.79e-112	3.55e-119	4.38e-116	3.05e-115	8.98e-120	3.9000000000000003e-125
UHM1210.23070_R.bin.101|k141_609199_23	C294	1.22e-118	1.17e-129	1.24e-124	9.93e-66		6.88e-85	3.1899999999999997e-82	1.42e-83	1.69e-80	1.82e-78		1.51e-95	2.22e-74	2.12e-84
UHM1210.23070_R.bin.101|k141_609199_24	C294	4.14e-230	2.38e-229	1.76e-231	1.53e-227		7.23e-205	2.08e-175	1.46e-154	1.47e-150	1.15e-146	1.5199999999999998e-176	1.54e-175	5.31e-143	5.11e-143
UHM1210.23070_R.bin.101|k141_609199_25	C294	9.43e-115	4.67e-115	3.2699999999999997e-115	5.2e-114		3.52e-102	5.9e-95	7.14e-96	5.32e-97	4.4800000000000003e-97	2.74e-98	3.0800000000000003e-97	2.5000000000000002e-89	3.52e-91
UHM1210.23070_R.bin.101|k141_609199_26	C294	6.139999999999999e-104	6.07e-107	1.3999999999999998e-105	4.75e-106		1.67e-97	8.39e-104	1.28e-93	1.85e-96	1.24e-92	1.63e-92	2.18e-87	3.43e-26	1.18e-97
UHM1210.23070_R.bin.101|k141_609199_30	C294	4.99e-101	1.07e-234	6.860000000000001e-237	4.3499999999999997e-175		5.38e-227	4.96e-185	9.66e-162	9.37e-168			3.93e-184	1.65e-166	3.9599999999999997e-159
UHM1210.23070_R.bin.101|k141_609199_32	C294	2.95e-83					1.6699999999999998e-82	2.8999999999999997e-75				1.1100000000000001e-80			
UHM1210.23070_R.bin.101|k141_609199_33	C294	3.76e-215	8.729999999999999e-216	8.059999999999999e-216	8.04e-217		2.07e-206	2.46e-206	1.5799999999999998e-203	5.82e-201	1.32e-196		1.48e-205	9.419999999999999e-197	6.5100000000000005e-198
UHM1210.23070_R.bin.101|k141_609199_34	C294	1.45e-105	3.17e-135	2.89e-138	2.28e-136		2.3799999999999998e-95	1.56e-100	2.35e-96	2.24e-89	2.03e-85	5.9e-94	4.92e-102	1.67e-79	4.45e-83
UHM1210.23070_R.bin.101|k141_609199_35	C294	0.0	1.58e-149	0.0	0.0		0.0	0.0	0.0	1.14e-307	1.54e-312	0.0	0.0	6.57e-296	4.81e-315
UHM1210.23070_R.bin.101|k141_609199_36	C294	6.01e-42													
UHM1210.23070_R.bin.101|k141_609199_37	C294	0.0	0.0	0.0	0.0		0.0	7.36e-40	7.74e-260	3.22e-168	8.77e-168	4.67e-171		9.28e-178	5.2900000000000004e-163
UHM1210.23070_R.bin.101|k141_609199_39	C294	7.05e-112	3.12e-201	3.9e-51	6.25e-201				1.6999999999999998e-47			5.609999999999999e-228			
UHM1210.23070_R.bin.101|k141_609199_40	C294	1.28e-88	1.1299999999999999e-239		1.09e-239			6.26e-199				1.69e-126			
UHM1210.23070_R.bin.101|k141_609199_41	C294	3.2899999999999995e-104	4.07e-145		2.92e-147		1.29e-10	1.32e-07		3.94e-10		4.9400000000000004e-123			
UHM1210.23070_R.bin.101|k141_609199_42	C294	5.17e-43	5.42e-96		1.49e-95			1.02e-91				1.9099999999999998e-106			
UHM1210.23070_R.bin.101|k141_609199_46	C294	1.87e-10	1.26e-06	3.02e-19	1.16e-19		4.67e-26								7.41e-25
UHM1210.23070_R.bin.101|k141_609199_54	C294	1.07e-07										9.48e-06			
UHM1210.23070_R.bin.101|k141_13322_3	C294	7.37e-77	1.18e-98	2.5299999999999998e-95	3.42e-99				9.92e-61	2.3899999999999998e-54	3.9999999999999995e-54	1.6900000000000002e-73	4.4199999999999994e-61		1.08e-46
UHM1210.23070_R.bin.101|k141_13322_4	C294	7.700000000000001e-111	4.01e-118	1.61e-117	7.1300000000000005e-121		1.09e-116	1.66e-87	9.08e-92	4.07e-68	3.64e-72	1.98e-106	1.8000000000000002e-104	9.619999999999999e-67	8.97e-70
UHM1210.23070_R.bin.101|k141_13322_5	C294	1.01e-69	2.78e-79	1.11e-78	3.08e-78		1.7799999999999998e-54		1.56e-53				1.3e-25		
UHM1210.23070_R.bin.101|k141_13322_6	C294	3.7400000000000003e-29	4.2400000000000003e-32	1.9900000000000003e-31	1.22e-32							1.02e-33	2.6399999999999998e-28		3.47e-06
UHM1210.23070_R.bin.101|k141_13322_11	C294	2.58e-119	1.47e-245	2.8e-243	1.15e-244		5.42e-218	6.659999999999999e-207	1.1100000000000001e-212	1.59e-181	1.1799999999999999e-178	7.65e-111	2.91e-214	9.5e-174	2.84e-178
UHM1210.23070_R.bin.101|k141_13322_12	C294	7.45e-100	7.74e-104	3.82e-104	1.0900000000000001e-103		1.32e-100	1.34e-91	8.009999999999999e-94	2.5300000000000002e-85	2.24e-85	4.0699999999999995e-30	2.31e-40	1.73e-80	2.07e-83
UHM1210.23070_R.bin.101|k141_13322_13	C294	2.06e-67	8.790000000000001e-77	1.6100000000000002e-79	1.27e-78		3.16e-71		8.95e-54				7.67e-59		
UHM1210.23070_R.bin.101|k141_13322_14	C294	5.78e-194	1.17e-195	4.75e-195	1.22e-187		4.87e-181	3.53e-175	7.09e-169	1.63e-150	1.47e-154		4.1899999999999996e-170	1.77e-151	1.59e-150
UHM1210.23070_R.bin.101|k141_13322_15	C294	1.4100000000000001e-123							1.6000000000000001e-74	1.15e-71	1.93e-69		1.17e-83		7.76e-72
UHM1210.23070_R.bin.101|k141_13322_16	C294	8.25e-77							3.21e-54	8.089999999999999e-46	1.28e-45		1.9799999999999997e-48		7.44e-40
UHM1210.23070_R.bin.101|k141_13322_17	C294	1.57e-55	7.379999999999999e-67	1.0400000000000001e-66	2.0300000000000001e-66			4.79e-64	1.0399999999999999e-68	1.0400000000000001e-70	6.11e-69		9.369999999999999e-67	6.89e-66	3.3e-71
UHM1210.23070_R.bin.101|k141_13322_20	C294	0.0	8.93e-183	0.0	1.86e-320			3.8800000000000003e-305	7.519999999999999e-297	9.72e-299	3.29e-198		7.28e-306	7.16e-291	5.9800000000000006e-291
UHM1210.23070_R.bin.101|k141_13322_21	C294	6.32e-148	2.42e-48	3.12e-162	1.1500000000000001e-160		2.62e-181	1.37e-148	2.35e-116	1.1100000000000001e-122	1.53e-120		2.68e-62	7.39e-118	9.390000000000001e-124
UHM1210.23070_R.bin.101|k141_13322_23	C294	2.84e-147	1.9800000000000003e-157	3.59e-160	1.2100000000000002e-160		7.07e-134	4.33e-105	2.21e-100	3.3e-83	4.44e-88	1.15e-86		4.14e-69	6.84e-78
UHM1210.23070_R.bin.101|k141_13322_24	C294	6.46e-223	2.4e-237	3.54e-235	2.2999999999999998e-237		3.58e-221	4.69e-204	1.3e-206			1.4500000000000002e-210	4.6e-202		
UHM1210.23070_R.bin.101|k141_13322_25	C294	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.76e-152
UHM1210.23070_R.bin.101|k141_13322_26	C294	3.56e-283	2.89e-280	2.56e-280	1.0599999999999999e-242		3.1700000000000003e-276	5.35e-253	8.01e-240	1.66e-227	1.4699999999999999e-229		5.950000000000001e-248	5.4000000000000005e-216	9.81e-229
UHM1210.23070_R.bin.101|k141_13322_27	C294	8.26e-111	1.19e-96	1.3e-106	6.77e-109		3.69e-105	6.03e-75					7.51e-71		
UHM1210.23070_R.bin.101|k141_13322_28	C294	1.2499999999999999e-34	7.25e-32	5.37e-31	1.06e-36		2.5499999999999998e-24	2.16e-21		4.92e-17			6.96e-26	5.91e-15	7.56e-26
UHM1210.23070_R.bin.101|k141_13322_29	C294	1.18e-106	2.51e-107	2.84e-111	1.94e-111		8.75e-87	7.18e-113	1.9899999999999997e-89	1.36e-97	1.83e-91		3.45e-92	2.24e-89	1.0599999999999999e-91
UHM1210.23070_R.bin.101|k141_13322_31	C294	0.0	0.0	0.0	0.0		0.0	4.45e-256	1.31e-275						
UHM1210.23070_R.bin.101|k141_13322_32	C294	7.09e-236	1.4199999999999999e-244	4.680000000000001e-224	4.730000000000001e-226		4.08e-237	2.9300000000000002e-217	2.5500000000000002e-226	2.36e-223	1.72e-217	1.2899999999999998e-228	2.8e-225	9.34e-211	1.52e-219
UHM1210.23070_R.bin.101|k141_13322_33	C294	4.15e-20	8.220000000000001e-21	7.36e-22	2.3e-20				1.49e-19			6.16e-12	1.79e-17		
UHM1210.23070_R.bin.101|k141_13322_34	C294	1.46e-269	9.8e-240	0.0	1.54e-237		2.6300000000000003e-213					1.63e-203			
UHM1210.23070_R.bin.101|k141_13322_36	C294	7.58e-19	1.1400000000000001e-110	3.43e-112	3.1400000000000004e-110		2.84e-88		9.64e-76	1.63e-19	4.85e-18	3.34e-20	1.85e-102		1.06e-22
UHM1210.23070_R.bin.101|k141_567750_14	C294	4.3800000000000005e-37					4.84e-44		2.32e-24				1.9100000000000002e-32		
UHM1210.23070_R.bin.101|k141_567750_16	C294	5.9099999999999995e-89	1.19e-112	2.77e-111	1.0800000000000001e-110		2.89e-85							4.15e-15	1.23e-12
UHM1210.23070_R.bin.101|k141_567750_17	C294	4.16e-94	1.42e-98	1.74e-99	1.18e-99		7.95e-96		1.31e-64	3.6e-58		4.2e-63	9.12e-66		4.16e-63
UHM1210.23070_R.bin.101|k141_567750_18	C294	9.01e-07	7.36e-12	1.36e-11											
UHM1210.23070_R.bin.101|k141_14093_3	C294	1.81e-143	1.87e-154	1.59e-155	3.68e-86		7.449999999999999e-138		8.03e-128	9.369999999999999e-126	2.62e-124	3.01e-125	2.16e-127	3.09e-123	6.010000000000001e-129
UHM1210.23070_R.bin.101|k141_14093_6	C294	2.03e-92	4.57e-92	2.26e-92	1.25e-91		1.39e-97	1.5400000000000003e-73	8.319999999999999e-42	4.78e-70	5.229999999999999e-69	1.01e-51	1.07e-56	2.81e-66	5.54e-64
UHM1210.23070_R.bin.101|k141_14093_7	C294	4.04e-146	1.87e-83	9.830000000000001e-166	5.21e-168		2.5e-143		2.39e-103	1.02e-92	1.84e-90	3.74e-138	2.15e-138	6.46e-86	6.419999999999999e-91
UHM1210.23070_R.bin.101|k141_14093_9	C294	3.48e-159	9.09e-162	8.49e-160	7.58e-162		7.32e-156	5.560000000000001e-117	2.8700000000000003e-103	9.37e-101		5.460000000000001e-110		4.55e-95	1.77e-88
UHM1210.23070_R.bin.101|k141_14093_11	C294	4.4400000000000004e-80	2.42e-81	8.11e-82	3.29e-81		2.15e-75	5.7800000000000005e-70	4.58e-74	5.35e-69	8.85e-61	1.78e-69	7.39e-71	2.7700000000000002e-58	
UHM1210.23070_R.bin.101|k141_14093_12	C294	1.11e-64	6.26e-102	1.53e-102	4.23e-102		1.67e-74	2.49e-63	5.03e-66	1.1500000000000001e-58	1.8399999999999997e-52	2.1399999999999997e-46	1.89e-61	4.87e-57	2.9399999999999996e-52
UHM1210.23070_R.bin.101|k141_14093_14	C294	7.15e-41	5.14e-49	7.08e-50	3.75e-33		5.74e-43		1.8e-34	1.06e-22				6.76e-15	
UHM1210.23070_R.bin.101|k141_14093_15	C294	1.42e-34					7.15e-33	4.88e-34	2.04e-33		7.03e-36				1.65e-35
UHM1210.23070_R.bin.101|k141_14093_16	C294	5.07e-267	9.160000000000001e-266	5.0799999999999995e-263	1.56e-261		4.7e-249	1.1600000000000001e-193	3.11e-165	6.08e-159	1.66e-149			4.2e-149	3.26e-146
UHM1210.23070_R.bin.101|k141_14093_17	C294	4.23e-122		6.529999999999999e-135	6.31e-135		9.97e-118	1.83e-102	3.54e-110				2.14e-101		
UHM1210.23070_R.bin.101|k141_14093_18	C294	2.17e-127	8.89e-19	4.09e-144	1.38e-144		2.1300000000000002e-123	7.119999999999999e-115	1.97e-106	9.870000000000001e-26		9.980000000000001e-27	3.6e-110	3.41e-27	6.62e-28
UHM1210.23070_R.bin.101|k141_14093_19	C294	4.98e-71		9.33e-85	3.84e-78		1.2200000000000001e-70						1.43e-36		
UHM1210.23070_R.bin.101|k141_14093_21	C294	3.11e-137		1.7799999999999998e-147	2.0900000000000002e-148		2.23e-133	1.3999999999999998e-105	5.27e-106	1.49e-93	1.47e-95		1.7399999999999999e-115	1.69e-94	4.05e-92
UHM1210.23070_R.bin.101|k141_14093_22	C294	7.47e-172	9.63e-175	5.51e-174	1.31e-174		1e-176		1.3199999999999998e-187	1.45e-151	3.97e-153	3.7e-181	6.01e-198	1.26e-148	1.61e-153
UHM1210.23070_R.bin.101|k141_14093_28	C294	0.0	0.0	0.0	0.0		2.27e-100	0.0	0.0	4.61e-313	9.400000000000001e-303			2.83e-301	1.12e-240
UHM1210.23070_R.bin.101|k141_14093_31	C294	2.74e-115					1.43e-56	4.72e-62	2.09e-48	3.66e-40	8.2e-40			6.01e-38	2.8300000000000003e-37
UHM1210.23070_R.bin.101|k141_14093_33	C294	1.43e-22	2.15e-27		2.53e-41							5.23e-32	3.07e-33	1.47e-45	1.97e-46
UHM1210.23070_R.bin.101|k141_14093_34	C294	9.75e-293	0.0	0.0	5.88e-207		0.0	1.26e-271	4.79e-258	9.27e-189	2.6800000000000003e-208	2.37e-181	6.699999999999999e-230	1.3e-203	3.9599999999999995e-204
UHM1210.23070_R.bin.101|k141_14093_35	C294	3.15e-186	1.56e-241	2.35e-250	3.2e-252		4.09e-192		4.42e-130	9.26e-131	2.62e-121	1.56e-119	1.09e-136	5.2900000000000004e-123	3.62e-128
UHM1210.23070_R.bin.101|k141_14093_37	C294	2.79e-187	6.88e-168	1.16e-200	3.93e-201		9.890000000000001e-185		4.21e-160	1.5399999999999998e-168	2.6e-168	9.34e-120		5.13e-158	9.02e-156
UHM1210.23070_R.bin.101|k141_14093_38	C294	5.52e-81	7.53e-97	5.28e-97	8.92e-98		1.4299999999999999e-74		5.54e-53			2.83e-56			
UHM1210.23070_R.bin.101|k141_14093_40	C294	2.2700000000000002e-36					5.43e-33	2.08e-28	1.2300000000000001e-26	5.49e-29	3.32e-30			7.07e-28	1.63e-31
UHM1210.23070_R.bin.101|k141_14093_41	C294	6.8700000000000004e-77	1.6400000000000002e-85	4.99e-84	3.0800000000000004e-85		5.96e-89	2.01e-74	3.92e-74	1.29e-79	1.05e-77	4.2e-50	1.6e-60	1.38e-78	8.900000000000001e-80
UHM1210.23070_R.bin.101|k141_14093_46	C294	1.74e-184	1.4200000000000001e-209	8.12e-209	1.8399999999999998e-190		4.63e-175	3.59e-125	5.28e-132	3.47e-106	1.94e-118			2.2e-102	8.07e-92
UHM1210.23070_R.bin.101|k141_14093_47	C294	3.96e-213	1.2500000000000001e-213	4.72e-211	2.08e-214		1.1299999999999999e-191	9.91e-165	5.71e-184	5.88e-149	1.36e-153			1.4099999999999999e-152	9.73e-157
UHM1210.23070_R.bin.101|k141_14093_48	C294	0.0	0.0	0.0	0.0		3.0300000000000003e-302	4.990000000000001e-289	3.31e-303	5.249999999999999e-250	2.86e-255			5.099999999999999e-237	1.54e-241
UHM1210.23070_R.bin.101|k141_14093_49	C294	7.21e-45	9.649999999999999e-52	9.589999999999999e-52	9.269999999999999e-52		8.74e-48	5.21e-34	1.21e-33	7.77e-34	2.37e-31			8.51e-30	3.67e-34
UHM1210.23070_R.bin.101|k141_14093_50	C294	8.76e-68	9.33e-74	4.61e-74	4.95e-74		1.4500000000000001e-58	1.75e-35	1.59e-41	5.26e-20	1.54e-20	4.21e-28		9.34e-19	2.23e-25
UHM1210.23070_R.bin.101|k141_14093_51	C294	4.58e-53	4.8e-89	2.2500000000000002e-87	7.99e-90		2.3499999999999997e-82	5.53e-69	1.07e-74	1.2e-65	1.24e-66	6.71e-66		2.89e-68	8.56e-66
UHM1210.23070_R.bin.101|k141_14093_52	C294	9.55e-99	2.79e-205	6.83e-206	2.19e-204		1.7300000000000002e-213	1.87e-177	1.1999999999999999e-181	2.4499999999999997e-168	6.19e-162	3.2100000000000004e-181		6.3e-160	1.13e-158
UHM1210.23070_R.bin.101|k141_14093_53	C294	5e-299	0.0	0.0	0.0		2.34e-292	1.37e-246	2.12e-244	8.88e-230	8.52e-234	4.5599999999999996e-246		2.77e-228	3.39e-227
UHM1210.23070_R.bin.101|k141_14093_54	C294	2.35e-297	1.23e-313	4.97e-313	1.18e-313		3.9299999999999994e-282	8.5e-262	1.3800000000000002e-247	8.33e-237	5.21e-239	6.37e-259		2.47e-238	8.87e-239
UHM1210.23070_R.bin.101|k141_14093_55	C294	8.82e-113	2.15e-113	3.04e-113	2.07e-113		8.45e-101	1.11e-79	3.78e-72		1.51e-64	2.16e-78		6.21e-62	1.87e-66
UHM1210.23070_R.bin.101|k141_14093_56	C294	1.27e-255	3.49e-255	6.99e-255	4.75e-255		7.22e-246	2.99e-199	2.8e-203	9.079999999999999e-191	7.790000000000001e-185	3.52e-201	6.88e-201	4.139999999999999e-189	4.83e-191
UHM1210.23070_R.bin.101|k141_14093_57	C294	8.85e-111	5.22e-122	1.64e-84	2.18e-123		1.5e-160	5.73e-186					5.11e-81		1.83e-33
UHM1210.23070_R.bin.101|k141_1120062_3	C294	0.0	0.0	0.0	0.0		0.0	0.0	0.0	1.57e-289	4.38e-297	0.0	0.0	2.74e-319	7.329999999999999e-292
UHM1210.23070_R.bin.101|k141_1120062_4	C294	9.339999999999999e-236	8.97e-253	3.11e-253	7.4e-254		5.279999999999999e-243	5.3399999999999996e-219	4.9e-221	4.85e-201	1.67e-203		7.94e-215	2.7599999999999997e-189	7.52e-199
UHM1210.23070_R.bin.101|k141_993103_2	C294	4.4399999999999997e-131	1.34e-49	1.06e-171			3.72e-09	6.67e-39							
UHM1210.23070_R.bin.101|k141_993103_4	C294	4.71e-129	1.84e-128	1.29e-128	2.1500000000000002e-129		4.38e-120	4.34e-112	2.48e-112	6.85e-102	2.3399999999999998e-101	9.32e-110	3.68e-109	1.1500000000000001e-97	2.3e-100
UHM1210.23070_R.bin.101|k141_993103_5	C294	5.39e-83	1.11e-99	4.7e-101	1.3e-100		2.39e-98	7.949999999999999e-81	1.99e-90	1.2800000000000001e-79	3.34e-57	1.18e-83	1.2400000000000001e-85	5.2599999999999995e-81	1.48e-82
UHM1210.23070_R.bin.101|k141_993103_6	C294	1.2800000000000001e-73	2.05e-72	2.03e-72	1.9700000000000001e-72		5.19e-75	2.3999999999999998e-70	3.76e-70	7.980000000000001e-66	9.230000000000001e-66	2.4899999999999998e-23	7.140000000000001e-70	1.47e-65	7.7e-64
UHM1210.23070_R.bin.101|k141_993103_7	C294	5.3e-236	8.56e-224	3.25e-232	2.21e-143		1.72e-208	4.67e-194	7.97e-185	5.8e-189	5.2800000000000006e-185	3.62e-161		3.08e-182	1.2300000000000002e-185
UHM1210.23070_R.bin.101|k141_993103_8	C294	3.19e-84	2.37e-90	2.35e-90	2.27e-90		5.19e-78	1.6e-54	6.18e-59	3.92e-47	5.290000000000001e-56		4.89e-55	5.62e-49	1.5099999999999998e-54
UHM1210.23070_R.bin.101|k141_993103_9	C294	1.73e-49	1.27e-59	1.09e-60	4.26e-60			2.1700000000000002e-26				2.8399999999999998e-25	9.5e-38		
UHM1210.23070_R.bin.101|k141_993103_10	C294	8.260000000000001e-79	3.04e-83	5.25e-84	5.87e-83		1.69e-68	2.85e-51	1.14e-57			2.93e-59	1.48e-60	3.06e-22	3.2e-20
UHM1210.23070_R.bin.101|k141_993103_11	C294	4.98e-61	1.3100000000000002e-97	5.44e-94	2.15e-96		2.69e-87	2.0600000000000002e-29				4.82e-41	2.68e-38		1.92e-23
UHM1210.23070_R.bin.101|k141_993103_12	C294	4.52e-177	1.4299999999999998e-207	6.51e-211	1.24e-108		9.999999999999999e-191	1.05e-147		6.19e-101	1.31e-129	7.45e-149	5.33e-146	9.22e-125	1.27e-121
UHM1210.23070_R.bin.101|k141_993103_13	C294	1.49e-117	0.0	0.0	0.0		0.0	6.23e-212	0.0	0.0	0.0	0.0	4.69e-211	0.0	0.0
UHM1210.23070_R.bin.101|k141_993103_31	C294	9.4e-20		1.71e-15	1.21e-17		3.15e-20		5.34e-21	1.79e-88		1.26e-17		6.49e-22	
UHM1210.23070_R.bin.101|k141_993103_34	C294	2.63e-12		1.38e-53						2.75e-51					
UHM1210.23070_R.bin.101|k141_993103_38	C294	3.9599999999999997e-23		2.81e-60	9.86e-65		9.74e-46		8.5e-40			7.210000000000001e-56	4.8600000000000005e-56		
UHM1210.23070_R.bin.101|k141_993103_43	C294	7.12e-116	8.710000000000001e-157	4.970000000000001e-156	1.83e-153		8.48e-86		1.01e-104				2.79e-114		
UHM1210.23070_R.bin.101|k141_993103_44	C294	2.1699999999999998e-229	1.22e-215	3.06e-254	2.42e-253		1.68e-229	5.8199999999999995e-230	8.58e-227	1.12e-215	6.3e-213		4.29e-186	1.05e-201	1.64e-211
UHM1210.23070_R.bin.101|k141_993103_45	C294	1.92e-118	1.9399999999999998e-138	1.32e-137	7.549999999999999e-140		3.22e-113	8.849999999999999e-82	3.7000000000000003e-81	1.65e-92	7.02e-84	7.62e-88	5.65e-88	1.8499999999999999e-90	3.94e-89
UHM1210.23070_R.bin.101|k141_993103_46	C294	8.46e-72	2.68e-11	1.71e-71	1.3900000000000002e-73		3.45e-61								
UHM1210.23070_R.bin.101|k141_993103_47	C294	1.23e-76	9.53e-71	6.46e-71	9.15e-71		2.53e-75	5.09e-60	1.8299999999999997e-55			7.42e-58			
UHM1210.23070_R.bin.101|k141_993103_48	C294	1.35e-320	0.0	0.0	0.0		5.83e-317	1.66e-287	6.649999999999999e-282	7.29e-245	1.39e-184	1.58e-302		5.87e-253	1.28e-245
UHM1210.23070_R.bin.101|k141_993103_49	C294	6.77e-09	1.98e-17	5e-18	3.77e-17		1.18e-13							5.85e-08	
UHM1210.23070_R.bin.101|k141_993103_50	C294	9.89e-41	1.06e-13	1.51e-19	3.72e-07		2.4299999999999998e-34	1.84e-18	5.0599999999999996e-24	2.72e-24	1.91e-20	9.26e-29		3.36e-22	3.1399999999999995e-23
UHM1210.23070_R.bin.101|k141_993103_51	C294	1.3599999999999999e-241	2.7899999999999998e-232	1.95e-232			7.27e-234	3.34e-198	1.0299999999999999e-190	1.2000000000000001e-180	5.98e-180			3.7e-181	1.66e-178
UHM1210.23070_R.bin.101|k141_993103_52	C294	2.5e-92	4.29e-111	3e-111			1.31e-76	2.03e-69	7.68e-75	7.739999999999999e-67	4.38e-70			2.5899999999999997e-74	1.1299999999999999e-68
UHM1210.23070_R.bin.101|k141_993103_54	C294	2.4200000000000003e-37	6.6800000000000004e-37	1.04e-37	1.43e-37		1.6200000000000001e-37	1.6499999999999999e-38	1.05e-35	6.21e-35	3.56e-15	1.0200000000000001e-35		2.7899999999999997e-34	5.310000000000001e-35
UHM1210.23070_R.bin.101|k141_993103_55	C294	3.19e-72	1.99e-75	1.92e-75	7.799999999999999e-75		5.87e-70	1.41e-69	1.97e-70	1.05e-64	5.39e-52	9.07e-69	2.1599999999999998e-69	2.25e-58	1.5e-64
UHM1210.23070_R.bin.101|k141_993103_56	C294	1.82e-72	4.62e-81	1.13e-81	7.69e-82		1.7e-70	2.9600000000000004e-70	1.0300000000000001e-80	4.9099999999999996e-67	3.56e-68		6.7e-62	5.98e-67	1.82e-69
UHM1210.23070_R.bin.101|k141_993103_57	C294	9.19e-57	2.81e-56	5.640000000000001e-47	6.88e-50		2.35e-35	1.9099999999999998e-23	9.31e-38	1.7e-16		3.7999999999999996e-82	1.16e-51		1.36e-20
UHM1210.23070_R.bin.101|k141_993103_60	C294	8.59e-148	4.3e-159	1.09e-154	5.5200000000000004e-157		6.57e-150		3.01e-111	9.1e-99	3.6300000000000005e-86	8.33e-98	3.17e-111	5.04e-98	4.78e-104
UHM1210.23070_R.bin.101|k141_993103_61	C294	3.3299999999999996e-244	1.56e-265	7.71e-266	1.5e-265		1.5599999999999999e-242	3.43e-236	7.2e-239	3.4899999999999997e-233			1.5199999999999998e-230	2e-220	1.41e-230
UHM1210.23070_R.bin.101|k141_993103_63	C294	2.81e-245	7.04e-266	2.0600000000000002e-272	2.2999999999999998e-271		2.35e-262		1.0000000000000001e-225	4.76e-212	3.14e-199	8.42e-215	4.86e-216	2.2e-202	4.6200000000000003e-209
UHM1210.23070_R.bin.101|k141_993103_64	C294	1.01e-33	7.44e-44	1.35e-46	5.12e-44		8.78e-33	4.5e-34	2.31e-38	5.39e-21	3.5800000000000003e-29	7.93e-30	5.34e-38		6.6e-30
UHM1210.23070_R.bin.101|k141_993103_65	C294	0.0	0.0	0.0	1.8300000000000002e-281		7.12e-304	0.0	6.66e-303	2.62e-254	4.4700000000000006e-259	0.0		2.2400000000000002e-226	1.24e-264
UHM1210.23070_R.bin.101|k141_993103_66	C294	6.12e-62	1.76e-67	9.39e-65	1.45e-66		2.19e-62								
UHM1210.23070_R.bin.101|k141_993103_67	C294	1.28e-98	2.2200000000000002e-100	3.13e-100	8.8e-98		1.11e-90	3.1599999999999995e-61	3.68e-64	4.3100000000000004e-35	2.85e-16	1.9799999999999998e-60	3.7600000000000004e-59	4.2e-19	
UHM1210.23070_R.bin.101|k141_993103_68	C294	1.26e-81			4.88e-76		3.02e-65								
UHM1210.23070_R.bin.101|k141_993103_69	C294	2.54e-71	1.28e-87	3.53e-87	9.45e-83			2.7200000000000002e-64	5.5799999999999996e-42	7.82e-21		1.92e-55	8.01e-40		
UHM1210.23070_R.bin.101|k141_993103_70	C294	5.579999999999999e-115	4.99e-128	5.5400000000000003e-129	5.33e-130		1.67e-109	3.12e-88	3.96e-88	1.09e-59	9.839999999999999e-69	2.2800000000000003e-56	6.51e-72	9.020000000000001e-70	2.01e-70
UHM1210.23070_R.bin.101|k141_993103_71	C294	1.1199999999999999e-67									1.0900000000000002e-56	1.59e-59			
UHM1210.23070_R.bin.101|k141_993103_74	C294	4.42e-33	9.020000000000001e-35	7.71e-36	9.09e-37		2.55e-34		2.2099999999999998e-30	2.6399999999999998e-28	3.62e-32	1.01e-28	1.39e-28	1.39e-25	5.47e-27
UHM1210.23070_R.bin.101|k141_993103_75	C294	1.31e-235	6.87e-258	2.92e-259	4.64e-258		3.62e-237	4.7599999999999997e-197	5.98e-208	1.92e-203	4.13e-211	5.9400000000000004e-223	8.349999999999999e-225	8.649999999999999e-188	1.9899999999999999e-205
UHM1210.23070_R.bin.101|k141_993103_76	C294	2.12e-86	4.8e-101	2.19e-99	1.2500000000000002e-103		8.24e-76	4.08e-88		2.89e-69			5.690000000000001e-88		
UHM1210.23070_R.bin.101|k141_993103_77	C294	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UHM1210.23070_R.bin.101|k141_488529_1	C294	1.21e-290	2.4800000000000002e-231	0.0	0.0			9.72e-264	4.12e-252	1.4699999999999998e-240	1.2700000000000001e-245	2.81e-294	4.76e-296	4.03e-225	1.2399999999999999e-239
UHM1210.23070_R.bin.101|k141_488529_2	C294	9.66e-97	4.6400000000000004e-99	4.01e-100	4.79e-101		3.35e-95	9.24e-59	1.19e-68	6.75e-58	3.19e-51		7.2e-83	1.2299999999999999e-55	5.62e-49
UHM1210.23070_R.bin.101|k141_488529_4	C294	1.06e-229	2.24e-157	1.6899999999999998e-230	1.56e-228		2.98e-220	4.81e-174	1.8999999999999998e-177	2.48e-167	9.68e-151	8.29e-133	4.66e-180	7.910000000000001e-163	1.25e-167
UHM1210.23070_R.bin.101|k141_488529_5	C294	1.03e-245	2.05e-255	1.6199999999999998e-258	7.37e-257		1.17e-254	8.5e-203	3.5299999999999997e-220	5.74e-203	6.29e-206	2.6200000000000003e-156		2.43e-184	4.12e-208
