Short,Species,Strain,Group,TaxonGroup,Protein_Source,Protein_Accession,Taxon_ID,Genome_Source,Genome_Accession,GFF3_Source,GFF3_Accession
No_NMS4,Nostoc sp. NMS4,NMS4,IN,no-fsp-in-name,ncbi,GCA_017115095.1,2815390,ncbi,GCA_017115095.1,,
No_NMS7,Nostoc sp. NMS7,NMS7,IN,no-fsp-in-name,ncbi,GCA_017115085.1,2815391,ncbi,GCA_017115085.1,,
No_NMS8,Nostoc sp. NMS8,NMS8,IN,no-fsp-in-name,ncbi,GCA_017115045.1,2815392,ncbi,GCA_017115045.1,,
No_NMS9,Nostoc sp. NMS9,NMS9,IN,no-fsp-in-name,ncbi,GCA_017114995.1,2815393,ncbi,GCA_017114995.1,,
No_NOS,Nostoc sp. NOS(2021),NOS,IN,no-fsp-in-name,ncbi,GCA_017115025.1,2815407,ncbi,GCA_017115025.1,,
No_NZL,Nostoc sp. NZL,NZL,IN,no-fsp-in-name,ncbi,GCA_015714705.1,2650612,ncbi,GCA_015714705.1,,
No_JC1668,Nostoc sp. PA-18-2419,JC1668,IN,no-fsp-in-name,ncbi,GCF_005869855.1,2575443,ncbi,GCF_005869855.1,,
No_PCC_7107,Nostoc sp. PCC 7107,PCC 7107,IN,no-fsp-in-name,ncbi,GCA_000316625.1,317936,ncbi,GCA_000316625.1,,
No_PCC_7120,Nostoc sp. PCC 7120 = FACHB-418,PCC 7120,IN,no-fsp-in-name,ncbi,GCA_000009705.1,103690,ncbi,GCA_000009705.1,,
No_PCC_7524,Nostoc sp. PCC 7524,PCC 7524,IN,no-fsp-in-name,ncbi,GCA_000316645.1,28072,ncbi,GCA_000316645.1,,
No_Nostoc_CCY_9926,Nostoc sp. PCC 9305,Nostoc CCY 9926,IN,no-fsp-in-name,ncbi,GCF_963920915.1,296636,ncbi,GCF_963920915.1,,
No_RF31YmG,Nostoc sp. RF31YmG,RF31YmG,IN,no-fsp-in-name,ncbi,GCA_002155185.1,1932668,ncbi,GCA_002155185.1,,
No_RI_552,Nostoc sp. RI_552,RI_552,IN,no-fsp-in-name,ncbi,GCA_016124525.1,2654185,ncbi,GCA_016124525.1,,
No_S13,Nostoc sp. S13,S13,IN,no-fsp-in-name,ncbi,GCA_029379315.1,3019266,ncbi,GCA_029379315.1,,
No_S4,Nostoc sp. S4,S4,IN,no-fsp-in-name,ncbi,GCA_029379225.1,3019267,ncbi,GCA_029379225.1,,
No_SerVER01,Nostoc sp. SerVER01,SerVER01,IN,no-fsp-in-name,ncbi,GCA_034530595.2,3075409,ncbi,GCA_034530595.2,,
No_T09,Nostoc sp. T09,T09,IN,no-fsp-in-name,ncbi,GCA_002154695.1,1932621,ncbi,GCA_002154695.1,,
No_TCL24002,Nostoc sp. TCL240-02,TCL240-02,IN,no-fsp-in-name,ncbi,GCA_013343235.1,2572090,ncbi,GCA_013343235.1,,
No_TCL2601,Nostoc sp. TCL26-01,TCL26-01,IN,no-fsp-in-name,ncbi,GCA_013393945.1,2576904,ncbi,GCA_013393945.1,,
No_TH1S01,Nostoc sp. TH1S01,TH1S01,IN,no-fsp-in-name,ncbi,GCA_018993265.1,442893,ncbi,GCA_018993265.1,,
No_UBA8866,Nostoc sp. UBA8866,UBA8866,IN,no-fsp-in-name,ncbi,GCA_003514525.1,2055761,ncbi,GCA_003514525.1,,
No_UCD120,Nostoc sp. UCD120,UCD120,IN,no-fsp-in-name,ncbi,GCA_014222255.1,2681312,ncbi,GCA_014222255.1,,
No_UCD121,Nostoc sp. UCD121,UCD121,IN,no-fsp-in-name,ncbi,GCA_014222285.1,2681305,ncbi,GCA_014222285.1,,
No_UCD122,Nostoc sp. UCD122,UCD122,IN,no-fsp-in-name,ncbi,GCA_014222275.1,2681306,ncbi,GCA_014222275.1,,
No_UHCC_0251,Nostoc sp. UHCC 0251,UHCC 0251,IN,no-fsp-in-name,ncbi,GCA_034932245.1,3110240,ncbi,GCA_034932245.1,,
No_UHCC_0252,Nostoc sp. UHCC 0252,UHCC 0252,IN,no-fsp-in-name,ncbi,GCA_034931145.1,3110241,ncbi,GCA_034931145.1,,
No_UHCC_0302,Nostoc sp. UHCC 0302,UHCC 0302,IN,no-fsp-in-name,ncbi,GCA_038096175.1,3134896,ncbi,GCA_038096175.1,,
No_UHCC_0702,Nostoc sp. UHCC 0702,UHCC 0702,IN,no-fsp-in-name,ncbi,GCA_017164015.1,2814655,ncbi,GCA_017164015.1,,
No_UHCC_0870,Nostoc sp. UHCC 0870,UHCC 0870,IN,no-fsp-in-name,ncbi,GCA_022063185.1,2914041,ncbi,GCA_022063185.1,,
No_UHCC_0926,Nostoc sp. UHCC 0926,UHCC 0926,IN,no-fsp-in-name,ncbi,GCA_028623165.1,3025190,ncbi,GCA_028623165.1,,
No_UIC_10607,Nostoc sp. UIC 10607,UIC 10607,IN,no-fsp-in-name,ncbi,GCA_047228265.1,3045935,ncbi,GCA_047228265.1,,
No_UIC_10630,Nostoc sp. UIC 10630,UIC 10630,IN,no-fsp-in-name,ncbi,GCA_010747425.1,2100146,ncbi,GCA_010747425.1,,
No_UIC_10890,Nostoc sp. UIC 10890,UIC 10890,IN,no-fsp-in-name,ncbi,GCA_054786515.1,3469243,ncbi,GCA_054786515.1,,
No_WHI,Nostoc sp. WHI,WHI,IN,no-fsp-in-name,ncbi,GCA_015714725.1,2650611,ncbi,GCA_015714725.1,,
No_XA010,Nostoc sp. XA010,XA010,IN,no-fsp-in-name,ncbi,GCA_020829625.1,2780407,ncbi,GCA_020829625.1,,
No_XA013,Nostoc sp. XA013,XA013,IN,no-fsp-in-name,ncbi,GCA_020829585.1,2780408,ncbi,GCA_020829585.1,,
No_ZfuVER08,Nostoc sp. ZfuVER08,ZfuVER08,IN,no-fsp-in-name,ncbi,GCA_034530535.2,3075412,ncbi,GCA_034530535.2,,
No_Kutzing_En,Nostoc sphaeroides,Kutzing En,IN,no-fsp-in-name,ncbi,GCF_003443655.1,446679,ncbi,GCF_003443655.1,,
No_FACHB130,Nostoc spongiaeforme,FACHB-130,IN,no-fsp-in-name,ncbi,GCA_014698475.1,1357510,ncbi,GCA_014698475.1,,
No_MGR_bin409,Nostocaceae cyanobacterium,MGR_bin409,IN,no-fsp-in-name,ncbi,GCA_013821625.1,2723028,ncbi,GCA_013821625.1,,
No_CSU_2_110,Nostocaceae cyanobacterium CSU_2_110,CSU_2_110,IN,no-fsp-in-name,ncbi,GCA_012035445.1,2720415,ncbi,GCA_012035445.1,,
No_PH2015_08D_39_10,Nostocales cyanobacterium,PH2015_08D_39_10,IN,no-fsp-in-name,ncbi,GCA_004293145.1,2447902,ncbi,GCA_004293145.1,,
No_94392,Nostocales cyanobacterium 94392,94392,IN,no-fsp-in-name,ncbi,GCA_035285725.1,3111354,ncbi,GCA_035285725.1,,
No_ELA583,Nostocales cyanobacterium ELA583,ELA583,IN,no-fsp-in-name,ncbi,GCA_037131225.1,3064515,ncbi,GCA_037131225.1,,
No_ELA608,Nostocales cyanobacterium ELA608,ELA608,IN,no-fsp-in-name,ncbi,GCA_037130745.1,3064516,ncbi,GCA_037130745.1,,
No_HT582,Nostocales cyanobacterium HT-58-2,HT-58-2,IN,no-fsp-in-name,ncbi,GCA_002163975.1,1940762,ncbi,GCA_002163975.1,,
No_LE14WE12,Nostocales cyanobacterium LE14-WE12,LE14-WE12,IN,no-fsp-in-name,ncbi,GCA_030065355.1,3030683,ncbi,GCA_030065355.1,,
No_LE14WE4,Nostocales cyanobacterium LE14-WE4,LE14-WE4,IN,no-fsp-in-name,ncbi,GCA_030065335.1,3030682,ncbi,GCA_030065335.1,,
No_LEGE_11386,Nostocales cyanobacterium LEGE 11386,LEGE 11386,IN,no-fsp-in-name,ncbi,GCA_015207155.1,1828825,ncbi,GCA_015207155.1,,
No_LEGE_12452,Nostocales cyanobacterium LEGE 12452,LEGE 12452,IN,no-fsp-in-name,ncbi,GCA_015206945.1,2777975,ncbi,GCA_015206945.1,,
No_LacPavin_0920_SED1_MAG_38_18,Nostocales cyanobacterium LacPavin_0920_SED1_MAG_38_18,LacPavin_0920_SED1_MAG_38_18,IN,no-fsp-in-name,ncbi,GCA_026389355.1,2968979,ncbi,GCA_026389355.1,,
No_W4_Combined_metabat2_030,Nostocales cyanobacterium W4_Combined_metabat2_030,W4_Combined_metabat2_030,IN,no-fsp-in-name,ncbi,GCA_013336095.1,2743981,ncbi,GCA_013336095.1,,
No_Haneayah,Nostochopsis sp.,Haneayah,IN,no-fsp-in-name,ncbi,GCA_051172755.1,3100265,ncbi,GCA_051172755.1,,
No_TIOX110,Okeanomitos corallinicola,TIOX110,IN,no-fsp-in-name,ncbi,GCA_038050375.1,3133117,ncbi,GCA_038050375.1,,
No_HA4357MV3,Pelatocladus maniniholoensis,HA4357-MV3,IN,no-fsp-in-name,ncbi,GCA_019359115.1,1117104,ncbi,GCA_019359115.1,,
No_MAG53,Pelatocladus sp.,MAG-53,IN,no-fsp-in-name,ncbi,GCA_059505505.1,3100938,ncbi,GCA_059505505.1,,
No_BLCCF211,Pelatocladus sp. BLCC-F211,BLCC-F211,IN,no-fsp-in-name,ncbi,GCA_041928655.1,3342752,ncbi,GCA_041928655.1,,
No_D9,Raphidiopsis brookii,D9,IN,no-fsp-in-name,ncbi,GCA_000175855.1,533247,ncbi,GCA_000175855.1,,
No_NIES932,Raphidiopsis curvata,NIES-932,IN,no-fsp-in-name,ncbi,GCA_002368135.1,1973482,ncbi,GCA_002368135.1,,
No_GIHEG1,Raphidiopsis curvispora,GIHE-G1,IN,no-fsp-in-name,ncbi,GCA_014489415.1,2666332,ncbi,GCA_014489415.1,,
No_BLCCF218,Raphidiopsis sp. BLCC-F218,BLCC-F218,IN,no-fsp-in-name,ncbi,GCA_041928635.1,3342754,ncbi,GCA_041928635.1,,
No_NSF051,Rhizonema sp. NSF051,NSF051,IN,no-fsp-in-name,ncbi,GCA_029379265.1,3019273,ncbi,GCA_029379265.1,,
No_PD37,Rhizonema sp. PD37,PD37,IN,no-fsp-in-name,ncbi,GCA_029379215.1,3019274,ncbi,GCA_029379215.1,,
No_PD38,Rhizonema sp. PD38,PD38,IN,no-fsp-in-name,ncbi,GCA_029379285.1,3019275,ncbi,GCA_029379285.1,,
No_RC01,Richelia intracellularis,RC01,IN,no-fsp-in-name,ncbi,GCA_000613065.1,1164990,ncbi,GCA_000613065.1,,
No_FACHB_800,Richelia sinica,FACHB 800,IN,no-fsp-in-name,ncbi,GCA_019056575.1,1357546,ncbi,GCA_019056575.1,,
No_UBA11571,Richelia sp.,UBA11571,IN,no-fsp-in-name,ncbi,GCA_003447215.1,2053605,ncbi,GCA_003447215.1,,
No_CSU_2_1,Richelia sp. CSU_2_1,CSU_2_1,IN,no-fsp-in-name,ncbi,GCA_012034575.1,2720414,ncbi,GCA_012034575.1,,
No_RM1_1_1,Richelia sp. RM1_1_1,RM1_1_1,IN,no-fsp-in-name,ncbi,GCA_012032385.1,2720426,ncbi,GCA_012032385.1,,
No_RM2_1_2,Richelia sp. RM2_1_2,RM2_1_2,IN,no-fsp-in-name,ncbi,GCA_012033295.1,2720436,ncbi,GCA_012033295.1,,
No_SL_2_1,Richelia sp. SL_2_1,SL_2_1,IN,no-fsp-in-name,ncbi,GCA_012033205.1,2720451,ncbi,GCA_012033205.1,,
No_SM1_7_0,Richelia sp. SM1_7_0,SM1_7_0,IN,no-fsp-in-name,ncbi,GCA_012031715.1,2720461,ncbi,GCA_012031715.1,,
No_SM2_1_7,Richelia sp. SM2_1_7,SM2_1_7,IN,no-fsp-in-name,ncbi,GCA_012031665.1,2720465,ncbi,GCA_012031665.1,,
No_MFD12149_ilm_asm_bin21,Rivularia sp. (in: cyanobacteria),MFD12149_ilm_asm_bin21,IN,no-fsp-in-name,ncbi,GCA_049649675.1,2047365,ncbi,GCA_049649675.1,,
No_ALOHA_DT_140,Rivularia sp. ALOHA_DT_140,ALOHA_DT_140,IN,no-fsp-in-name,ncbi,GCA_022968935.1,2916564,ncbi,GCA_022968935.1,,
No_IAM_M261,Rivularia sp. IAM M-261,IAM M-261,IN,no-fsp-in-name,ncbi,GCA_019973055.1,448371,ncbi,GCA_019973055.1,,
No_MS3,Rivularia sp. MS3,MS3,IN,no-fsp-in-name,ncbi,GCA_019192545.1,3012223,ncbi,GCA_019192545.1,,
No_PCC_7116,Rivularia sp. PCC 7116,PCC 7116,IN,no-fsp-in-name,ncbi,GCA_000316665.1,373994,ncbi,GCA_000316665.1,,
No_T60_A2020_040,Rivularia sp. T60_A2020_040,T60_A2020_040,IN,no-fsp-in-name,ncbi,GCA_015272215.1,2774335,ncbi,GCA_015272215.1,,
No_UHCC_0363,Rivularia sp. UHCC 0363,UHCC 0363,IN,no-fsp-in-name,ncbi,GCA_034931125.1,3110244,ncbi,GCA_034931125.1,,
No_NUACC26,Scytonema hankhaensis,NUACC26,IN,no-fsp-in-name,ncbi,GCA_045865695.1,3140176,ncbi,GCA_045865695.1,,
No_PCC_7110,Scytonema hofmannii,PCC 7110,IN,no-fsp-in-name,ncbi,GCA_000346485.2,128403,ncbi,GCA_000346485.2,,
No_VB511283,Scytonema millei,VB511283,IN,no-fsp-in-name,ncbi,GCA_000817735.3,1245923,ncbi,GCA_000817735.3,,
No_CRU_2_7,Scytonema sp. CRU_2_7,CRU_2_7,IN,no-fsp-in-name,ncbi,GCA_012035165.1,2720407,ncbi,GCA_012035165.1,,
No_NIES2130,Scytonema sp. HK-05,NIES-2130,IN,no-fsp-in-name,ncbi,GCA_002368235.1,1137095,ncbi,GCA_002368235.1,,
No_NUACC21,Scytonema sp. NUACC21,NUACC21,IN,no-fsp-in-name,ncbi,GCA_054684315.1,3350582,ncbi,GCA_054684315.1,,
No_Scytonema_sp_PCC_10023,Scytonema sp. PCC 10023,Scytonema sp. PCC 10023,IN,no-fsp-in-name,ncbi,GCF_963920835.1,1680591,ncbi,GCF_963920835.1,,
No_PMC_106918,Scytonema sp. PMC 1069.18,PMC 1069.18,IN,no-fsp-in-name,ncbi,GCA_035968015.1,2684455,ncbi,GCA_035968015.1,,
No_PMC_107018,Scytonema sp. PMC 1070.18,PMC 1070.18,IN,no-fsp-in-name,ncbi,GCA_035967975.1,2684456,ncbi,GCA_035967975.1,,
No_PRP1,Scytonema sp. PRP1,PRP1,IN,no-fsp-in-name,ncbi,GCA_036697665.2,3120513,ncbi,GCA_036697665.2,,
No_RU_4_4,Scytonema sp. RU_4_4,RU_4_4,IN,no-fsp-in-name,ncbi,GCA_012031965.1,2720447,ncbi,GCA_012031965.1,,
No_UIC_10036,Scytonema sp. UIC 10036,UIC 10036,IN,no-fsp-in-name,ncbi,GCA_009725235.1,2304196,ncbi,GCA_009725235.1,,
No_VB61278,Scytonema tolypothrichoides,VB-61278,IN,no-fsp-in-name,ncbi,GCA_000828085.3,1233231,ncbi,GCA_000828085.3,,
No_BCCUSP55,Sphaerospermopsis aphanizomenoides,BCCUSP55,IN,no-fsp-in-name,ncbi,GCA_001586785.2,1810943,ncbi,GCA_001586785.2,,
No_NIES73,Sphaerospermopsis kisseleviana,NIES-73,IN,no-fsp-in-name,ncbi,GCA_002368075.1,1973480,ncbi,GCA_002368075.1,,
No_NIES1949,Sphaerospermopsis reniformis,NIES-1949,IN,no-fsp-in-name,ncbi,GCA_005402885.1,531300,ncbi,GCA_005402885.1,,
No_1333269,Sphaerospermopsis sp.,1333269,IN,no-fsp-in-name,ncbi,GCA_035282085.1,3100406,ncbi,GCA_035282085.1,,
No_FACHB1094,Sphaerospermopsis sp. FACHB-1094,FACHB-1094,IN,no-fsp-in-name,ncbi,GCA_014696195.1,2692861,ncbi,GCA_014696195.1,,
No_FACHB1194,Sphaerospermopsis sp. FACHB-1194,FACHB-1194,IN,no-fsp-in-name,ncbi,GCA_014696235.1,2692862,ncbi,GCA_014696235.1,,
No_LEGE_00249,Sphaerospermopsis sp. LEGE 00249,LEGE 00249,IN,no-fsp-in-name,ncbi,GCA_014299995.1,1380707,ncbi,GCA_014299995.1,,
No_LEGE_08334,Sphaerospermopsis sp. LEGE 08334,LEGE 08334,IN,no-fsp-in-name,ncbi,GCA_015207205.1,1828651,ncbi,GCA_015207205.1,,
No_SIO1G1,Sphaerospermopsis sp. SIO1G1,SIO1G1,IN,no-fsp-in-name,ncbi,GCA_010672785.1,2607814,ncbi,GCA_010672785.1,,
No_SIO1G2,Sphaerospermopsis sp. SIO1G2,SIO1G2,IN,no-fsp-in-name,ncbi,GCA_010672725.1,2607815,ncbi,GCA_010672725.1,,
No_ITEP024,Sphaerospermopsis torques-reginae,ITEP-024,IN,no-fsp-in-name,ncbi,GCA_019598945.1,984208,ncbi,GCA_019598945.1,,
No_MAG19,Spirirestis rafaelensis,MAG-19,IN,no-fsp-in-name,ncbi,GCA_059505605.1,293980,ncbi,GCA_059505605.1,,
No_JP211,Stigonema ocellatum,JP211,IN,no-fsp-in-name,ncbi,GCA_016903675.1,221294,ncbi,GCA_016903675.1,,
No_VB521301,Tolypothrix bouteillei,VB521301,IN,no-fsp-in-name,ncbi,GCA_000760695.4,1479485,ncbi,GCA_000760695.4,,
No_GSENOSMK0707A,Tolypothrix brevis,GSE-NOS-MK-07-07A,IN,no-fsp-in-name,ncbi,GCA_019358985.1,2835095,ncbi,GCA_019358985.1,,
No_VB511288,Tolypothrix campylonemoides,VB511288,IN,no-fsp-in-name,ncbi,GCA_000828075.3,1245935,ncbi,GCA_000828075.3,,
No_Cobin9,Tolypothrix sp. Co-bin9,Co-bin9,IN,no-fsp-in-name,ncbi,GCA_014534005.1,2768887,ncbi,GCA_014534005.1,,
No_FACHB123,Tolypothrix sp. FACHB-123,FACHB-123,IN,no-fsp-in-name,ncbi,GCA_014697075.1,2692868,ncbi,GCA_014697075.1,,
No_LEGE_11397,Tolypothrix sp. LEGE 11397,LEGE 11397,IN,no-fsp-in-name,ncbi,GCA_015207145.1,2777971,ncbi,GCA_015207145.1,,
No_NIES4075,Tolypothrix sp. NIES-4075,NIES-4075,IN,no-fsp-in-name,ncbi,GCA_002218085.1,2005459,ncbi,GCA_002218085.1,,
No_PCC_7601,Tolypothrix sp. PCC 7601,PCC 7601,IN,no-fsp-in-name,ncbi,GCA_025677855.1,1188,ncbi,GCA_025677855.1,,
No_PCC_7712,Tolypothrix sp. PCC 7712,PCC 7712,IN,no-fsp-in-name,ncbi,GCA_025860405.1,2596898,ncbi,GCA_025860405.1,,
No_PCC_7910,Tolypothrix sp. PCC 7910,PCC 7910,IN,no-fsp-in-name,ncbi,GCA_011769525.1,2099387,ncbi,GCA_011769525.1,,
No_T3bin4,Tolypothrix sp. T3-bin4,T3-bin4,IN,no-fsp-in-name,ncbi,GCA_014533875.1,2768888,ncbi,GCA_014533875.1,,
No_VBCCA56010,Tolypothrix sp. VBCCA 56010,VBCCA:56010,IN,no-fsp-in-name,ncbi,GCA_050875635.1,3137731,ncbi,GCA_050875635.1,,
No_NIES37,Tolypothrix tenuis,NIES-37,IN,no-fsp-in-name,ncbi,GCA_002368295.1,231146,ncbi,GCA_002368295.1,,
No_0708,Trichormus azollae,0708,IN,no-fsp-in-name,ncbi,GCA_000196515.1,551115,ncbi,GCA_000196515.1,,
No_SMAG_U16483,Trichormus sp.,SMAG_U16483,IN,no-fsp-in-name,ncbi,GCA_036703225.1,3088172,ncbi,GCA_036703225.1,,
No_ATA114KO1,Trichormus sp. ATA11-4-KO1,ATA11-4-KO1,IN,no-fsp-in-name,ncbi,GCA_019358915.1,2835091,ncbi,GCA_019358915.1,,
No_M33_DOE_039,Trichormus sp. M33_DOE_039,M33_DOE_039,IN,no-fsp-in-name,ncbi,GCA_015296085.1,2747804,ncbi,GCA_015296085.1,,
No_NMC1,Trichormus sp. NMC-1,NMC-1,IN,no-fsp-in-name,ncbi,GCF_001858025.1,1853259,ncbi,GCF_001858025.1,,
No_0441,Trichormus variabilis,0441,IN,no-fsp-in-name,ncbi,GCA_009856605.1,375899,ncbi,GCA_009856605.1,,
No_Ak1311,Umezakia ovalisporum,Ak1311,IN,no-fsp-in-name,ncbi,GCA_029891685.1,2971778,ncbi,GCA_029891685.1,,
No_IICB1,Westiellopsis prolifica,IICB1,IN,no-fsp-in-name,ncbi,GCA_004323185.1,1970206,ncbi,GCA_004323185.1,,
No_NRMCF_0431,Westiellopsis ramosa,NRMC-F 0431,IN,no-fsp-in-name,ncbi,GCA_061129875.1,3869846,ncbi,GCA_061129875.1,,
No_UTEX_2349,[Scytonema hofmanni] UTEX B 1581,UTEX 2349,IN,no-fsp-in-name,ncbi,GCF_000582685.1,1469607,ncbi,GCF_000582685.1,,
No_LEGE_12411,aff. Roholtiella sp. LEGE 12411,LEGE 12411,IN,no-fsp-in-name,ncbi,GCA_015206995.1,1828822,ncbi,GCA_015206995.1,,
No_PCC_7702,cyanobacterium PCC 7702,PCC 7702,IN,no-fsp-in-name,ncbi,GCF_000332255.1,1173021,ncbi,GCF_000332255.1,,
No_SRR13685151_bin36_CONCOCT_v11_MAG,uncultured Nostoc sp.,SRR13685151_bin.36_CONCOCT_v1.1_MAG,IN,no-fsp-in-name,ncbi,GCF_937863485.1,340711,ncbi,GCF_937863485.1,,
CaMe_5572,Candidatus Avigastranaerophilus faecigallinarum,5572,OUT,no-fsp-in-name,ncbi,GCA_018716565.1,2840696,ncbi,GCA_018716565.1,,
CaMe_LOHA14_bin017,Candidatus Avigastranaerophilus sp.,LOHA14_bin.017,OUT,no-fsp-in-name,ncbi,GCA_051875065.1,3048835,ncbi,GCA_051875065.1,,
CaMe_MAG04988,Candidatus Caenarcanaceae bacterium,MAG04988,OUT,no-fsp-in-name,ncbi,GCA_057144305.1,3133416,ncbi,GCA_057144305.1,,
CaMe_DT_14,Candidatus Caenarcanales bacterium,DT_14,OUT,no-fsp-in-name,ncbi,GCA_013216135.1,2729995,ncbi,GCA_013216135.1,,
CaMe_ChiW231657,Candidatus Galligastranaerophilus faecipullorum,ChiW23-1657,OUT,no-fsp-in-name,ncbi,GCA_018713115.1,2840834,ncbi,GCA_018713115.1,,
CaMe_CHK1234750,Candidatus Galligastranaerophilus gallistercoris,CHK123-4750,OUT,no-fsp-in-name,ncbi,GCA_018710795.1,2840835,ncbi,GCA_018710795.1,,
CaMe_CHK1522871,Candidatus Galligastranaerophilus intestinavium,CHK152-2871,OUT,no-fsp-in-name,ncbi,GCA_018716625.1,2840836,ncbi,GCA_018716625.1,,
CaMe_CHK1233438,Candidatus Galligastranaerophilus intestinigallinarum,CHK123-3438,OUT,no-fsp-in-name,ncbi,GCA_018715855.1,2840837,ncbi,GCA_018715855.1,,
CaMe_AMR_MDS_1254,Candidatus Gastranaerophilaceae bacterium,AMR_MDS_1254,OUT,no-fsp-in-name,ncbi,GCA_035354275.1,3022870,ncbi,GCA_035354275.1,,
CaMe_UMGS1079,Candidatus Gastranaerophilales bacterium,UMGS1079,OUT,no-fsp-in-name,ncbi,GCF_900548375.1,2137880,ncbi,GCF_900548375.1,,
CaMe_HUM_1,Candidatus Gastranaerophilales bacterium HUM_1,HUM_1,OUT,no-fsp-in-name,ncbi,GCA_002103105.1,1916322,ncbi,GCA_002103105.1,,
CaMe_HUM_10,Candidatus Gastranaerophilales bacterium HUM_10,HUM_10,OUT,no-fsp-in-name,ncbi,GCA_002102745.1,1916229,ncbi,GCA_002102745.1,,
CaMe_HUM_11,Candidatus Gastranaerophilales bacterium HUM_11,HUM_11,OUT,no-fsp-in-name,ncbi,GCA_002102995.1,1916216,ncbi,GCA_002102995.1,,
CaMe_HUM_12,Candidatus Gastranaerophilales bacterium HUM_12,HUM_12,OUT,no-fsp-in-name,ncbi,GCA_002102825.1,1916225,ncbi,GCA_002102825.1,,
CaMe_HUM_13,Candidatus Gastranaerophilales bacterium HUM_13,HUM_13,OUT,no-fsp-in-name,ncbi,GCA_002102875.1,1916221,ncbi,GCA_002102875.1,,
CaMe_HUM_14,Candidatus Gastranaerophilales bacterium HUM_14,HUM_14,OUT,no-fsp-in-name,ncbi,GCA_002102795.1,1916227,ncbi,GCA_002102795.1,,
CaMe_HUM_15,Candidatus Gastranaerophilales bacterium HUM_15,HUM_15,OUT,no-fsp-in-name,ncbi,GCA_002102815.1,1916224,ncbi,GCA_002102815.1,,
CaMe_HUM_16,Candidatus Gastranaerophilales bacterium HUM_16,HUM_16,OUT,no-fsp-in-name,ncbi,GCA_002102885.1,1916223,ncbi,GCA_002102885.1,,
CaMe_HUM_17,Candidatus Gastranaerophilales bacterium HUM_17,HUM_17,OUT,no-fsp-in-name,ncbi,GCA_002102905.1,1916220,ncbi,GCA_002102905.1,,
CaMe_HUM_18,Candidatus Gastranaerophilales bacterium HUM_18,HUM_18,OUT,no-fsp-in-name,ncbi,GCA_002102715.1,1916231,ncbi,GCA_002102715.1,,
CaMe_HUM_19,Candidatus Gastranaerophilales bacterium HUM_19,HUM_19,OUT,no-fsp-in-name,ncbi,GCA_002102955.1,1916219,ncbi,GCA_002102955.1,,
CaMe_HUM_2,Candidatus Gastranaerophilales bacterium HUM_2,HUM_2,OUT,no-fsp-in-name,ncbi,GCA_002103055.1,1916214,ncbi,GCA_002103055.1,,
CaMe_HUM_20,Candidatus Gastranaerophilales bacterium HUM_20,HUM_20,OUT,no-fsp-in-name,ncbi,GCA_002102645.1,1916232,ncbi,GCA_002102645.1,,
CaMe_HUM_21,Candidatus Gastranaerophilales bacterium HUM_21,HUM_21,OUT,no-fsp-in-name,ncbi,GCA_002103135.1,1916319,ncbi,GCA_002103135.1,,
CaMe_HUM_22,Candidatus Gastranaerophilales bacterium HUM_22,HUM_22,OUT,no-fsp-in-name,ncbi,GCA_002103035.1,1916215,ncbi,GCA_002103035.1,,
CaMe_HUM_23,Candidatus Gastranaerophilales bacterium HUM_23,HUM_23,OUT,no-fsp-in-name,ncbi,GCA_002102895.1,1916222,ncbi,GCA_002102895.1,,
CaMe_HUM_3,Candidatus Gastranaerophilales bacterium HUM_3,HUM_3,OUT,no-fsp-in-name,ncbi,GCA_002102975.1,1916217,ncbi,GCA_002102975.1,,
CaMe_HUM_4,Candidatus Gastranaerophilales bacterium HUM_4,HUM_4,OUT,no-fsp-in-name,ncbi,GCA_002102985.1,1916218,ncbi,GCA_002102985.1,,
CaMe_HUM_5,Candidatus Gastranaerophilales bacterium HUM_5,HUM_5,OUT,no-fsp-in-name,ncbi,GCA_002103085.1,1916321,ncbi,GCA_002103085.1,,
CaMe_HUM_6,Candidatus Gastranaerophilales bacterium HUM_6,HUM_6,OUT,no-fsp-in-name,ncbi,GCA_002102805.1,1916226,ncbi,GCA_002102805.1,,
CaMe_HUM_7,Candidatus Gastranaerophilales bacterium HUM_7,HUM_7,OUT,no-fsp-in-name,ncbi,GCA_002102735.1,1916228,ncbi,GCA_002102735.1,,
CaMe_HUM_8,Candidatus Gastranaerophilales bacterium HUM_8,HUM_8,OUT,no-fsp-in-name,ncbi,GCA_002102725.1,1916230,ncbi,GCA_002102725.1,,
CaMe_HUM_9,Candidatus Gastranaerophilales bacterium HUM_9,HUM_9,OUT,no-fsp-in-name,ncbi,GCA_002103075.1,1916320,ncbi,GCA_002103075.1,,
CaMe_tpqmel,Candidatus Gastranaerophilus sp. (ex Termes propinquus),tpqmel,OUT,no-fsp-in-name,ncbi,GCA_002933735.1,2029980,ncbi,GCA_002933735.1,,
CaMe_MAG1634,Candidatus Limenecus avicola,MAG1634,OUT,no-fsp-in-name,ncbi,GCA_057879495.1,2840847,ncbi,GCA_057879495.1,,
CaMe_Melainabacteria_sp_nbed3b74,Candidatus Melainabacteria bacterium,Melainabacteria_sp_nbed3b74,OUT,no-fsp-in-name,ncbi,GCF_902168245.1,2052166,ncbi,GCF_902168245.1,,
