Short	protein_id	contig	start	end	member	family	contig_len	dist_end	idx	n_on_contig	bin	hrmA_models	species	pf11001_same_protein	left_telo	right_telo	near_left	nearest_end_telo	genes_to_end	label
GT-150	C623DCE_008229-T1	scaffold_171	2397	2756	GT-150|C623DCE_008229-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	35744	2396	1	2	singleton	HrmA	Cp	False	0	0	True	0	0	F10
GT-150	C623DCE_003737-T1	scaffold_29	89248	89616	GT-150|C623DCE_003737-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	231847	89247	33	78	singleton	HrmA	Cp	False	0	0	True	0	33	F03
GT-150	C623DCE_005385-T1	scaffold_54	64254	64628	GT-150|C623DCE_005385-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	152883	64253	20	54	singleton	HrmA	Cp	False	0	0	True	0	20	F02
GT-151	CDCC634_008574-T1	scaffold_288	2397	2756	GT-151|CDCC634_008574-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	12364	2396	1	2	singleton	HrmA	Cp	False	0	0	True	0	0	F10
GT-151	CDCC634_006414-T1	scaffold_84	55823	56191	GT-151|CDCC634_006414-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	98570	42379	15	27	singleton	HrmA	Cp	False	0	0	False	0	11	F03
GT-151	CDCC634_006777-T1	scaffold_94	78463	78837	GT-151|CDCC634_006777-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	92245	13408	28	34	singleton	HrmA	Cp	False	0	0	False	0	5	F02
GT-154	CB2C40F_008307-T1	scaffold_156	9308	9670	GT-154|CB2C40F_008307-T1	582-1_L_NEW_CPA0064|CF9574D_004546-T1	33166	9307	0	2	cloud	HrmA	Cp	False	0	0	True	0	0	F16
GT-154	CB2C40F_000335-T1	scaffold_2	88099	88473	GT-154|CB2C40F_000335-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	614723	88098	32	220	singleton	HrmA	Cp	False	0	0	True	0	32	F02
GT-155	C6B4D39_003017-T1	scaffold_186	2472	2840	GT-155|C6B4D39_003017-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	30078	2471	0	9	singleton	HrmA	Cp	False	0	0	True	0	0	F03
GT-155	C6B4D39_000941-T1	scaffold_43	17579	17842	GT-155|C6B4D39_000941-T1	TX11|CEC36E2_008626-T1	49872	17578	1	8	singleton	HrmA	Cp	False	0	0	True	0	1	F11
GT-155	C6B4D39_006157-T1	scaffold_663	6113	6472	GT-155|C6B4D39_006157-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	13111	6112	1	2	singleton	HrmA	Cp	False	0	0	True	0	0	F10
GT-155	C6B4D39_001582-T1	scaffold_79	15571	15945	GT-155|C6B4D39_001582-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	43054	15570	6	17	singleton	HrmA	Cp	False	0	0	True	0	6	F02
GT-156	C9F5CC4_007029-T1	scaffold_123	17649	18014	GT-156|C9F5CC4_007029-T1	GT-146|CDEB87D_007880-T1	69007	17648	4	25	shell	HrmA	Ci	False	0	0	True	0	4	F08
GT-156	C9F5CC4_008113-T1	scaffold_189	8107	8460	GT-156|C9F5CC4_008113-T1	5SD|CCCC1E1_001005-T1	36027	8106	2	10	core	HrmA	Ci	False	0	0	True	0	2	F05
GT-156	C9F5CC4_008170-T1	scaffold_196	14501	15013	GT-156|C9F5CC4_008170-T1	5SD|CCCC1E1_003562-T1	33538	14500	5	6	core	HrmA	Ci	False	0	0	True	0	0	F06
GT-156	C9F5CC4_008363-T1	scaffold_233	12697	13227	GT-156|C9F5CC4_008363-T1	GT-126|C8C79ED_001931-T1	21969	8742	1	2	core	HrmA	Ci	False	0	0	False	0	0	F04
GT-156	C9F5CC4_000901-T1	scaffold_5	329810	330199	GT-156|C9F5CC4_000901-T1	5SD|CCCC1E1_000191-T1	412238	82039	113	144	core	HrmA	Ci	False	0	0	False	0	30	F07
GT-157	CC4F2AA_006885-T1	scaffold_111	40825	41184	GT-157|CC4F2AA_006885-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	77560	36376	1	2	singleton	HrmA	Cp	False	0	0	False	0	0	F10
GT-157	CC4F2AA_007264-T1	scaffold_129	24421	24795	GT-157|CC4F2AA_007264-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	64088	24420	9	23	singleton	HrmA	Cp	False	0	0	True	0	9	F02
GT-158	C010C21_006640-T1	scaffold_112	37385	37759	GT-158|C010C21_006640-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	76903	37384	13	27	singleton	HrmA	Cp	False	0	0	True	0	13	F02
GT-158	C010C21_007663-T1	scaffold_163	14531	14794	GT-158|C010C21_007663-T1	TX11|CEC36E2_008626-T1	47179	14530	1	8	singleton	HrmA	Cp	False	0	0	True	0	1	F11
GT-158	C010C21_007901-T1	scaffold_181	33049	33411	GT-158|C010C21_007901-T1	582-1_L_NEW_CPA0064|CF9574D_004546-T1	38160	4749	0	2	cloud	HrmA	Cp	False	0	0	False	0	0	F16
GT-158	C010C21_008417-T1	scaffold_342	2375	2734	GT-158|C010C21_008417-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	9275	2374	1	2	singleton	HrmA	Cp	False	0	0	True	0	0	F10
GT-158	C010C21_006164-T1	scaffold_96	60061	60429	GT-158|C010C21_006164-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	87692	27263	16	26	singleton	HrmA	Cp	False	0	0	False	0	9	F03
GT-159	C9EA1EE_002750-T1	scaffold_17	110337	110705	GT-159|C9EA1EE_002750-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	276483	110336	32	87	singleton	HrmA	Cp	False	0	0	True	0	32	F03
GT-159	C9EA1EE_003753-T1	scaffold_29	114236	114610	GT-159|C9EA1EE_003753-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	213454	98844	41	76	singleton	HrmA	Cp	False	0	0	False	0	34	F02
GT-159	C9EA1EE_004146-T1	scaffold_35	136146	136409	GT-159|C9EA1EE_004146-T1	TX11|CEC36E2_008626-T1	198662	62253	12	15	singleton	HrmA	Cp	False	0	0	False	0	2	F11
GT-159	C9EA1EE_005830-T1	scaffold_66	23306	23668	GT-159|C9EA1EE_005830-T1	582-1_L_NEW_CPA0064|CF9574D_004546-T1	143523	23305	1	2	cloud	HrmA	Cp	False	0	0	True	0	0	F16
GT-160	C448A90_001933-T1	scaffold_108	23000	23263	GT-160|C448A90_001933-T1	TX11|CEC36E2_008626-T1	35832	12569	1	8	singleton	HrmA	Cp	False	0	0	False	0	1	F11
GT-160	C448A90_003967-T1	scaffold_308	6811	7185	GT-160|C448A90_003967-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	22750	6810	2	10	singleton	HrmA	Cp	False	0	0	True	0	2	F02
GT-160	C448A90_000211-T1	scaffold_7	17729	18097	GT-160|C448A90_000211-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	72802	17728	7	23	singleton	HrmA	Cp	False	0	0	True	0	7	F03
GT-161	CD86944_007917-T1	scaffold_130	8653	9027	GT-161|CD86944_007917-T1	5SD|CCCC1E1_000093-T1	43132	8652	0	15	cloud	HrmA	Cp	False	0	0	True	0	0	F09
GT-161	CD86944_008019-T1	scaffold_141	33072	33431	GT-161|CD86944_008019-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	35827	2396	0	2	singleton	HrmA	Cp	False	0	0	False	0	0	F10
GT-161	CD86944_003591-T1	scaffold_28	86811	87179	GT-161|CD86944_003591-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	232108	86810	33	78	singleton	HrmA	Cp	False	0	0	True	0	33	F03
GT-161	CD86944_005521-T1	scaffold_57	64248	64622	GT-161|CD86944_005521-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	152919	64247	21	55	singleton	HrmA	Cp	False	0	0	True	0	21	F02
GT-162	C975B94_008480-T1	scaffold_222	2397	2756	GT-162|C975B94_008480-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	17471	2396	1	2	singleton	HrmA	Cp	False	0	0	True	0	0	F10
GT-162	C975B94_008525-T1	scaffold_257	4843	5217	GT-162|C975B94_008525-T1	5SD|CCCC1E1_000093-T1	11626	4842	1	4	cloud	HrmA	Cp	False	0	0	True	0	1	F09
GT-162	C975B94_004312-T1	scaffold_38	113746	114114	GT-162|C975B94_004312-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	203816	89702	32	66	singleton	HrmA	Cp	False	0	0	False	0	32	F03
GT-162	C975B94_006249-T1	scaffold_71	88146	88520	GT-162|C975B94_006249-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	126710	38190	32	46	singleton	HrmA	Cp	False	0	0	False	0	13	F02
GT-163	C3639AF_005968-T1	scaffold_221	24113	24466	GT-163|C3639AF_005968-T1	5SD|CCCC1E1_001005-T1	41466	17000	7	13	core	HrmA	Ci	False	0	0	False	0	5	F05
GT-163	C3639AF_002131-T1	scaffold_41	81439	81804	GT-163|C3639AF_002131-T1	GT-146|CDEB87D_007880-T1	99468	17664	31	36	shell	HrmA	Ci	False	0	0	False	0	4	F08
GT-163	C3639AF_002169-T1	scaffold_42	81856	82245	GT-163|C3639AF_002169-T1	5SD|CCCC1E1_000191-T1	99245	17000	33	41	core	HrmA	Ci	False	0	0	False	0	7	F07
GT-163	C3639AF_008091-T1	scaffold_505	5571	6587	GT-163|C3639AF_008091-T1	GT-126|C8C79ED_008251-T1	14702	5570	1	2	shell	HrmA	Ci	False	0	0	True	0	0	F12
GT-163	C3639AF_008112-T1	scaffold_510	12452	12964	GT-163|C3639AF_008112-T1	5SD|CCCC1E1_003562-T1	14516	1552	6	7	core	HrmA	Ci	False	0	0	False	0	0	F06
GT-163	C3639AF_003310-T1	scaffold_80	68232	68749	GT-163|C3639AF_003310-T1	GT-126|C8C79ED_001931-T1	73192	4443	30	32	core	HrmA	Ci	False	0	0	False	0	1	F04
GT-164	C437F43_008225-T1	scaffold_218	6992	7366	GT-164|C437F43_008225-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	20989	6991	1	7	singleton	HrmA	Cp	False	0	0	True	0	1	F02
GT-164	C437F43_003836-T1	scaffold_34	173596	173964	GT-164|C437F43_003836-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	179133	5169	62	63	singleton	HrmA	Cp	False	0	0	False	0	0	F03
GT-165	CC0E1B4_003517-T1	scaffold_30	128965	129333	GT-165|CC0E1B4_003517-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	225512	96179	38	71	singleton	HrmA	Cp	False	0	0	False	0	32	F03
GT-165	CC0E1B4_003574-T1	scaffold_31	85730	86104	GT-165|CC0E1B4_003574-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	219753	85729	24	71	singleton	HrmA	Cp	False	0	0	True	0	24	F02
GT-166	C02DB65_006304-T1	scaffold_73	89284	89652	GT-166|C02DB65_006304-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	130748	41096	32	48	singleton	HrmA	Cp	False	0	0	False	0	15	F03
GT-166	C02DB65_001383-T1	scaffold_9	101929	102303	GT-166|C02DB65_001383-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	373057	101928	31	125	singleton	HrmA	Cp	False	0	0	True	0	31	F02
GT-167	C9C344E_002515-T1	scaffold_18	193816	194205	GT-167|C9C344E_002515-T1	5SD|CCCC1E1_000191-T1	276236	82031	73	103	core	HrmA	Ci	False	0	0	False	0	29	F07
GT-167	C9C344E_008357-T1	scaffold_182	18544	19560	GT-167|C9C344E_008357-T1	GT-126|C8C79ED_008251-T1	31387	11827	1	2	shell	HrmA	Ci	False	0	0	False	0	0	F12
GT-167	C9C344E_004362-T1	scaffold_40	74716	75069	GT-167|C9C344E_004362-T1	5SD|CCCC1E1_001005-T1	202803	74715	8	19	core	HrmA	Ci	False	0	0	True	0	8	F05
GT-167	C9C344E_005128-T1	scaffold_53	96963	97475	GT-167|C9C344E_005128-T1	5SD|CCCC1E1_003562-T1	166209	68734	23	38	core	HrmA	Ci	False	0	0	False	0	14	F06
GT-167	C9C344E_001113-T1	scaffold_7	5486	6003	GT-167|C9C344E_001113-T1	GT-126|C8C79ED_001931-T1	422277	5485	2	147	core	HrmA	Ci	False	0	0	True	0	2	F04
GT-167	C9C344E_006036-T1	scaffold_72	51050	51415	GT-167|C9C344E_006036-T1	GT-146|CDEB87D_007880-T1	131745	51049	19	49	shell	HrmA	Ci	False	0	0	True	0	19	F08
GT-168	C1BCFDC_008069-T1	scaffold_148	7720	8088	GT-168|C1BCFDC_008069-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	47042	7719	2	15	singleton	HrmA	Cp	False	0	0	True	0	2	F03
GT-168	C1BCFDC_005801-T1	scaffold_61	135507	135881	GT-168|C1BCFDC_005801-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	141757	5876	50	52	singleton	HrmA	Cp	False	0	0	False	0	1	F02
GT-168	C1BCFDC_006816-T1	scaffold_88	68651	68914	GT-168|C1BCFDC_006816-T1	TX11|CEC36E2_008626-T1	95007	26093	8	11	singleton	HrmA	Cp	False	0	0	False	0	2	F11
GT-169	C64D5CD_007063-T1	scaffold_126	58136	58500	GT-169|C64D5CD_007063-T1	B15146|CF83403_004486-T1	65131	6631	22	26	cloud	HrmA	Ci	False	0	0	False	0	3	F19
GT-169	C64D5CD_008252-T1	scaffold_230	4439	4969	GT-169|C64D5CD_008252-T1	GT-126|C8C79ED_001931-T1	24365	4438	0	2	core	HrmA	Ci	False	0	0	True	0	0	F04
GT-169	C64D5CD_008339-T1	scaffold_245	9143	9496	GT-169|C64D5CD_008339-T1	5SD|CCCC1E1_001005-T1	21984	9142	2	7	core	HrmA	Ci	False	0	0	True	0	2	F05
GT-169	C64D5CD_008376-T1	scaffold_253	5962	6474	GT-169|C64D5CD_008376-T1	5SD|CCCC1E1_003562-T1	20609	5961	0	5	core	HrmA	Ci	False	0	0	True	0	0	F06
GT-169	C64D5CD_004968-T1	scaffold_64	5183	5700	GT-169|C64D5CD_004968-T1	GT-126|C8C79ED_001931-T1	124834	5182	1	55	core	HrmA	Ci	False	0	0	True	0	1	F04
GT-169	C64D5CD_001383-T1	scaffold_9	264981	265370	GT-169|C64D5CD_001383-T1	5SD|CCCC1E1_000191-T1	346561	81191	97	127	core	HrmA	Ci	False	0	0	False	0	29	F07
GT-171	C28DABA_007236-T1	scaffold_110	19836	20195	GT-171|C28DABA_007236-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	78768	19835	1	2	singleton	HrmA	Cp	False	0	0	True	0	0	F10
GT-171	C28DABA_002186-T1	scaffold_15	141974	142342	GT-171|C28DABA_002186-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	316731	141973	48	105	singleton	HrmA	Cp	False	0	0	True	0	48	F03
GT-171	C28DABA_003010-T1	scaffold_24	50929	51303	GT-171|C28DABA_003010-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	261634	50928	17	98	singleton	HrmA	Cp	False	0	0	True	0	17	F02
GT-171	C28DABA_006025-T1	scaffold_71	91700	92074	GT-171|C28DABA_006025-T1	730332_Guatemala|C45F23D_004938-T1	128051	35977	8	9	singleton	HrmA	Cp	False	0	0	False	0	0	F14
Guerrero_1	C3F11B8_000030-T1	scaffold_1	81460	81849	Guerrero_1|C3F11B8_000030-T1	5SD|CCCC1E1_000191-T1	1098506	81459	29	375	core	HrmA	Ci	False	0	0	True	0	29	F07
Guerrero_1	C3F11B8_008232-T1	scaffold_102	38161	38525	Guerrero_1|C3F11B8_008232-T1	B15146|CF83403_004486-T1	62266	23741	12	21	cloud	HrmA	Ci	False	0	0	False	0	8	F19
Guerrero_1	C3F11B8_008266-T1	scaffold_105	9820	12335	Guerrero_1|C3F11B8_008266-T1	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	57011	9819	6	16	cloud	HrmA_middle	Ci	False	0	0	True	0	6	F01
Guerrero_1	C3F11B8_005667-T1	scaffold_35	14535	15047	Guerrero_1|C3F11B8_005667-T1	5SD|CCCC1E1_003562-T1	256713	14534	4	80	core	HrmA	Ci	False	0	0	True	0	4	F06
Guerrero_1	C3F11B8_006983-T1	scaffold_54	4277	4794	Guerrero_1|C3F11B8_006983-T1	GT-126|C8C79ED_001931-T1	156320	4276	1	61	core	HrmA	Ci	False	0	0	True	0	1	F04
Guerrero_1	C3F11B8_007450-T1	scaffold_63	74879	75232	Guerrero_1|C3F11B8_007450-T1	5SD|CCCC1E1_001005-T1	133546	58314	10	24	core	HrmA	Ci	False	0	0	False	0	10	F05
IL1	C81A900_006650-T1	scaffold_141	30037	30300	IL1|C81A900_006650-T1	TX11|CEC36E2_008626-T1	58463	28163	6	9	singleton	HrmA	Cp	False	0	0	False	0	2	F11
IL1	C81A900_007429-T1	scaffold_187	6612	6980	IL1|C81A900_007429-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	41160	6611	0	12	singleton	HrmA	Cp	False	0	0	True	0	0	F03
IL1	C81A900_005546-T1	scaffold_94	45510	45884	IL1|C81A900_005546-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	85921	40037	17	31	singleton	HrmA	Cp	False	0	0	False	0	13	F02
J_TORRES	C4D46D2_005629-T1	scaffold_101	36152	36520	J_TORRES|C4D46D2_005629-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	92353	36151	11	27	singleton	HrmA	Cp	False	0	0	True	0	11	F03
J_TORRES	C4D46D2_006261-T1	scaffold_126	57634	58008	J_TORRES|C4D46D2_006261-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	73703	15695	20	29	singleton	HrmA	Cp	False	0	0	False	0	8	F02
J_TORRES	C4D46D2_007172-T1	scaffold_181	34321	34680	J_TORRES|C4D46D2_007172-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	46827	12147	1	2	singleton	HrmA	Cp	False	0	0	False	0	0	F10
J_TORRES	C4D46D2_002067-T1	scaffold_20	50096	50470	J_TORRES|C4D46D2_002067-T1	5SD|CCCC1E1_000093-T1	228237	50095	10	38	cloud	HrmA	Cp	False	0	0	True	0	10	F09
J_TORRES	C4D46D2_008250-T1	scaffold_293	5997	6371	J_TORRES|C4D46D2_008250-T1	730332_Guatemala|C45F23D_004938-T1	23571	5996	3	4	singleton	HrmA	Cp	False	0	0	True	0	0	F14
J_TORRES	C4D46D2_004107-T1	scaffold_59	20287	21129	J_TORRES|C4D46D2_004107-T1	4545-MICE|CB4077B_003725-T1	128651	20286	11	59	singleton	HrmA	Cp	False	0	0	True	0	11	F22
KJH004	C7F4AC7_001509-T1	scaffold_13	196119	196487	KJH004|C7F4AC7_001509-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	267676	71189	57	79	singleton	HrmA	Cp	False	0	0	False	0	21	F03
KJH004	C7F4AC7_007638-T1	scaffold_190	25316	25675	KJH004|C7F4AC7_007638-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	43492	17817	0	2	singleton	HrmA	Cp	False	0	0	False	0	0	F10
KJH004	C7F4AC7_003595-T1	scaffold_43	57072	57446	KJH004|C7F4AC7_003595-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	145176	57071	20	48	singleton	HrmA	Cp	False	0	0	True	0	20	F02
M191	C1F3852_007333-T1	scaffold_156	37869	38243	M191|C1F3852_007333-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	53901	15658	13	21	singleton	HrmA	Cp	False	0	0	False	0	7	F02
M191	C1F3852_007686-T1	scaffold_178	11452	11820	M191|C1F3852_007686-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	46018	11451	0	12	singleton	HrmA	Cp	False	0	0	True	0	0	F03
M195	C2FDFE7_006998-T1	scaffold_106	19996	22511	M195|C2FDFE7_006998-T1	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	77854	19995	9	35	cloud	HrmA_middle	Cp	False	0	0	True	0	9	F01
M195	C2FDFE7_001907-T1	scaffold_13	171917	172285	M195|C2FDFE7_001907-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	341568	169283	61	96	singleton	HrmA	Cp	False	0	0	False	0	34	F03
M195	C2FDFE7_005863-T1	scaffold_71	37902	38276	M195|C2FDFE7_005863-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	146411	37901	13	45	singleton	HrmA	Cp	False	0	0	True	0	13	F02
M196	CA74535_003588-T1	scaffold_37	128237	128611	M196|CA74535_003588-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	216939	88328	48	81	singleton	HrmA	Cp	False	0	0	False	0	32	F02
M196	CA74535_004723-T1	scaffold_56	128640	129008	M196|CA74535_004723-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	156286	27278	21	30	singleton	HrmA	Cp	False	0	0	False	0	8	F03
M197	C813B11_007760-T1	scaffold_172	18465	20980	M197|C813B11_007760-T1	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	44190	18464	9	22	cloud	HrmA_middle	Cp	False	0	0	True	0	9	F01
M197	C813B11_002720-T1	scaffold_25	171924	172292	M197|C813B11_002720-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	220630	48338	63	64	singleton	HrmA	Cp	False	0	0	False	0	0	F03
M197	C813B11_005465-T1	scaffold_79	37805	38179	M197|C813B11_005465-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	125533	37804	13	42	singleton	HrmA	Cp	False	0	0	True	0	13	F02
M198	C35C849_006722-T1	scaffold_115	27311	27679	M198|C35C849_006722-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	81607	27310	8	9	singleton	HrmA	Cp	False	0	0	True	0	0	F03
M198	C35C849_002126-T1	scaffold_19	108046	108420	M198|C35C849_002126-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	280194	108045	32	97	singleton	HrmA	Cp	False	0	0	True	0	32	F02
M199	C82F880_002887-T1	scaffold_26	177261	177635	M199|C82F880_002887-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	277429	99794	61	94	singleton	HrmA	Cp	False	0	0	False	0	32	F02
M199	C82F880_004216-T1	scaffold_44	148551	149423	M199|C82F880_004216-T1	M199|C82F880_004216-T1	203430	54007	56	79	cloud	HrmA_N	Cp	False	0	0	False	0	22	F39
M199	C82F880_006492-T1	scaffold_93	75308	75676	M199|C82F880_006492-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	102969	27293	0	9	singleton	HrmA	Cp	False	0	0	False	0	0	F03
M1_5	C13DF1D_007546-T1	scaffold_140	42862	43230	M1_5|C13DF1D_007546-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	54137	10907	11	12	singleton	HrmA	Cp	False	0	0	False	0	0	F03
M1_5	C13DF1D_003483-T1	scaffold_28	127984	128358	M1_5|C13DF1D_003483-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	197323	68965	48	73	singleton	HrmA	Cp	False	0	0	False	0	24	F02
M200	CBE0E26_007157-T1	scaffold_133	41664	42032	M200|CBE0E26_007157-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	69295	27263	0	9	singleton	HrmA	Cp	False	0	0	False	0	0	F03
M200	CBE0E26_007575-T1	scaffold_155	15612	15986	M200|CBE0E26_007575-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	53881	15611	6	20	singleton	HrmA	Cp	False	0	0	True	0	6	F02
M201	C283492_002038-T1	scaffold_11	162603	162971	M201|C283492_002038-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	457248	162602	20	135	singleton	HrmA	Cp	False	0	0	True	0	20	F03
M201	C283492_000401-T1	scaffold_2	307835	308209	M201|C283492_000401-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	696658	307834	104	234	singleton	HrmA	Cp	False	0	0	True	0	104	F02
M204	CE8551A_007763-T1	scaffold_106	40091	40444	M204|CE8551A_007763-T1	5SD|CCCC1E1_001005-T1	65843	25399	9	17	core	HrmA	Ci	False	0	0	False	0	7	F05
M204	CE8551A_003884-T1	scaffold_27	114199	114716	M204|CE8551A_003884-T1	GT-126|C8C79ED_001931-T1	328478	114198	52	133	core	HrmA	Ci	False	0	0	True	0	52	F04
M204	CE8551A_004979-T1	scaffold_39	197645	198010	M204|CE8551A_004979-T1	GT-146|CDEB87D_007880-T1	225383	27373	65	69	shell	HrmA	Ci	False	0	0	False	0	3	F08
M204	CE8551A_006002-T1	scaffold_57	81500	81889	M204|CE8551A_006002-T1	5SD|CCCC1E1_000191-T1	163893	81499	29	63	core	HrmA	Ci	False	0	0	True	0	29	F07
M204	CE8551A_001267-T1	scaffold_6	482879	483391	M204|CE8551A_001267-T1	5SD|CCCC1E1_003562-T1	504370	20979	160	166	core	HrmA	Ci	False	0	0	False	0	5	F06
M205	C3FCDFB_006751-T1	scaffold_186	37907	38281	M205|C3FCDFB_006751-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	53880	15599	14	22	singleton	HrmA	Cp	False	0	0	False	0	7	F02
M205	C3FCDFB_007528-T1	scaffold_240	28844	29212	M205|C3FCDFB_007528-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	37435	8223	8	11	singleton	HrmA	Cp	False	0	0	False	0	2	F03
M206	C0BC399_002258-T1	scaffold_33	28105	28479	M206|C0BC399_002258-T1	5SD|CCCC1E1_000093-T1	150541	28104	2	24	cloud	HrmA	Cp	False	0	0	True	0	2	F09
M206	C0BC399_000283-T1	scaffold_4	60726	61094	M206|C0BC399_000283-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	316684	60725	18	116	singleton	HrmA	Cp	False	0	0	True	0	18	F03
M206	C0BC399_003468-T1	scaffold_61	86679	87053	M206|C0BC399_003468-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	118060	31007	31	43	singleton	HrmA	Cp	False	0	0	False	0	11	F02
M206	C0BC399_004527-T1	scaffold_93	73910	74263	M206|C0BC399_004527-T1	5SD|CCCC1E1_001005-T1	91454	17191	7	14	core	HrmA	Cp	False	0	0	False	0	6	F05
M207	CC06635_007719-T1	scaffold_179	17635	17997	M207|CC06635_007719-T1	582-1_L_NEW_CPA0064|CF9574D_004546-T1	41799	17634	0	2	cloud	HrmA	Cp	False	0	0	True	0	0	F16
M207	CC06635_007991-T1	scaffold_206	14083	14457	M207|CC06635_007991-T1	730332_Guatemala|C45F23D_004938-T1	32446	14082	0	3	singleton	HrmA	Cp	False	0	0	True	0	0	F14
M207	CC06635_002409-T1	scaffold_22	15690	16064	M207|CC06635_002409-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	253838	15689	6	97	singleton	HrmA	Cp	False	0	0	True	0	6	F02
M207	CC06635_000766-T1	scaffold_6	75032	75400	M207|CC06635_000766-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	397050	75031	15	137	singleton	HrmA	Cp	False	0	0	True	0	15	F03
M208	C87E077_002229-T1	scaffold_21	74219	74482	M208|C87E077_002229-T1	TX11|CEC36E2_008626-T1	246531	74218	2	18	singleton	HrmA	Cp	False	0	0	True	0	2	F11
M208	C87E077_002358-T1	scaffold_23	128842	129210	M208|C87E077_002358-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	239530	110320	21	54	singleton	HrmA	Cp	False	0	0	False	0	21	F03
M208	C87E077_005060-T1	scaffold_74	79890	80264	M208|C87E077_005060-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	118122	37858	28	42	singleton	HrmA	Cp	False	0	0	False	0	13	F02
M211	CBC9D59_006753-T1	scaffold_117	48141	48500	M211|CBC9D59_006753-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	83585	35085	1	2	singleton	HrmA	Cp	False	0	0	False	0	0	F10
