label	family	island_n_strains	example_strain	island_size	n_supporting_pairs	classifications	locus_id	locus_contig	locus_start	locus_end	pfam_domains
F09	5SD|CCCC1E1_000093-T1	1	B3491	19	58	ambiguous_linkage,unexplained_physical	B3491:scaffold_14:100077-138598	scaffold_14	100077	138598	APH,BTB,HAC6_N,HAC6_helical,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F09	5SD|CCCC1E1_000093-T1	1	COCPO_175716	19	68	ambiguous_linkage,unexplained_physical	COCPO_175716:scaffold_133:9270-50838	scaffold_133	9270	50838	APH,BTB,HAC6_N,HAC6_helical,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F09	5SD|CCCC1E1_000093-T1	1	COCPO_Galgiani	19	82	ambiguous_linkage,unexplained_physical	COCPO_Galgiani:scaffold_10:126020-167590	scaffold_10	126020	167590	APH,BTB,HAC6_N,HAC6_helical,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F09	5SD|CCCC1E1_000093-T1	1	Colorado_Springs_1	19	51	ambiguous_linkage,unexplained_physical	Colorado_Springs_1:scaffold_94:31357-70917	scaffold_94	31357	70917	APH,HAC6_N,HAC6_helical,HrmA,PK_Tyr_Ser-Thr,Pkinase
F42	730333_Guatemala|C537722_008849-T1	1	GT-144	19	31	ambiguous_linkage,unexplained_physical	GT-144:scaffold_155:10423-41065	scaffold_155	10423	41065	HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal
F42	730333_Guatemala|C537722_008849-T1	1	M1_5	19	81	ambiguous_linkage,unexplained_physical	M1_5:scaffold_175:3330-36660	scaffold_175	3330	36660	BTB,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F09	5SD|CCCC1E1_000093-T1	1	NACVFR_2566	19	62	ambiguous_linkage,unexplained_physical	NACVFR_2566:scaffold_159:9931-42773	scaffold_159	9931	42773	APH,BTB,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F01	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	1	NM_4233	19	39	ambiguous_linkage,unexplained_physical	NM_4233:scaffold_199:2440-37122	scaffold_199	2440	37122	BTB,DUF7924,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F01	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	1	NM_5945	19	39	ambiguous_linkage,unexplained_physical	NM_5945:scaffold_192:505-35943	scaffold_192	505	35943	BTB,DUF7924,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F42	730333_Guatemala|C537722_008849-T1	1	NM_5945	19	39	ambiguous_linkage,unexplained_physical	NM_5945:scaffold_192:505-35943	scaffold_192	505	35943	BTB,DUF7924,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F09	5SD|CCCC1E1_000093-T1	1	Phoenix_3	19	61	ambiguous_linkage,unexplained_physical	Phoenix_3:scaffold_30:1157-39514	scaffold_30	1157	39514	APH,HAC6_N,HAC6_helical,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F09	5SD|CCCC1E1_000093-T1	1	SA2	19	56	ambiguous_linkage,unexplained_physical	SA2:scaffold_51:31290-71036	scaffold_51	31290	71036	APH,BTB,HAC6_N,HAC6_helical,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F09	5SD|CCCC1E1_000093-T1	1	UTAH_23742X38	19	56	ambiguous_linkage,unexplained_physical	UTAH_23742X38:scaffold_2:190079-234305	scaffold_2	190079	234305	APH,BTB,HAC6_N,HAC6_helical,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F09	5SD|CCCC1E1_000093-T1	7	407-1_S_OLD_CPA0004	18	68	ambiguous_linkage,unexplained_physical	407-1_S_OLD_CPA0004:scaffold_53:38227-76549	scaffold_53	38227	76549	APH,BTB,HAC6_N,HAC6_helical,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F09	5SD|CCCC1E1_000093-T1	2	B3326	18	56	ambiguous_linkage,unexplained_physical	B3326:scaffold_2:583128-621702	scaffold_2	583128	621702	APH,BTB,HAC6_N,HAC6_helical,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F01	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	1	574-0_S_OLD_CPA0039	18	18	ambiguous_linkage,unexplained_physical	574-0_S_OLD_CPA0039:scaffold_32:153787-203742	scaffold_32	153787	203742	DUF3723,DUF3723_N,DUF6540,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Trypan_PARP
F42	730333_Guatemala|C537722_008849-T1	1	574-0_S_OLD_CPA0039	18	18	ambiguous_linkage,unexplained_physical	574-0_S_OLD_CPA0039:scaffold_32:153787-203742	scaffold_32	153787	203742	DUF3723,DUF3723_N,DUF6540,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Trypan_PARP
F09	5SD|CCCC1E1_000093-T1	1	B3227	18	52	ambiguous_linkage,unexplained_physical	B3227:scaffold_30:63132-95972	scaffold_30	63132	95972	APH,BTB,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F42	730333_Guatemala|C537722_008849-T1	1	B3489	18	7	ambiguous_linkage,unexplained_physical	B3489:scaffold_157:804-38234	scaffold_157	804	38234	APH,Alpha_kinase,BTB,HrmA_middle,Trypan_PARP
F42	730333_Guatemala|C537722_008849-T1	1	COCPO_185672	18	100	ambiguous_linkage,unexplained_physical	COCPO_185672:scaffold_155:190-30093	scaffold_155	190	30093	BTB,BTB_2,DUF3723,DUF3723_N,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F42	730333_Guatemala|C537722_008849-T1	1	COCSP-3478	18	52	ambiguous_linkage,unexplained_physical	COCSP-3478:scaffold_118:36190-71578	scaffold_118	36190	71578	AFUB_07903_YDR124W_hel,BTB,BTB_2,HrmA_middle,Pkinase_fungal,Zn_clus
F09	5SD|CCCC1E1_000093-T1	1	GT-120	18	50	ambiguous_linkage,unexplained_physical	GT-120:scaffold_116:1698-35361	scaffold_116	1698	35361	APH,BTB,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F09	5SD|CCCC1E1_000093-T1	1	GT-145	18	62	ambiguous_linkage,unexplained_physical	GT-145:scaffold_146:13325-47898	scaffold_146	13325	47898	APH,BTB,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F01	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	1	NM_9837	18	33	ambiguous_linkage,unexplained_physical	NM_9837:scaffold_196:9-35483	scaffold_196	9	35483	BTB,DUF7924,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F09	5SD|CCCC1E1_000093-T1	1	SOIL_407-0_L_OLD_CPA0001	18	55	ambiguous_linkage,unexplained_physical	SOIL_407-0_L_OLD_CPA0001:scaffold_126:2202-34450	scaffold_126	2202	34450	APH,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F09	5SD|CCCC1E1_000093-T1	1	Tucson_16	18	55	ambiguous_linkage,unexplained_physical	Tucson_16:scaffold_131:2394-33708	scaffold_131	2394	33708	APH,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F09	5SD|CCCC1E1_000093-T1	1	Tucson_24	18	57	ambiguous_linkage,unexplained_physical	Tucson_24:scaffold_24:31382-70427	scaffold_24	31382	70427	APH,BTB,HAC6_N,HAC6_helical,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F09	5SD|CCCC1E1_000093-T1	1	B11199	17	58	ambiguous_linkage,unexplained_physical	B11199:scaffold_7:112462-152355	scaffold_7	112462	152355	APH,BTB,HAC6_N,HAC6_helical,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F01	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	1	CA17	17	53	ambiguous_linkage,unexplained_physical	CA17:scaffold_91:128-28088	scaffold_91	128	28088	ABC_tran,AFUB_07903_YDR124W_hel,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus,zf-C3HC4,zf-C3HC4_2,zf-C3HC4_3
F42	730333_Guatemala|C537722_008849-T1	1	CA17	17	53	ambiguous_linkage,unexplained_physical	CA17:scaffold_91:128-28088	scaffold_91	128	28088	ABC_tran,AFUB_07903_YDR124W_hel,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus,zf-C3HC4,zf-C3HC4_2,zf-C3HC4_3
F42	730333_Guatemala|C537722_008849-T1	1	CA26	17	116	ambiguous_linkage,unexplained_physical	CA26:scaffold_282:1728-19622	scaffold_282	1728	19622	AFUB_07903_YDR124W_hel,BTB,BTB_2,HrmA_middle,Zn_clus
F09	5SD|CCCC1E1_000093-T1	1	FMC718	17	49	ambiguous_linkage,unexplained_physical	FMC718:scaffold_29:48590-77070	scaffold_29	48590	77070	APH,BTB,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F09	5SD|CCCC1E1_000093-T1	1	GT-161	17	55	ambiguous_linkage,unexplained_physical	GT-161:scaffold_130:8653-39981	scaffold_130	8653	39981	APH,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F01	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	1	Guerrero_1	17	49	ambiguous_linkage,unexplained_physical	Guerrero_1:scaffold_105:128-48598	scaffold_105	128	48598	ABC_tran,AFUB_07903_YDR124W_hel,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus,zf-C3HC4,zf-C3HC4_2,zf-C3HC4_3
F42	730333_Guatemala|C537722_008849-T1	1	Tucson_12	17	11	unexplained_physical	Tucson_12:scaffold_125:4469-28374	scaffold_125	4469	28374	HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal
F09	5SD|CCCC1E1_000093-T1	1	Tucson_20	17	61	ambiguous_linkage,unexplained_physical	Tucson_20:scaffold_78:43537-81789	scaffold_78	43537	81789	APH,HAC6_N,HAC6_helical,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F09	5SD|CCCC1E1_000093-T1	1	UTAH_23742X51	17	52	ambiguous_linkage,unexplained_physical	UTAH_23742X51:scaffold_18:4685-39207	scaffold_18	4685	39207	APH,BTB,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F42	730333_Guatemala|C537722_008849-T1	1	B3457	16	15	unexplained_physical	B3457:scaffold_15:10342-256071	scaffold_15	10342	256071	BTB,BTB_2,DUF6590,HrmA_middle,Pkinase,Pkinase_fungal
F42	730333_Guatemala|C537722_008849-T1	1	COCPO_103827	16	48	ambiguous_linkage,unexplained_physical	COCPO_103827:scaffold_223:90-19391	scaffold_223	90	19391	BTB,BTB_2,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F09	5SD|CCCC1E1_000093-T1	1	COCPO_114072	16	58	ambiguous_linkage,unexplained_physical	COCPO_114072:scaffold_101:31148-71138	scaffold_101	31148	71138	APH,BTB,HAC6_N,HAC6_helical,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F14	730332_Guatemala|C45F23D_004938-T1	1	NACVFR_4542	16	1	ambiguous_linkage	NACVFR_4542:scaffold_129:11252-49718	scaffold_129	11252	49718	DUF3435,DUF6604
F09	5SD|CCCC1E1_000093-T1	1	Sonora_1	16	61	ambiguous_linkage,unexplained_physical	Sonora_1:scaffold_111:1159-39400	scaffold_111	1159	39400	APH,HAC6_N,HAC6_helical,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F09	5SD|CCCC1E1_000093-T1	1	Sonora_2	16	55	ambiguous_linkage,unexplained_physical	Sonora_2:scaffold_140:6780-38094	scaffold_140	6780	38094	APH,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F09	5SD|CCCC1E1_000093-T1	1	Tucson_6	16	52	ambiguous_linkage,unexplained_physical	Tucson_6:scaffold_75:38200-76483	scaffold_75	38200	76483	APH,HAC6_N,HAC6_helical,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F01	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	1	UTAH_23742X31	16	53	ambiguous_linkage,unexplained_physical	UTAH_23742X31:scaffold_150:1473-31780	scaffold_150	1473	31780	BTB,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F42	730333_Guatemala|C537722_008849-T1	1	UTAH_23742X31	16	53	ambiguous_linkage,unexplained_physical	UTAH_23742X31:scaffold_150:1473-31780	scaffold_150	1473	31780	BTB,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F42	730333_Guatemala|C537722_008849-T1	1	CA2	15	90	ambiguous_linkage,unexplained_physical	CA2:scaffold_213:1793-19607	scaffold_213	1793	19607	AFUB_07903_YDR124W_hel,BTB,BTB_2,HrmA_middle,Zn_clus
F01	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	1	CA25	15	46	ambiguous_linkage,unexplained_physical	CA25:scaffold_222:560-21892	scaffold_222	560	21892	BTB,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F42	730333_Guatemala|C537722_008849-T1	1	COCPO_175712	15	38	ambiguous_linkage,unexplained_physical	COCPO_175712:scaffold_250:46-19347	scaffold_250	46	19347	BTB,BTB_2,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F09	5SD|CCCC1E1_000093-T1	1	COCPO_195884	15	28	unexplained_physical	COCPO_195884:scaffold_206:4151-27536	scaffold_206	4151	27536	APH,BTB,HrmA
F42	730333_Guatemala|C537722_008849-T1	1	COCPO_195884	15	39	unexplained_physical	COCPO_195884:scaffold_231:870-19347	scaffold_231	870	19347	HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F42	730333_Guatemala|C537722_008849-T1	1	SOIL_578-1_A_NEW_CPA0048	15	16	unexplained_physical	SOIL_578-1_A_NEW_CPA0048:scaffold_185:727-25922	scaffold_185	727	25922	BTB,BTB_2,HrmA_middle,Pkinase,Pkinase_fungal
F09	5SD|CCCC1E1_000093-T1	1	409B-0_L_OLD_CPA0011	14	46	ambiguous_linkage,unexplained_physical	409B-0_L_OLD_CPA0011:scaffold_195:1197-32511	scaffold_195	1197	32511	APH,HrmA,PK_Tyr_Ser-Thr,Pkinase,RING_XB3-XBAT31,zf-RING_2,zf-RING_UBOX
F22	4545-MICE|CB4077B_003725-T1	1	B3375	14	3	unexplained_physical	B3375:scaffold_10:360492-393533	scaffold_10	360492	393533	DUF3435,Pkinase_fungal
F42	730333_Guatemala|C537722_008849-T1	1	B3411	14	16	unexplained_physical	B3411:scaffold_13:456556-497397	scaffold_13	456556	497397	BTB,BTB_2,HrmA_middle,Pkinase,Pkinase_fungal
F42	730333_Guatemala|C537722_008849-T1	1	GT-142	14	22	unexplained_physical	GT-142:scaffold_157:1274-18107	scaffold_157	1274	18107	BTB,BTB_2,HrmA_middle,Pkinase,Pkinase_fungal
F42	730333_Guatemala|C537722_008849-T1	1	Tucson_1	14	18	unexplained_physical	Tucson_1:scaffold_159:937-20457	scaffold_159	937	20457	HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal
F09	5SD|CCCC1E1_000093-T1	1	COCPO_103745	13	28	unexplained_physical	COCPO_103745:scaffold_202:6795-28434	scaffold_202	6795	28434	APH,BTB,HrmA
F42	730333_Guatemala|C537722_008849-T1	1	COCPO_103745	13	48	ambiguous_linkage,unexplained_physical	COCPO_103745:scaffold_235:1776-18746	scaffold_235	1776	18746	BTB,BTB_2,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F09	5SD|CCCC1E1_000093-T1	1	COCPO_103827	13	28	unexplained_physical	COCPO_103827:scaffold_218:170-20094	scaffold_218	170	20094	APH,BTB,HrmA
F42	730333_Guatemala|C537722_008849-T1	1	COCPO_114029	13	38	ambiguous_linkage,unexplained_physical	COCPO_114029:scaffold_341:46-19347	scaffold_341	46	19347	BTB,BTB_2,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F42	730333_Guatemala|C537722_008849-T1	1	GT-151	13	11	unexplained_physical	GT-151:scaffold_158:1293-26491	scaffold_158	1293	26491	BTB,BTB_2,HrmA_middle,Pkinase,Pkinase_fungal
F42	730333_Guatemala|C537722_008849-T1	1	Tucson_10	13	13	unexplained_physical	Tucson_10:scaffold_156:937-20457	scaffold_156	937	20457	HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal
F42	730333_Guatemala|C537722_008849-T1	1	Tucson_18	13	18	unexplained_physical	Tucson_18:scaffold_175:937-20457	scaffold_175	937	20457	HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal
F42	730333_Guatemala|C537722_008849-T1	2	COCPO_103718	12	38	ambiguous_linkage,unexplained_physical	COCPO_103718:scaffold_361:561-17531	scaffold_361	561	17531	BTB,BTB_2,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F09	5SD|CCCC1E1_000093-T1	1	CA26	12	55	unexplained_physical	CA26:scaffold_228:8900-29071	scaffold_228	8900	29071	APH,BTB,HrmA
F09	5SD|CCCC1E1_000093-T1	1	COCPO_195880	12	28	unexplained_physical	COCPO_195880:scaffold_191:170-20094	scaffold_191	170	20094	APH,BTB,HrmA
F42	730333_Guatemala|C537722_008849-T1	1	SOIL_574-2_L_NEW_CPA0042	12	11	unexplained_physical	SOIL_574-2_L_NEW_CPA0042:scaffold_188:727-25922	scaffold_188	727	25922	BTB,BTB_2,HrmA_middle,Pkinase,Pkinase_fungal
F42	730333_Guatemala|C537722_008849-T1	1	Sonora_2	12	29	ambiguous_linkage,unexplained_physical	Sonora_2:scaffold_192:578-19057	scaffold_192	578	19057	HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F42	730333_Guatemala|C537722_008849-T1	1	TX14	12	37	ambiguous_linkage,unexplained_physical	TX14:scaffold_174:539-17511	scaffold_174	539	17511	BTB,BTB_2,HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal,Zn_clus
F42	730333_Guatemala|C537722_008849-T1	1	409B-0_S_OLD_CPA0012	11	16	unexplained_physical	409B-0_S_OLD_CPA0012:scaffold_191:16366-33192	scaffold_191	16366	33192	BTB,BTB_2,HrmA_middle,Pkinase,Pkinase_fungal
F13	CA2|CD8B963_008506-T1	1	GT-104	11	11	unexplained_physical	GT-104:scaffold_81:74038-100749	scaffold_81	74038	100749	DUF7025,HrmA
F42	730333_Guatemala|C537722_008849-T1	2	SOIL_580-1_L_NEW_CPA0055	10	7	unexplained_physical	SOIL_580-1_L_NEW_CPA0055:scaffold_428:665-17495	scaffold_428	665	17495	HrmA_middle,Pkinase,Pkinase_fungal
F42	730333_Guatemala|C537722_008849-T1	1	COCPO_195881	10	23	unexplained_physical	COCPO_195881:scaffold_500:2707-14620	scaffold_500	2707	14620	HrmA_middle,Pkinase_fungal,Zn_clus
F03	578-1_L_NEW_CPA0049|C79DB71_008063-T1	1	MJS	10	4	unexplained_physical	MJS:scaffold_3:30643-55471	scaffold_3	30643	55471	-
F08	GT-146|CDEB87D_007880-T1	1	CA27	9	9	unexplained_physical	CA27:scaffold_98:51041-64479	scaffold_98	51041	64479	APH,CHAT,HrmA,TPR_10
F42	730333_Guatemala|C537722_008849-T1	1	GT-139	9	21	unexplained_physical	GT-139:scaffold_435:5355-17192	scaffold_435	5355	17192	HrmA_middle,PK_Tyr_Ser-Thr,Pkinase,Pkinase_fungal
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	1	B3227	8	1	unexplained_physical	B3227:scaffold_90:83274-91217	scaffold_90	83274	91217	DUF3435,Fung_rhodopsin
F09	5SD|CCCC1E1_000093-T1	1	GT-140	8	3	unexplained_physical	GT-140:scaffold_129:22436-42796	scaffold_129	22436	42796	APH,BTB,HrmA
F42	730333_Guatemala|C537722_008849-T1	1	GT-161	8	6	unexplained_physical	GT-161:scaffold_264:745-9227	scaffold_264	745	9227	HrmA_middle
F08	GT-146|CDEB87D_007880-T1	1	SDVA2	8	9	unexplained_physical	SDVA2:scaffold_46:87064-100502	scaffold_46	87064	100502	APH,CHAT,HrmA,TPR_10
F01	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	1	SDVA3	8	12	ambiguous_linkage,unexplained_physical	SDVA3:scaffold_234:120-15220	scaffold_234	120	15220	ABC_tran,AFUB_07903_YDR124W_hel,Pkinase_fungal,Zn_clus
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	1	UTAH_23742X6	8	1	unexplained_physical	UTAH_23742X6:scaffold_69:4716-12646	scaffold_69	4716	12646	APH,DUF3435,Fung_rhodopsin
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	5	COCPO_34698	7	1	unexplained_physical	COCPO_34698:scaffold_9:174689-182996	scaffold_9	174689	182996	APH,DUF3435,Fung_rhodopsin
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	2	B12202	7	1	unexplained_physical	B12202:scaffold_29:29025-84848	scaffold_29	29025	84848	DUF3435,Fung_rhodopsin
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	2	SDVA16	7	1	unexplained_physical	SDVA16:scaffold_102:82987-90902	scaffold_102	82987	90902	APH,DUF3435,Fung_rhodopsin
F09	5SD|CCCC1E1_000093-T1	1	CA6	7	3	unexplained_physical	CA6:scaffold_170:440-11716	scaffold_170	440	11716	APH,BTB,HrmA
F26	4M3|CB16A6A_002786-T1	1	GT-121	7	4	unexplained_physical	GT-121:scaffold_107:13426-45201	scaffold_107	13426	45201	APH,DUF3435,FBPase_2,HrmA
F12	GT-126|C8C79ED_008251-T1	1	GT-121	7	4	unexplained_physical	GT-121:scaffold_107:13426-45201	scaffold_107	13426	45201	APH,DUF3435,FBPase_2,HrmA
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	1	GT-142	7	1	unexplained_physical	GT-142:scaffold_80:28695-37012	scaffold_80	28695	37012	APH,DUF3435,Fung_rhodopsin
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	1	NM_4233	7	1	unexplained_physical	NM_4233:scaffold_50:48389-65200	scaffold_50	48389	65200	DUF3435,Fung_rhodopsin
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	1	SDVA10	7	1	unexplained_physical	SDVA10:scaffold_22:9961-18278	scaffold_22	9961	18278	APH,DUF3435,Fung_rhodopsin
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	1	Tucson_24	7	1	unexplained_physical	Tucson_24:scaffold_37:125911-133854	scaffold_37	125911	133854	APH,DUF3435,Fung_rhodopsin
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	1	VFC085_CPA0068	7	1	unexplained_physical	VFC085_CPA0068:scaffold_92:35966-43902	scaffold_92	35966	43902	APH,DUF3435,Fung_rhodopsin
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	84	485B-0_S_OLD_CPA0021	6	1	unexplained_physical	485B-0_S_OLD_CPA0021:scaffold_73:35963-43812	scaffold_73	35963	43812	APH,DUF3435,Fung_rhodopsin
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	26	407-1_S_OLD_CPA0004	6	1	unexplained_physical	407-1_S_OLD_CPA0004:scaffold_160:10230-18284	scaffold_160	10230	18284	APH,DUF3435,Fung_rhodopsin
F01	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	1	B15146	6	10	unexplained_physical	B15146:scaffold_360:610-10221	scaffold_360	610	10221	Pkinase_fungal,Zn_clus
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	1	B3203	6	1	unexplained_physical	B3203:scaffold_34:141138-149073	scaffold_34	141138	149073	DUF3435,Fung_rhodopsin
F26	4M3|CB16A6A_002786-T1	1	COCSP-8945	6	3	unexplained_physical	COCSP-8945:scaffold_37:178267-189993	scaffold_37	178267	189993	APH,HrmA
F12	GT-126|C8C79ED_008251-T1	1	COCSP-8945	6	3	unexplained_physical	COCSP-8945:scaffold_37:178267-189993	scaffold_37	178267	189993	APH,HrmA
F31	COCSP-8945|C2B0656_003994-T1	1	COCSP-8945	6	3	unexplained_physical	COCSP-8945:scaffold_37:178267-189993	scaffold_37	178267	189993	APH,HrmA
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	1	UTAH_23742X44	6	1	unexplained_physical	UTAH_23742X44:scaffold_21:255672-262384	scaffold_21	255672	262384	APH,DUF3435,Fung_rhodopsin
F01	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	1	UTAH_9443	6	8	unexplained_physical	UTAH_9443:scaffold_573:63-8326	scaffold_573	63	8326	HrmA_middle
F42	730333_Guatemala|C537722_008849-T1	1	UTAH_9443	6	8	unexplained_physical	UTAH_9443:scaffold_573:63-8326	scaffold_573	63	8326	HrmA_middle
F09	5SD|CCCC1E1_000093-T1	3	B3222	5	10	unexplained_physical	B3222:scaffold_145:4650-11202	scaffold_145	4650	11202	APH,BTB,HrmA
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	3	COCPO_103718	5	1	unexplained_physical	COCPO_103718:scaffold_193:697-5471	scaffold_193	697	5471	Fung_rhodopsin
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	3	COCPO_103827	5	1	unexplained_physical	COCPO_103827:scaffold_63:114998-119772	scaffold_63	114998	119772	Fung_rhodopsin
F01	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	1	B1249_Guatemala	5	4	unexplained_physical	B1249_Guatemala:scaffold_797:1272-7870	scaffold_797	1272	7870	HrmA_middle,Zn_clus
F42	730333_Guatemala|C537722_008849-T1	1	B1249_Guatemala	5	4	unexplained_physical	B1249_Guatemala:scaffold_797:1272-7870	scaffold_797	1272	7870	HrmA_middle,Zn_clus
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	1	M1_5	5	1	unexplained_physical	M1_5:scaffold_28:125687-132400	scaffold_28	125687	132400	Fung_rhodopsin
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	11	COCPO_103720	4	1	unexplained_physical	COCPO_103720:scaffold_99:59307-64093	scaffold_99	59307	64093	APH,Fung_rhodopsin
