family_a	family_b	classification	linkage_fraction	jaccard	fisher_p	fdr_q	permutation_p	direction_a	clade_composition	asymmetry_a	direction_a_freq	hrmA_family	partner	label	partner_label	partner_bin	partner_pfam	partner_frac_anchors_within10
730333_Guatemala|C537722_008849-T1	CA26|C27950D_008732-T1	trans_unconfirmed	0.0	0.4091	2.87e-07	0.000319	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA26|C27950D_008732-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	CA26|C27950D_008734-T1	trans_unconfirmed	0.0	0.3	5.65e-06	0.00386	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA26|C27950D_008734-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	CA2|CD8B963_003375-T1	trans_unconfirmed	0.0	0.3793	3.91e-06	0.00285	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA2|CD8B963_003375-T1	F42		shell		0.0
730333_Guatemala|C537722_008849-T1	CA2|CD8B963_004558-T1	trans_unconfirmed	0.0	0.2727	0.00013	0.0444	0.0001	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA2|CD8B963_004558-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	CA2|CD8B963_006652-T1	trans_unconfirmed	0.0	0.85	9.25e-19	9.31e-15	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA2|CD8B963_006652-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	CA2|CD8B963_007479-T1	trans_unconfirmed	0.0	0.4	6.43e-08	9.06e-05	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA2|CD8B963_007479-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	CA2|CD8B963_007480-T1	trans_unconfirmed	0.0	0.8	2.71e-17	2.34e-13	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA2|CD8B963_007480-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	CA2|CD8B963_007820-T1	trans_unconfirmed	0.0	0.3947	3.02e-07	0.000334	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA2|CD8B963_007820-T1	F42		shell		0.0
730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008156-T1	trans_unconfirmed	0.0	0.5417	4.12e-10	1.14e-06	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008156-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008334-T1	trans_unconfirmed	0.0	0.619	2.88e-12	1.31e-08	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008334-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008343-T1	unexplained_physical	0.8235	0.85	9.25e-19	9.31e-15	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008343-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008344-T1	unexplained_physical	0.8462	0.85	9.25e-19	9.31e-15	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008344-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008440-T1	unexplained_physical	1.0	0.5	5.48e-10	1.45e-06	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008440-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008442-T1	unexplained_physical	1.0	0.8	2.71e-17	2.34e-13	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008442-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008444-T1	trans_unconfirmed	0.05	0.85	9.25e-19	9.31e-15	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008444-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008460-T1	trans_unconfirmed	0.0	0.85	9.25e-19	9.31e-15	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008460-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.4054	1.73e-07	0.000209	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	CA2|CD8B963_008506-T1	F42	F13	shell	HrmA	0.0
730333_Guatemala|C537722_008849-T1	COCPO_34698|C69E555_004555-T1	trans_unconfirmed	0.0	0.45	6.17e-09	1.19e-05	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	COCPO_34698|C69E555_004555-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	COCSP-3478|C07E340_007200-T1	unexplained_physical	0.8333	0.35	6.23e-07	0.000614	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	COCSP-3478|C07E340_007200-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	COCSP-3478|C07E340_008224-T1	ambiguous_linkage	0.069	0.3	5.65e-06	0.00386	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	COCSP-3478|C07E340_008224-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	COCSP-8945|C2B0656_001180-T1	trans_unconfirmed	0.0	0.3913	1.06e-06	0.000961	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	COCSP-8945|C2B0656_001180-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	COCSP-8945|C2B0656_002052-T1	trans_unconfirmed	0.0	0.6	3.28e-12	1.47e-08	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	COCSP-8945|C2B0656_002052-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	COCSP_8725|CCC6481_006895-T1	trans_unconfirmed	0.0	0.7	1.27e-14	8.19e-11	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	COCSP_8725|CCC6481_006895-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	FMC233|C6DECAF_000481-T1	unexplained_physical	0.625	0.75	1.64e-16	1.32e-12	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	FMC233|C6DECAF_000481-T1	F42		shell	BTB	0.0
730333_Guatemala|C537722_008849-T1	GT-101|C4EFBB3_007453-T1	trans_unconfirmed	0.0263	0.8095	1.62e-17	1.44e-13	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	GT-101|C4EFBB3_007453-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	GT-110|C640910_007050-T1	trans_unconfirmed	0.0	0.8	2.71e-17	2.34e-13	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	GT-110|C640910_007050-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	GT-118|C574A51_004264-T1	trans_unconfirmed	0.0	0.3333	2.22e-05	0.0115	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	GT-118|C574A51_004264-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	GT-118|C574A51_007949-T1	trans_unconfirmed	0.025	0.4286	2.47e-07	0.000281	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	GT-118|C574A51_007949-T1	F42		shell		0.0
730333_Guatemala|C537722_008849-T1	GT-118|C574A51_008653-T1	trans_unconfirmed	0.0	0.4091	2.87e-07	0.000319	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	GT-118|C574A51_008653-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	GT-126|C8C79ED_006633-T1	trans_unconfirmed	0.0	0.2727	0.00013	0.0444	0.0001	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	GT-126|C8C79ED_006633-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	GT-126|C8C79ED_007199-T1	trans_unconfirmed	0.0	0.3208	3.54e-06	0.00262	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	GT-126|C8C79ED_007199-T1	F42		shell		0.0
730333_Guatemala|C537722_008849-T1	GT-127|C90F574_006464-T1	trans_unconfirmed	0.0	0.3333	3.9e-05	0.0179	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	GT-127|C90F574_006464-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	GT-133|C22F440_006565-T1	trans_unconfirmed	0.0	0.2857	3.58e-05	0.0168	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	GT-133|C22F440_006565-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	GT-139|CB29A3D_002277-T1	trans_unconfirmed	0.0	0.8	2.71e-17	2.34e-13	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	GT-139|CB29A3D_002277-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	GT-139|CB29A3D_006564-T1	unexplained_physical	0.9667	0.8333	3.88e-20	4.58e-16	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	GT-139|CB29A3D_006564-T1	F42		shell		0.0
730333_Guatemala|C537722_008849-T1	GT-148|C69656F_007469-T1	trans_unconfirmed	0.0	0.3226	8.05e-05	0.0312	0.0001	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	GT-148|C69656F_007469-T1	F42		shell		0.0
730333_Guatemala|C537722_008849-T1	GT-161|CD86944_008225-T1	unexplained_physical	0.9048	0.75	6.39e-16	4.78e-12	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	GT-161|CD86944_008225-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	GT-161|CD86944_008451-T1	unexplained_physical	0.5882	0.85	9.25e-19	9.31e-15	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	GT-161|CD86944_008451-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	M197|C813B11_008552-T1	trans_unconfirmed	0.0	0.85	9.25e-19	9.31e-15	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	M197|C813B11_008552-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	M1_5|C13DF1D_007890-T1	unexplained_physical	1.0	0.4	6.43e-08	9.06e-05	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	M1_5|C13DF1D_007890-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	Phoenix_7|CEAC1FB_006258-T1	trans_unconfirmed	0.0	0.3846	2.74e-06	0.00212	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	Phoenix_7|CEAC1FB_006258-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	RS|C3CED3A_008452-T1	trans_unconfirmed	0.0	0.3	5.65e-06	0.00386	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	RS|C3CED3A_008452-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	SA14|C329EDE_007691-T1	ambiguous_linkage	0.3529	0.55	4.45e-11	1.56e-07	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	SA14|C329EDE_007691-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	SA14|C329EDE_008836-T1	trans_unconfirmed	0.0	0.65	2.17e-13	1.19e-09	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	SA14|C329EDE_008836-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	SDVA1|C29BC70_007452-T1	trans_unconfirmed	0.0	0.4318	2.66e-10	7.67e-07	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	SDVA1|C29BC70_007452-T1	F42		shell		0.0
730333_Guatemala|C537722_008849-T1	SDVA39|C8271C8_003874-T1	trans_unconfirmed	0.0	0.4	6.43e-08	9.06e-05	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	SDVA39|C8271C8_003874-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	SJV_10|CFC625B_000352-T1	trans_unconfirmed	0.0	0.4054	1.73e-07	0.000209	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	SJV_10|CFC625B_000352-T1	F42		shell	PK_Tyr_Ser-Thr,Pkinase	0.0
730333_Guatemala|C537722_008849-T1	SJV_10|CFC625B_006982-T1	trans_unconfirmed	0.0	0.3333	2.22e-05	0.0115	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	SJV_10|CFC625B_006982-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	Tucson_1|C6464A9_008584-T1	ambiguous_linkage	0.4407	0.5455	2.63e-10	7.6e-07	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	Tucson_1|C6464A9_008584-T1	F42		cloud	DUF3723,DUF3723_N	0.0
730333_Guatemala|C537722_008849-T1	Tucson_22|C8AD93C_008465-T1	trans_unconfirmed	0.0	0.25	4.82e-05	0.0211	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	Tucson_22|C8AD93C_008465-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	UTAH_23742X189|CC90D13_001328-T1	trans_unconfirmed	0.0	0.25	4.82e-05	0.0211	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	UTAH_23742X189|CC90D13_001328-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	UTAH_23742X31|CE58396_003458-T1	trans_unconfirmed	0.0	0.3158	8.45e-05	0.0322	0.0001	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	UTAH_23742X31|CE58396_003458-T1	F42		shell		0.0
730333_Guatemala|C537722_008849-T1	UTAH_23742X31|CE58396_005838-T1	trans_unconfirmed	0.0	0.9	2.39e-20	2.87e-16	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	UTAH_23742X31|CE58396_005838-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	UTAH_23742X51|C229CD7_008585-T1	trans_unconfirmed	0.0	0.3571	1.28e-05	0.00745	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	UTAH_23742X51|C229CD7_008585-T1	F42		cloud		0.0
730333_Guatemala|C537722_008849-T1	VFC085_CPA0068|CB235D1_004510-T1	unexplained_physical	1.0	0.8	2.71e-17	2.34e-13	0.0	ambiguous	{'Coccidioides immitis': 20}	0.2889	ambiguous	730333_Guatemala|C537722_008849-T1	VFC085_CPA0068|CB235D1_004510-T1	F42		cloud		0.0
B11034|C8CCFFB_003263-T1	GT-126|C8C79ED_008251-T1	trans_unconfirmed	0.0	0.8374	4.4e-05	0.0196	0.0	ambiguous	{'Coccidioides immitis': 114}	0.9917	loss	GT-126|C8C79ED_008251-T1	B11034|C8CCFFB_003263-T1	F12		shell	SET	0.0
B11080|C6468CC_003561-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.3571	5.05e-06	0.00351	0.0	gain	{'Coccidioides immitis': 82}	0.0	gain	CA2|CD8B963_008506-T1	B11080|C6468CC_003561-T1	F13		shell		0.0
B11080|C6468CC_003564-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.378	2.07e-07	0.000244	0.0	gain	{'Coccidioides immitis': 81}	0.0	gain	CA2|CD8B963_008506-T1	B11080|C6468CC_003564-T1	F13		shell		0.0
B12400|C21A9A5_002616-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.3333	2.42e-05	0.0123	0.0	ambiguous	{'Coccidioides immitis': 20}	0.1111	ambiguous	CA2|CD8B963_008506-T1	B12400|C21A9A5_002616-T1	F13		shell		0.0
B14298|C71D630_007426-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.2857	3.2e-05	0.0153	0.0	gain	{'Coccidioides immitis': 13}	0.0	gain	CA2|CD8B963_008506-T1	B14298|C71D630_007426-T1	F13		cloud		0.0
B15142|CE5AC85_006064-T1	CA20|CB5CE50_007451-T1	trans_unconfirmed	0.0	0.2826	2.85e-07	0.000317	0.0	gain	{'Coccidioides immitis': 13}	0.0	gain	B15142|CE5AC85_006064-T1	CA20|CB5CE50_007451-T1	F18		shell		0.0
B15142|CE5AC85_006064-T1	GT-139|CB29A3D_006673-T1	trans_unconfirmed	0.0	0.1884	0.000108	0.0388	0.0001	gain	{'Coccidioides immitis': 13}	0.0	gain	B15142|CE5AC85_006064-T1	GT-139|CB29A3D_006673-T1	F18		shell	adh_short	0.077
B15142|CE5AC85_006064-T1	SDVA1|C29BC70_007452-T1	trans_unconfirmed	0.0	0.2727	3.97e-06	0.00289	0.0	gain	{'Coccidioides immitis': 13}	0.0	gain	B15142|CE5AC85_006064-T1	SDVA1|C29BC70_007452-T1	F18		shell		0.077
B15142|CE5AC85_006064-T1	SDVA1|C29BC70_007465-T1	unexplained_physical	0.9231	0.26	9.94e-07	0.000915	0.0	gain	{'Coccidioides immitis': 13}	0.0	gain	B15142|CE5AC85_006064-T1	SDVA1|C29BC70_007465-T1	F18		shell		0.923
B15146|CF83403_004486-T1	CA20|CB5CE50_007451-T1	trans_unconfirmed	0.0	0.2174	1.21e-05	0.00715	0.0	gain	{'Coccidioides immitis': 10}	0.0	gain	B15146|CF83403_004486-T1	CA20|CB5CE50_007451-T1	F19		shell		0.0
B15146|CF83403_004486-T1	SDVA1|C29BC70_007465-T1	unexplained_physical	0.8333	0.2	3.04e-05	0.0147	0.0	gain	{'Coccidioides immitis': 10}	0.0	gain	B15146|CF83403_004486-T1	SDVA1|C29BC70_007465-T1	F19		shell		0.833
B15146|CF83403_008475-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.35	1.41e-05	0.00803	0.0	ambiguous	{'Coccidioides immitis': 22}	0.2889	ambiguous	CA2|CD8B963_008506-T1	B15146|CF83403_008475-T1	F13		shell		0.0
B3203|C5B81D8_001481-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.1875	0.000132	0.045	0.0001	ambiguous	{'Coccidioides immitis': 6}	0.1639	ambiguous	CA2|CD8B963_008506-T1	B3203|C5B81D8_001481-T1	F13		cloud		0.0
B3236|C8950A4_007084-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.3488	3.42e-05	0.0162	0.0	ambiguous	{'Coccidioides immitis': 26}	0.6278	ambiguous	CA2|CD8B963_008506-T1	B3236|C8950A4_007084-T1	F13		shell	ADPRTs_Tse2	0.0
B3244|CC6B4BB_003225-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.2857	3.2e-05	0.0153	0.0	ambiguous	{'Coccidioides immitis': 13}	0.0667	gain	CA2|CD8B963_008506-T1	B3244|CC6B4BB_003225-T1	F13		cloud		0.0
B3244|CC6B4BB_003228-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.4	6.61e-08	9.19e-05	0.0	ambiguous	{'Coccidioides immitis': 17}	0.0194	gain	CA2|CD8B963_008506-T1	B3244|CC6B4BB_003228-T1	F13		cloud		0.0
B3246|C90A8A7_007649-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.4	6.61e-08	9.19e-05	0.0	ambiguous	{'Coccidioides immitis': 17}	0.0167	gain	CA2|CD8B963_008506-T1	B3246|C90A8A7_007649-T1	F13		cloud		0.0
B3344|C50AAF5_008189-T1	GT-146|CDEB87D_007880-T1	trans_unconfirmed	0.0	0.713	5.2e-08	7.5e-05	0.0	ambiguous	{'Coccidioides immitis': 84}	0.5639	ambiguous	GT-146|CDEB87D_007880-T1	B3344|C50AAF5_008189-T1	F08		shell		0.0
Beeville|C6949CF_004970-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.2571	0.000131	0.0447	0.0001	ambiguous	{'Coccidioides immitis': 12}	0.1444	ambiguous	CA2|CD8B963_008506-T1	Beeville|C6949CF_004970-T1	F13		cloud		0.0
CA1|CEE9A5C_000846-T1	GT-146|CDEB87D_007880-T1	trans_unconfirmed	0.0	0.6514	7.01e-06	0.00459	0.0	gain	{'Coccidioides immitis': 79}	0.0	gain	GT-146|CDEB87D_007880-T1	CA1|CEE9A5C_000846-T1	F08		shell		0.0
CA1|CEE9A5C_004228-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.4091	4.04e-07	0.000427	0.0	ambiguous	{'Coccidioides immitis': 61}	0.0472	gain	CA2|CD8B963_008506-T1	CA1|CEE9A5C_004228-T1	F13		shell		0.0
CA20|CB5CE50_004431-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.42	8.02e-07	0.000763	0.0	gain	{'Coccidioides immitis': 39}	0.0	gain	CA2|CD8B963_008506-T1	CA20|CB5CE50_004431-T1	F13		shell		0.0
CA26|C27950D_002712-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.2727	8.59e-06	0.0054	0.0	gain	{'Coccidioides immitis': 10}	0.0	gain	CA2|CD8B963_008506-T1	CA26|C27950D_002712-T1	F13		cloud		0.0
CA26|C27950D_007682-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.2647	3.93e-05	0.018	0.0	gain	{'Coccidioides immitis': 11}	0.0	gain	CA2|CD8B963_008506-T1	CA26|C27950D_007682-T1	F13		cloud		0.0
CA26|C27950D_008193-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.7188	7.74e-19	7.91e-15	0.0	gain	{'Coccidioides immitis': 23}	0.0	gain	CA2|CD8B963_008506-T1	CA26|C27950D_008193-T1	F13		shell		0.0
CA26|C27950D_008239-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.4	6.61e-08	9.19e-05	0.0	ambiguous	{'Coccidioides immitis': 17}	0.1833	ambiguous	CA2|CD8B963_008506-T1	CA26|C27950D_008239-T1	F13		cloud		0.0
CA26|C27950D_008732-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.3438	3.42e-08	5.23e-05	0.0	gain	{'Coccidioides immitis': 11}	0.0	gain	CA2|CD8B963_008506-T1	CA26|C27950D_008732-T1	F13		cloud		0.0
CA2|CD8B963_002905-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.2424	4.01e-05	0.0183	0.0	ambiguous	{'Coccidioides immitis': 9}	0.0028	gain	CA2|CD8B963_008506-T1	CA2|CD8B963_002905-T1	F13		cloud		0.0
CA2|CD8B963_003375-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.3333	2.42e-05	0.0123	0.0	ambiguous	{'Coccidioides immitis': 20}	0.4167	ambiguous	CA2|CD8B963_008506-T1	CA2|CD8B963_003375-T1	F13		shell		0.0
CA2|CD8B963_006652-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.4	6.61e-08	9.19e-05	0.0	ambiguous	{'Coccidioides immitis': 17}	0.0083	gain	CA2|CD8B963_008506-T1	CA2|CD8B963_006652-T1	F13		cloud		0.0
CA2|CD8B963_007480-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.3714	3.37e-07	0.000366	0.0	gain	{'Coccidioides immitis': 16}	0.0	gain	CA2|CD8B963_008506-T1	CA2|CD8B963_007480-T1	F13		cloud		0.0
CA2|CD8B963_007820-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.9697	5.5e-30	2.16e-25	0.0	gain	{'Coccidioides immitis': 33}	0.0	gain	CA2|CD8B963_008506-T1	CA2|CD8B963_007820-T1	F13		shell		0.0
CA2|CD8B963_008156-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.4412	2.37e-09	5.2e-06	0.0	ambiguous	{'Coccidioides immitis': 17}	0.0056	gain	CA2|CD8B963_008506-T1	CA2|CD8B963_008156-T1	F13		cloud		0.0
CA2|CD8B963_008334-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.2778	9.35e-05	0.0347	0.0001	ambiguous	{'Coccidioides immitis': 14}	0.0722	gain	CA2|CD8B963_008506-T1	CA2|CD8B963_008334-T1	F13		cloud		0.0
CA2|CD8B963_008343-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.4	6.61e-08	9.19e-05	0.0	ambiguous	{'Coccidioides immitis': 17}	0.1472	ambiguous	CA2|CD8B963_008506-T1	CA2|CD8B963_008343-T1	F13		cloud		0.0
CA2|CD8B963_008344-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.4	6.61e-08	9.19e-05	0.0	ambiguous	{'Coccidioides immitis': 17}	0.1278	ambiguous	CA2|CD8B963_008506-T1	CA2|CD8B963_008344-T1	F13		cloud		0.0
CA2|CD8B963_008440-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.3125	1.91e-07	0.000226	0.0	gain	{'Coccidioides immitis': 10}	0.0	gain	CA2|CD8B963_008506-T1	CA2|CD8B963_008440-T1	F13		cloud		0.0
CA2|CD8B963_008442-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.3714	3.37e-07	0.000366	0.0	gain	{'Coccidioides immitis': 16}	0.0	gain	CA2|CD8B963_008506-T1	CA2|CD8B963_008442-T1	F13		cloud		0.0
CA2|CD8B963_008444-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.4	6.61e-08	9.19e-05	0.0	ambiguous	{'Coccidioides immitis': 17}	0.0111	gain	CA2|CD8B963_008506-T1	CA2|CD8B963_008444-T1	F13		cloud		0.0
