label	family	Short	contig	start	overlapping_gene	overlapping_family	overlapping_is_hrmA_hit
F42	730333_Guatemala|C537722_008849-T1	VFC083	scaffold_183	29419	VFC083|C004E0E_004266-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	VFC085_CPA0068	scaffold_45	179110	VFC085_CPA0068|CB235D1_004510-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F27	B11057|CCF9097_002456-T1	407-0_S_OLD_CPA0002	scaffold_91	52035			False
F27	B11057|CCF9097_002456-T1	407-1_S_OLD_CPA0004	scaffold_106	45470			False
F27	B11057|CCF9097_002456-T1	409B-0_L_OLD_CPA0011	scaffold_576	2259			False
F27	B11057|CCF9097_002456-T1	409B-0_S_OLD_CPA0012	scaffold_295	2706			False
F27	B11057|CCF9097_002456-T1	4545-MICE	scaffold_42	139332	4545-MICE|CB4077B_003173-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	485B-0_S_OLD_CPA0021	scaffold_138	34188	485B-0_S_OLD_CPA0021|CFE8A8D_007823-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	485B-1_L_OLD_CPA0023	scaffold_63	69230			False
F27	B11057|CCF9097_002456-T1	574-0_L_OLD_CPA0038	scaffold_71	82771			False
F27	B11057|CCF9097_002456-T1	574-0_S_OLD_CPA0039	scaffold_138	34124	574-0_S_OLD_CPA0039|C27CBD2_007885-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	578-1_L_NEW_CPA0049	scaffold_126	45440			False
F27	B11057|CCF9097_002456-T1	B10919	scaffold_10	126518			False
F27	B11057|CCF9097_002456-T1	B11058	scaffold_352	318			False
F27	B11057|CCF9097_002456-T1	B11199	scaffold_17	77109			False
F27	B11057|CCF9097_002456-T1	B11300	scaffold_12	155120			False
F27	B11057|CCF9097_002456-T1	B12402	scaffold_8	181011			False
F27	B11057|CCF9097_002456-T1	B1249_Guatemala	scaffold_4	138668	B1249_Guatemala|C40D72F_000047-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	B13534	scaffold_26	46076			False
F27	B11057|CCF9097_002456-T1	B14130	scaffold_16	170558			False
F27	B11057|CCF9097_002456-T1	B14291	scaffold_40	83866			False
F27	B11057|CCF9097_002456-T1	B14292	scaffold_30	46482			False
F27	B11057|CCF9097_002456-T1	B16293	scaffold_29	40482			False
F27	B11057|CCF9097_002456-T1	B16294	scaffold_27	46071			False
F27	B11057|CCF9097_002456-T1	B3203	scaffold_76	58365	B3203|C5B81D8_006724-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	B3215	scaffold_36	184846			False
F27	B11057|CCF9097_002456-T1	B3220	scaffold_32	77426			False
F27	B11057|CCF9097_002456-T1	B3222	scaffold_12	56211			False
F27	B11057|CCF9097_002456-T1	B3236	scaffold_55	165050			False
F27	B11057|CCF9097_002456-T1	B3242	scaffold_77	4526			False
F27	B11057|CCF9097_002456-T1	B3245	scaffold_49	128206			False
F27	B11057|CCF9097_002456-T1	B3251	scaffold_186	4836	B3251|C8F4B83_007447-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	B3276	scaffold_77	26605	B3276|C38AD85_007526-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	B3313	scaffold_49	53366			False
F27	B11057|CCF9097_002456-T1	B3314	scaffold_35	3049	B3314|CBC6125_004921-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	B3335	scaffold_83	77818			False
F27	B11057|CCF9097_002456-T1	B3345	scaffold_70	74432			False
F27	B11057|CCF9097_002456-T1	B3348	scaffold_83	48233			False
F27	B11057|CCF9097_002456-T1	B3353	scaffold_104	71277	B3353|C210CF2_007122-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	B3358	scaffold_38	96913			False
F27	B11057|CCF9097_002456-T1	B3375	scaffold_49	133508			False
F27	B11057|CCF9097_002456-T1	B3382	scaffold_50	149933			False
F27	B11057|CCF9097_002456-T1	B3391	scaffold_50	53859	B3391|CB47B09_006381-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	B3395	scaffold_100	22297			False
F27	B11057|CCF9097_002456-T1	B3411	scaffold_72	116980			False
F27	B11057|CCF9097_002456-T1	B3413	scaffold_85	28373			False
F27	B11057|CCF9097_002456-T1	B3417	scaffold_63	109346			False
F27	B11057|CCF9097_002456-T1	B3482	scaffold_84	50452			False
F27	B11057|CCF9097_002456-T1	B3489	scaffold_82	70221			False
F27	B11057|CCF9097_002456-T1	B3492	scaffold_178	4059			False
F27	B11057|CCF9097_002456-T1	BFF340	scaffold_86	105714			False
F27	B11057|CCF9097_002456-T1	COCPO_103720	scaffold_502	3163			False
F27	B11057|CCF9097_002456-T1	COCPO_103721	scaffold_420	3812	COCPO_103721|CBC12DE_008482-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	COCPO_103827	scaffold_321	2839	COCPO_103827|CE5D4D2_008548-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	COCPO_175715	scaffold_303	4247	COCPO_175715|C41446C_008477-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	COCPO_195884	scaffold_393	3813	COCPO_195884|C21315E_008511-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	COCPO_Galgiani	scaffold_65	113243	COCPO_Galgiani|CF9E767_007733-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	COCSP_8725	scaffold_203	3504			False
F27	B11057|CCF9097_002456-T1	Coahuila_2	scaffold_141	25791	Coahuila_2|CA4B8FB_008381-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	Cocci_1400035797	scaffold_50	41986			False
F27	B11057|CCF9097_002456-T1	FMC234	scaffold_57	22281			False
F27	B11057|CCF9097_002456-T1	FMC235	scaffold_37	124378			False
F27	B11057|CCF9097_002456-T1	FMC588	scaffold_31	160295			False
F27	B11057|CCF9097_002456-T1	GT-017	scaffold_63	25974	GT-017|CFB3BA1_001372-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	GT-102	scaffold_144	25467	GT-102|C09FE22_006887-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	GT-106	scaffold_163	28806	GT-106|C4E1ADA_008347-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	GT-110	scaffold_59	85143			False
F27	B11057|CCF9097_002456-T1	GT-120	scaffold_148	18974	GT-120|CA6F563_007939-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	GT-131	scaffold_280	5209	GT-131|C0FAE91_008438-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	GT-141	scaffold_234	3027	GT-141|C8C9964_008423-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	GT-151	scaffold_167	15061			False
F27	B11057|CCF9097_002456-T1	GT-161	scaffold_319	2552			False
F27	B11057|CCF9097_002456-T1	GT-162	scaffold_205	17404	GT-162|C975B94_008433-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	GT-166	scaffold_278	554			False
F27	B11057|CCF9097_002456-T1	GT-171	scaffold_204	12184	GT-171|C28DABA_008332-T1	GT-171|C28DABA_008332-T1	False
F27	B11057|CCF9097_002456-T1	KJH004	scaffold_159	37817			False
F27	B11057|CCF9097_002456-T1	M191	scaffold_130	24221	M191|C1F3852_006798-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	M196	scaffold_93	65557	M196|CA74535_006213-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	M197	scaffold_170	2518			False
F27	B11057|CCF9097_002456-T1	M199	scaffold_11	237020			False
F27	B11057|CCF9097_002456-T1	M1_5	scaffold_201	4207	M1_5|C13DF1D_008125-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	M200	scaffold_53	107755			False
F27	B11057|CCF9097_002456-T1	M201	scaffold_134	27331			False
F27	B11057|CCF9097_002456-T1	M207	scaffold_134	8945			False
F27	B11057|CCF9097_002456-T1	M214	scaffold_81	47990	M214|CEF67E7_008237-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	M215	scaffold_62	45589			False
F27	B11057|CCF9097_002456-T1	M219	scaffold_21	74298			False
F27	B11057|CCF9097_002456-T1	M221	scaffold_46	107820			False
F27	B11057|CCF9097_002456-T1	Michoacan_1	scaffold_4	64242	Michoacan_1|C0F72A3_000060-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	NM_0369	scaffold_163	34184	NM_0369|CB04693_007041-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	NM_3006	scaffold_123	22774			False
F27	B11057|CCF9097_002456-T1	NM_4233	scaffold_230	27322			False
F27	B11057|CCF9097_002456-T1	NM_5945	scaffold_54	107353	NM_5945|C37DB6B_004338-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	NM_9837	scaffold_58	107422			False
F27	B11057|CCF9097_002456-T1	Nuevo_Leon_2	scaffold_3	54809			False
F27	B11057|CCF9097_002456-T1	Phoenix_3	scaffold_87	63064			False
F27	B11057|CCF9097_002456-T1	SA14	scaffold_128	64517	SA14|C329EDE_007144-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	SA2	scaffold_143	7344	SA2|C79B40C_007482-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	SDVA14	scaffold_64	79838			False
F27	B11057|CCF9097_002456-T1	SDVA16	scaffold_40	150231	SDVA16|C8C953C_003716-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	SDVA27	scaffold_29	57719	SDVA27|C0C1465_002188-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	SDVA45	scaffold_50	52568			False
F27	B11057|CCF9097_002456-T1	SDVA7	scaffold_12	421046	SDVA7|C59F9C3_002046-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	SDVA8	scaffold_82	67190			False
F27	B11057|CCF9097_002456-T1	SOIL_580-4_L_NEW_CPA0062	scaffold_233	17373			False
F27	B11057|CCF9097_002456-T1	S_671	scaffold_183	43259	S_671|C441547_007265-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	S_672	scaffold_383	13657	S_672|C5FEA52_007771-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	S_740	scaffold_310	13657	S_740|CA719B2_008103-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	S_741	scaffold_329	13376			False
F27	B11057|CCF9097_002456-T1	San_Antonio_1	scaffold_124	5903	San_Antonio_1|C3D3187_008357-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	Sonora_1	scaffold_398	265			False
F27	B11057|CCF9097_002456-T1	TX1	scaffold_6	294441	TX1|C9D0C3F_001151-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	TX17	scaffold_119	41997			False
F27	B11057|CCF9097_002456-T1	TX8	scaffold_194	30133			False
F27	B11057|CCF9097_002456-T1	Tucson_1	scaffold_69	54376			False
F27	B11057|CCF9097_002456-T1	Tucson_10	scaffold_83	31497	Tucson_10|CEE0D8B_007730-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	Tucson_12	scaffold_60	70452	Tucson_12|CA68045_007289-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	Tucson_15	scaffold_98	26147			False
F27	B11057|CCF9097_002456-T1	Tucson_16	scaffold_122	37575			False
F27	B11057|CCF9097_002456-T1	Tucson_2	scaffold_77	54168			False
F27	B11057|CCF9097_002456-T1	Tucson_21	scaffold_79	70028			False
F27	B11057|CCF9097_002456-T1	Tucson_22	scaffold_49	53516			False
F27	B11057|CCF9097_002456-T1	Tucson_24	scaffold_119	51691			False
F27	B11057|CCF9097_002456-T1	UCSF_3490AZ	scaffold_149	32182	UCSF_3490AZ|C4FD2B5_007082-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	UCSF_5AZ	scaffold_101	26137			False
F27	B11057|CCF9097_002456-T1	UTAH_23742X144	scaffold_124	47433	UTAH_23742X144|CA87B61_007242-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	UTAH_23742X160	scaffold_7	78237			False
F27	B11057|CCF9097_002456-T1	UTAH_23742X199	scaffold_43	45453	UTAH_23742X199|C1AC583_004397-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	UTAH_23742X38	scaffold_45	44349			False
F27	B11057|CCF9097_002456-T1	UTAH_23742X6	scaffold_202	29452			False
F27	B11057|CCF9097_002456-T1	UTAH_23742X83	scaffold_45	140724			False
F27	B11057|CCF9097_002456-T1	UTAH_23742X84	scaffold_75	75309			False
F27	B11057|CCF9097_002456-T1	UTAH_9737	scaffold_364	1018			False
F27	B11057|CCF9097_002456-T1	VFC084_CPA0067	scaffold_321	14629			False
F27	B11057|CCF9097_002456-T1	VFC087	scaffold_213	8655	VFC087|C3E4CEC_008330-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	VFC088	scaffold_11	316381	VFC088|C254BFB_002058-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	VFC090	scaffold_250	6711	VFC090|C1E875D_008426-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1	False
F27	B11057|CCF9097_002456-T1	WA31	scaffold_28	100341			False
F20	B14298|C71D630_004309-T1	1M0	scaffold_30	17068	1M0|C1196DB_000999-T1	F07	True
F20	B14298|C71D630_004309-T1	21SD	scaffold_5	17069	21SD|C5E6681_000183-T1	F07	True
F20	B14298|C71D630_004309-T1	3M3	scaffold_64	17072	3M3|CC2BDEF_002150-T1	F07	True
F20	B14298|C71D630_004309-T1	4M3	scaffold_57	59076	4M3|CB16A6A_001680-T1	F07	True
F20	B14298|C71D630_004309-T1	4SD	scaffold_46	81539	4SD|C8AA998_002791-T1	F07	True
F20	B14298|C71D630_004309-T1	5SD	scaffold_3	189784	5SD|CCCC1E1_000191-T1	F07	True
F20	B14298|C71D630_004309-T1	A391	scaffold_17	81526	A391|C68FCBD_000819-T1	F07	True
F20	B14298|C71D630_004309-T1	A432	scaffold_20	85781	A432|C05F6EB_001029-T1	F07	True
F20	B14298|C71D630_004309-T1	A502-1	scaffold_3	81517	A502-1|C7FAE4E_000098-T1	F07	True
F20	B14298|C71D630_004309-T1	A502-2	scaffold_7	81525	A502-2|C2B0F70_000497-T1	F07	True
F20	B14298|C71D630_004309-T1	B0727_Argentina	scaffold_67	59060	B0727_Argentina|C5AAF22_001637-T1	F07	True
F20	B14298|C71D630_004309-T1	B11002	scaffold_46	11476	B11002|C5E4193_000871-T1	F07	True
F20	B14298|C71D630_004309-T1	B11019	scaffold_9	81535	B11019|C42083A_000723-T1	F07	True
F20	B14298|C71D630_004309-T1	B11034	scaffold_13	75542	B11034|C8CCFFB_001264-T1	F07	True
F20	B14298|C71D630_004309-T1	B11035	scaffold_25	85567	B11035|C5FC1D8_001379-T1	F07	True
F20	B14298|C71D630_004309-T1	B11080	scaffold_57	59089	B11080|C6468CC_001425-T1	F07	True
F20	B14298|C71D630_004309-T1	B11198	scaffold_99	85010	B11198|CD3667B_005357-T1	F07	True
F20	B14298|C71D630_004309-T1	B11343	scaffold_365	17089	B11343|C7ABD37_006073-T1	F07	True
F20	B14298|C71D630_004309-T1	B11517	scaffold_53	133775	B11517|C06DA8C_003708-T1	F07	True
F20	B14298|C71D630_004309-T1	B11518	scaffold_61	59068	B11518|CF63038_001534-T1	F07	True
F20	B14298|C71D630_004309-T1	B11587	scaffold_67	17085	B11587|CED3F3F_001965-T1	F07	True
F20	B14298|C71D630_004309-T1	B11863	scaffold_70	59072	B11863|C391F2C_001479-T1	F07	True
F20	B14298|C71D630_004309-T1	B12219	scaffold_80	34235	B12219|CCF25C2_004736-T1	F07	True
F20	B14298|C71D630_004309-T1	B12220	scaffold_58	81790	B12220|C161420_003840-T1	F07	True
F20	B14298|C71D630_004309-T1	B12398	scaffold_43	17057	B12398|CCD9B66_001113-T1	F07	True
F20	B14298|C71D630_004309-T1	B12495	scaffold_86	85156	B12495|C0ACC3F_005949-T1	F07	True
F20	B14298|C71D630_004309-T1	B12496	scaffold_81	84975	B12496|CD2FAA9_005830-T1	F07	True
F20	B14298|C71D630_004309-T1	B12526	scaffold_82	85134	B12526|CF6BC4C_005690-T1	F07	True
F20	B14298|C71D630_004309-T1	B13956	scaffold_12	17085	B13956|C873431_001153-T1	F07	True
F20	B14298|C71D630_004309-T1	B14131	scaffold_42	81617	B14131|C616B44_003253-T1	F07	True
F20	B14298|C71D630_004309-T1	B14132	scaffold_5	297973	B14132|C9A1339_000473-T1	F07	True
F20	B14298|C71D630_004309-T1	B14133	scaffold_31	85134	B14133|CC7F067_002244-T1	F07	True
F20	B14298|C71D630_004309-T1	B14135	scaffold_33	109482	B14135|CD69CCA_002677-T1	F07	True
F20	B14298|C71D630_004309-T1	B14286	scaffold_24	135257	B14286|CC2BA17_001674-T1	F07	True
F20	B14298|C71D630_004309-T1	B14288	scaffold_48	47620	B14288|CCD8551_003062-T1	F07	True
F20	B14298|C71D630_004309-T1	B15142	scaffold_54	47645	B15142|CE5AC85_003736-T1	F07	True
F20	B14298|C71D630_004309-T1	B15145	scaffold_69	82397	B15145|CD39A0E_004339-T1	F07	True
F20	B14298|C71D630_004309-T1	B15146	scaffold_23	85204	B15146|CF83403_001699-T1	F28	True
F20	B14298|C71D630_004309-T1	B15257	scaffold_70	84968	B15257|C0359CC_004954-T1	F07	True
F20	B14298|C71D630_004309-T1	B15317	scaffold_43	33958	B15317|CF7B081_002091-T1	F07	True
F20	B14298|C71D630_004309-T1	B15368	scaffold_43	85232	B15368|C7009D6_003300-T1	F07	True
F20	B14298|C71D630_004309-T1	B16338	scaffold_65	82253	B16338|C4690CD_004515-T1	F07	True
F20	B14298|C71D630_004309-T1	B16339	scaffold_32	135037	B16339|CC95159_002552-T1	F07	True
F20	B14298|C71D630_004309-T1	B16364	scaffold_51	85171	B16364|C33716D_003594-T1	F07	True
F20	B14298|C71D630_004309-T1	B16692	scaffold_7	131053	B16692|C4E9409_000576-T1	F07	True
F20	B14298|C71D630_004309-T1	B17554	scaffold_30	88544	B17554|C3D42E5_001796-T1	F07	True
F20	B14298|C71D630_004309-T1	B17567	scaffold_24	82342	B17567|C539AD4_000964-T1	F07	True
F20	B14298|C71D630_004309-T1	B17635	scaffold_96	59266	B17635|C3DCA43_003288-T1	F07	True
F20	B14298|C71D630_004309-T1	B3476	scaffold_55	88339	B3476|CE9CA74_006892-T1	F07	True
F20	B14298|C71D630_004309-T1	CA1	scaffold_194	23259	CA1|CEE9A5C_002401-T1	F07	True
F20	B14298|C71D630_004309-T1	CA14	scaffold_9	59052	CA14|CB9423C_000241-T1	F07	True
F20	B14298|C71D630_004309-T1	CA15	scaffold_66	57598	CA15|CEB9A78_007055-T1	F07	True
F20	B14298|C71D630_004309-T1	CA17	scaffold_8	70925	CA17|C6A2BBC_001090-T1	F07	True
F20	B14298|C71D630_004309-T1	CA2	scaffold_12	253032	CA2|CD8B963_001842-T1	F07	True
F20	B14298|C71D630_004309-T1	CA20	scaffold_6	11466	CA20|CB5CE50_000186-T1	F07	True
F20	B14298|C71D630_004309-T1	CA22	scaffold_82	79984	CA22|C23090C_006299-T1	F07	True
F20	B14298|C71D630_004309-T1	CA23	scaffold_98	77831	CA23|C477594_006339-T1	F07	True
F20	B14298|C71D630_004309-T1	CA24	scaffold_85	93387	CA24|C32A5BD_006918-T1	F07	True
F20	B14298|C71D630_004309-T1	CA25	scaffold_84	102968	CA25|C4385CC_005852-T1	F07	True
F20	B14298|C71D630_004309-T1	CA26	scaffold_36	84961	CA26|C27950D_002916-T1	F07	True
F20	B14298|C71D630_004309-T1	CA27	scaffold_36	81530	CA27|C176CCC_004088-T1	F07	True
F20	B14298|C71D630_004309-T1	CA28	scaffold_92	8810	CA28|C8F96DF_006226-T1	F07	True
F20	B14298|C71D630_004309-T1	CA29	scaffold_59	69002	CA29|CCF2728_005323-T1	F07	True
F20	B14298|C71D630_004309-T1	CA3	scaffold_10	377880	CA3|CFB083D_001655-T1	F07	True
F20	B14298|C71D630_004309-T1	CA4	scaffold_4	81516	CA4|C3118D6_000772-T1	F07	True
F20	B14298|C71D630_004309-T1	CA5	scaffold_119	8810	CA5|C06AC60_006500-T1	F07	True
F20	B14298|C71D630_004309-T1	CA6	scaffold_79	22974	CA6|C814216_007850-T1	F07	True
F20	B14298|C71D630_004309-T1	CA7	scaffold_1	1430341	CA7|CFA4D20_000509-T1	F07	True
F20	B14298|C71D630_004309-T1	CA8	scaffold_83	23378	CA8|CDEC7A5_006191-T1	F07	True
F20	B14298|C71D630_004309-T1	CA9	scaffold_105	9030	CA9|C0F6AB4_007155-T1	F07	True
F20	B14298|C71D630_004309-T1	CDC-202	scaffold_6	194352	CDC-202|C993DFF_000455-T1	F07	True
F20	B14298|C71D630_004309-T1	CDC-205	scaffold_40	98048	CDC-205|C8B620E_001513-T1	F07	True
F20	B14298|C71D630_004309-T1	CDC-212	scaffold_99	59173	CDC-212|C526672_003468-T1	F07	True
F20	B14298|C71D630_004309-T1	COCSP-2006	scaffold_4	299644	COCSP-2006|C8A091E_000704-T1	F07	True
F20	B14298|C71D630_004309-T1	COCSP-3505	scaffold_41	19189	COCSP-3505|C3BD8F1_001605-T1	F07	True
F20	B14298|C71D630_004309-T1	COCSP-8945	scaffold_100	85003	COCSP-8945|C2B0656_006735-T1	F07	True
F20	B14298|C71D630_004309-T1	Coahuila_1	scaffold_86	59088	Coahuila_1|C1B7581_002888-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-100	scaffold_103	23181	GT-100|C5795B2_001730-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-104	scaffold_34	177516	GT-104|C25A2E6_004432-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-107	scaffold_28	264379	GT-107|C0CA300_003884-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-108	scaffold_24	260434	GT-108|C769691_003611-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-109	scaffold_8	81466	GT-109|CD1EFBA_001264-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-113	scaffold_45	113031	GT-113|CEBB48B_004197-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-114	scaffold_63	60646	GT-114|CAF5367_005918-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-116	scaffold_37	81802	GT-116|C30502D_004504-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-117	scaffold_46	82333	GT-117|CA4078A_004653-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-118	scaffold_103	84976	GT-118|C574A51_006237-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-119	scaffold_88	27650	GT-119|C5FB385_006414-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-121	scaffold_39	9763	GT-121|CDB778D_006123-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-123	scaffold_10	59047	GT-123|C56C88A_000305-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-126	scaffold_22	133564	GT-126|C8C79ED_002388-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-127	scaffold_23	9765	GT-127|C90F574_004095-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-128	scaffold_20	285892	GT-128|C01BA78_003256-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-129	scaffold_645	11468	GT-129|CDBAC84_006109-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-132	scaffold_93	11582	GT-132|C95C815_007288-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-133	scaffold_636	1754	GT-133|C22F440_005831-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-140	scaffold_9	265027	GT-140|C9E3188_001630-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-147	scaffold_198	2914	GT-147|C9481DC_002101-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-156	scaffold_5	329813	GT-156|C9F5CC4_000901-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-163	scaffold_42	81859	GT-163|C3639AF_002169-T1	F07	True
F20	B14298|C71D630_004309-T1	GT-167	scaffold_18	193819	GT-167|C9C344E_002515-T1	F07	True
F20	B14298|C71D630_004309-T1	Guerrero_1	scaffold_1	81514	Guerrero_1|C3F11B8_000030-T1	F07	True
F20	B14298|C71D630_004309-T1	M204	scaffold_57	81554	M204|CE8551A_006002-T1	F07	True
F20	B14298|C71D630_004309-T1	Michoacan_2	scaffold_15	82037	Michoacan_2|C26AA88_001071-T1	F07	True
F20	B14298|C71D630_004309-T1	RS	scaffold_93	27708	RS|C3CED3A_005575-T1	F07	True
F20	B14298|C71D630_004309-T1	SDVA1	scaffold_62	85065	SDVA1|C29BC70_006126-T1	F07	True
F20	B14298|C71D630_004309-T1	SDVA15	scaffold_54	85021	SDVA15|C06EC09_005230-T1	F07	True
F20	B14298|C71D630_004309-T1	SDVA17	scaffold_56	84980	SDVA17|CB87396_005740-T1	F07	True
F20	B14298|C71D630_004309-T1	SDVA2	scaffold_29	27742	SDVA2|C7FB516_002342-T1	F07	True
F20	B14298|C71D630_004309-T1	SDVA3	scaffold_38	84957	SDVA3|CB7B8F1_003745-T1	F07	True
F20	B14298|C71D630_004309-T1	SDVA36	scaffold_55	84980	SDVA36|C2EFA39_005337-T1	F07	True
F20	B14298|C71D630_004309-T1	SDVA38	scaffold_22	288987	SDVA38|CE6DD8A_003330-T1	F07	True
F20	B14298|C71D630_004309-T1	SDVA39	scaffold_23	272265	SDVA39|C8271C8_003880-T1	F07	True
F20	B14298|C71D630_004309-T1	SDVA4	scaffold_55	88070	SDVA4|C6CFD43_005412-T1	F07	True
F20	B14298|C71D630_004309-T1	SDVA41	scaffold_46	47520	SDVA41|C3A076D_002736-T1	F07	True
F20	B14298|C71D630_004309-T1	SDVA44	scaffold_39	17072	SDVA44|CA3B123_001419-T1	F07	True
F20	B14298|C71D630_004309-T1	SDVA48	scaffold_80	17079	SDVA48|C651373_004005-T1	F07	True
