protein_id	KoxO_050916275	KoxO_016734995	KoxO_030343105	KoxO_030343565	KoxO_030343375	KoxO_900083995	KoxO_004360035	KoxO_030344075	KoxO_051951865	KoxO_017310465	KoxO_929608445	KoxO_040561445	KoxO_024918735	KoxO_900083795	KoxO_053276915	KoxO_902162875
UHM40bin4__k141_13213_59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_132300_3	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_133623_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_13663_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_13663_96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_14004_35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_19088_38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_24595_121	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_24595_15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_24595_200	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
UHM40bin4__k141_24595_340	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_24595_379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_35727_39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_38018_16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_38124_95	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
UHM40bin4__k141_42080_43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_51364_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_51758_102	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_51758_109	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_51758_17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_51758_7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_51758_92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_58351_58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_70866_49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_79640_58	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_79715_14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_80587_59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_80587_61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_80587_62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_83195_29	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0
UHM40bin4__k141_84135_18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_84504_25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_84504_35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_85423_18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_100052_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_10989_77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_111302_26	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_111302_36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_111302_89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_115647_11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_117805_26	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_13016_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_141120_15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_143230_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_144160_26	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_148583_32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_157202_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_25273_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_26253_55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_26253_56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_2972_55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_63049_34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_69495_28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM43bin53__k141_80950_13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_100254_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_106229_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_106702_15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_113923_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_114626_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_115454_11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_117581_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_121255_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_125383_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_12547_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_126775_3	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_15110_4	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
UHM56bin19__k141_20021_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_20879_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_23296_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_28042_7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_31343_6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_3224_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_33475_3	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM56bin19__k141_33601_7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_34732_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_50545_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_62277_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_66905_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_75381_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_7913_6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_85213_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_88164_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_90307_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_92879_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM56bin19__k141_93265_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_102569_34	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_102569_83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_102584_22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_104665_14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_104665_26	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_104873_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_108912_8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_109786_77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_109786_78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_109786_80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_111721_144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_111721_34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_116244_7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_117307_28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_117307_70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_118426_76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_122156_73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_125775_121	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_125775_43	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM72bin19__k141_125775_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_26829_28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_32079_12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_32680_14	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
UHM72bin19__k141_32680_20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_32680_27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_33060_145	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_33060_184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_33060_209	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_40840_39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_44711_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_44711_69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_44711_79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_53243_70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_58913_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_6202_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_64763_112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_64763_33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_66890_101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM72bin19__k141_66890_156	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0
